"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.389985456E0,2.177095562E-1,9.977117181E-2,9.853155136E0,9.856065030E0
3.391985456E0,1.963724196E-1,1.085818335E-1,9.780562401E0,9.783136155E0
3.393985456E0,1.881650984E-1,1.183980629E-1,9.698901176E0,9.701448770E0
3.396001081E0,1.524148881E-1,1.248815581E-1,9.617775917E0,9.619794140E0
3.397985456E0,1.433169097E-1,1.304552555E-1,9.560162544E0,9.562126656E0
3.399999518E0,1.476360410E-1,1.265191883E-1,9.528156281E0,9.530139853E0
3.401991706E0,1.383369714E-1,1.339891106E-1,9.482906342E0,9.484861775E0
3.403985456E0,1.233780012E-1,1.268352270E-1,9.439360619E0,9.441018917E0
3.405985456E0,1.183405966E-1,1.243931428E-1,9.434207916E0,9.435770088E0
3.407985456E0,9.900502861E-2,1.237227693E-1,9.432695389E0,9.434026268E0
3.409985456E0,1.016673818E-1,1.226693168E-1,9.429208755E0,9.430554691E0
3.411985456E0,1.103343889E-1,1.333283037E-1,9.455277443E0,9.456861088E0
3.413985456E0,1.197866946E-1,1.214626357E-1,9.472093582E0,9.473629656E0
3.415985456E0,1.348893344E-1,1.258967072E-1,9.493995667E0,9.495788479E0
3.417987018E0,1.422347426E-1,1.238281131E-1,9.544830322E0,9.546693145E0
3.419985456E0,1.372931004E-1,1.254657507E-1,9.579525948E0,9.581331245E0
3.421985456E0,1.409227103E-1,1.139352694E-1,9.605345726E0,9.607055062E0
3.423987018E0,1.556039602E-1,1.175361499E-1,9.652874947E0,9.654844487E0
3.425985456E0,1.492258012E-1,1.088212579E-1,9.689630508E0,9.691390499E0
3.427985456E0,1.532384753E-1,1.068867445E-1,9.723676682E0,9.725471455E0
3.429985456E0,1.513231248E-1,1.024909914E-1,9.763621330E0,9.765331770E0
3.431985456E0,1.680633873E-1,9.874644876E-2,9.803040504E0,9.804978291E0
3.433985456E0,1.769123524E-1,9.630436450E-2,9.841672897E0,9.843733942E0
3.435985456E0,1.841907203E-1,1.043105796E-1,9.881435394E0,9.883702361E0
3.437985456E0,1.761653572E-1,9.481038898E-2,9.877939224E0,9.879964907E0
3.439985456E0,1.851579845E-1,1.027112529E-1,9.882795334E0,9.885063312E0
3.441985456E0,1.878969371E-1,1.031134799E-1,9.877566338E0,9.879891417E0
3.443985456E0,1.834820360E-1,9.469546378E-2,9.879826546E0,9.881983883E0
3.445985456E0,1.912584007E-1,1.140501946E-1,9.861094475E0,9.863608440E0
3.447985456E0,1.996764243E-1,1.145098805E-1,9.842918396E0,9.845609465E0
3.449985456E0,1.899942607E-1,1.164827049E-1,9.821925163E0,9.824453163E0
3.451985456E0,1.665598303E-1,1.105259210E-1,9.804074287E0,9.806111910E0
3.453985456E0,1.566286832E-1,1.153334826E-1,9.765258789E0,9.767195789E0
3.455985456E0,1.560636461E-1,1.213094071E-1,9.745263100E0,9.747267551E0
3.457987018E0,1.630164087E-1,1.163486242E-1,9.716445923E0,9.718509800E0
3.459985456E0,1.698446721E-1,1.147301495E-1,9.693998337E0,9.696164911E0
3.461985456E0,1.622981429E-1,1.178330332E-1,9.656802177E0,9.658884698E0
3.464022956E0,1.512177736E-1,1.153143346E-1,9.637849808E0,9.639725781E0
3.465985456E0,1.447151303E-1,1.078923047E-1,9.636737823E0,9.638428248E0
3.467991706E0,1.538609713E-1,1.129680127E-1,9.627257347E0,9.629149443E0
3.469985456E0,1.536790133E-1,1.096065491E-1,9.628780365E0,9.630630413E0
3.471985456E0,1.510645449E-1,1.160517409E-1,9.627181053E0,9.629065559E0
3.473985456E0,1.470518708E-1,1.075954214E-1,9.657128334E0,9.658847172E0
3.475985456E0,1.456823945E-1,1.024047956E-1,9.658295631E0,9.659937091E0
3.477985456E0,1.479712427E-1,1.028261706E-1,9.667078018E0,9.668757217E0
3.479985456E0,1.548952758E-1,1.061014384E-1,9.672057152E0,9.673879243E0
3.481985456E0,1.541865915E-1,1.005660444E-1,9.676328659E0,9.678079528E0
3.483985456E0,1.552879214E-1,1.108228043E-1,9.686556816E0,9.688435322E0
3.485985456E0,1.607945859E-1,1.049809605E-1,9.675610542E0,9.677515966E0
3.487985456E0,1.635048240E-1,8.463981748E-2,9.510544777E0,9.512326723E0
3.489985456E0,1.884524077E-1,1.011693850E-1,9.655241013E0,9.657609879E0
3.491985456E0,1.852346063E-1,8.445785940E-2,9.984271049E0,9.986346348E0
3.493985456E0,1.498291492E-1,9.391016513E-2,1.005462170E1,1.005617648E1
3.495988581E0,2.024058104E-1,1.358661652E-1,9.794573784E0,9.797607021E0
3.498004206E0,2.015247494E-1,1.183789074E-1,9.694476128E0,9.697293085E0
3.499985456E0,1.813464165E-1,1.223820150E-1,9.719721794E0,9.722183687E0
3.501985456E0,1.695956737E-1,1.184555218E-1,9.793885231E0,9.796069738E0
3.503985456E0,1.587451547E-1,1.179958358E-1,9.742485046E0,9.744492697E0
3.505985456E0,1.590133011E-1,1.263468117E-1,9.651017189E0,9.653153968E0
3.507987018E0,1.770655811E-1,1.179862618E-1,9.677602768E0,9.679941545E0
3.509985456E0,1.544164270E-1,1.160517409E-1,9.781329155E0,9.783236299E0
3.511985456E0,1.452322751E-1,1.241537258E-1,9.786375999E0,9.788240994E0
3.513985456E0,1.662533730E-1,1.269788891E-1,9.718275070E0,9.720526434E0
3.515985456E0,1.637155116E-1,1.291911155E-1,9.675859451E0,9.678106697E0
3.517987018E0,1.560732275E-1,1.347552538E-1,9.672583580E0,9.674781183E0
3.519985456E0,1.612063944E-1,1.220851392E-1,9.710738182E0,9.712843473E0
3.521985456E0,1.555752307E-1,1.200931519E-1,9.705844879E0,9.707834508E0
3.523987018E0,1.519552022E-1,1.182448342E-1,9.695856094E0,9.697767662E0
3.525985456E0,1.372931004E-1,1.033433229E-1,9.660029411E0,9.661557714E0
3.527985456E0,1.364311874E-1,1.092330515E-1,9.648517609E0,9.650100381E0
3.529996393E0,1.536981612E-1,9.669702500E-2,9.691747665E0,9.693448625E0
3.531999518E0,1.447342783E-1,9.776003659E-2,9.705356598E0,9.706928027E0
3.534027643E0,1.650849879E-1,1.130925119E-1,9.661637306E0,9.663709350E0
3.535991706E0,1.644625068E-1,1.156686693E-1,9.638634682E0,9.640731595E0
3.537990143E0,1.718270779E-1,1.121444106E-1,9.660671234E0,9.662849973E0
3.540026081E0,1.744415313E-1,1.173637658E-1,9.726702690E0,9.728974731E0
3.541987018E0,1.626620591E-1,1.087446436E-1,9.758440018E0,9.760401422E0
3.543985456E0,1.702373177E-1,1.082179174E-1,9.773983002E0,9.776064422E0
3.545985456E0,1.714248359E-1,1.116464138E-1,9.754055023E0,9.756200121E0
3.547985456E0,1.690785289E-1,1.077295020E-1,9.700471878E0,9.702543370E0
3.549985456E0,1.675462276E-1,1.045404226E-1,9.657319069E0,9.659338074E0
3.551985456E0,1.891227812E-1,1.069058925E-1,9.650155067E0,9.652600122E0
3.553985456E0,1.799865067E-1,9.930191189E-2,9.687476158E0,9.689656874E0
3.555985456E0,1.943421513E-1,1.023473367E-1,9.733158112E0,9.735636121E0
3.557987018E0,1.899368167E-1,1.016673818E-1,9.775678635E0,9.778052210E0
3.559985456E0,1.960468143E-1,9.023267031E-2,9.763947487E0,9.766332311E0
3.561991706E0,1.805036664E-1,7.844362408E-2,9.726569176E0,9.728560166E0
3.563985456E0,1.884045303E-1,7.996633649E-2,9.704838753E0,9.706996760E0
3.565985456E0,1.747575700E-1,7.573339343E-2,9.698355675E0,9.700225696E0
3.567985456E0,1.786074489E-1,7.660488039E-2,9.685494423E0,9.687443994E0
3.569985456E0,1.708023548E-1,6.143521518E-2,9.680542946E0,9.682244546E0
3.571985456E0,1.665311009E-1,6.240247190E-2,9.688845634E0,9.690477615E0
3.573987018E0,1.691455692E-1,6.607996672E-2,9.730935097E0,9.732629380E0
3.575985456E0,1.633994728E-1,6.550535560E-2,9.729433060E0,9.731025537E0
3.577993268E0,1.746809483E-1,7.701668143E-2,9.726195335E0,9.728068704E0
3.579985456E0,1.730241627E-1,7.948749512E-2,9.729307175E0,9.731170213E0
3.581985456E0,1.570404768E-1,8.347144723E-2,9.731912613E0,9.733537502E0
3.583985456E0,1.464581043E-1,8.827900887E-2,9.716255188E0,9.717759929E0
3.585985456E0,1.513231248E-1,8.542511612E-2,9.699887276E0,9.701443671E0
3.587985456E0,1.511220038E-1,9.549991786E-2,9.690828323E0,9.692477067E0
3.590015143E0,1.486894935E-1,9.373778850E-2,9.678704262E0,9.680300177E0
3.592024518E0,1.378581375E-1,9.261730313E-2,9.701266289E0,9.702687794E0
3.593985456E0,1.503367126E-1,9.563399851E-2,9.720688820E0,9.722321643E0
3.595999518E0,1.579023898E-1,1.044254974E-1,9.703047752E0,9.704894308E0
3.598015143E0,1.501739025E-1,9.500192106E-2,9.685570717E0,9.687200714E0
3.599985456E0,1.442075521E-1,9.965624660E-2,9.685215950E0,9.686802113E0
3.601985456E0,1.362013370E-1,1.050671488E-1,9.694687843E0,9.696213812E0
3.603985456E0,1.443703622E-1,1.015524566E-1,9.707990646E0,9.709595156E0
3.605985456E0,1.584195346E-1,1.085531116E-1,9.721397400E0,9.723294089E0
3.607985456E0,1.599997133E-1,1.121060997E-1,9.727105141E0,9.729066867E0
3.609985456E0,1.588217616E-1,1.229470447E-1,9.729729652E0,9.731802476E0
3.611985456E0,1.687912196E-1,1.218552962E-1,9.726310730E0,9.728538411E0
3.613985456E0,1.781190336E-1,1.067430899E-1,9.709732056E0,9.711952279E0
3.615985456E0,1.791820526E-1,1.117613390E-1,9.701573372E0,9.703871531E0
3.617985456E0,1.866040826E-1,1.196238920E-1,9.697934151E0,9.700466883E0
3.619985456E0,1.812314838E-1,1.129009798E-1,9.714703560E0,9.717049796E0
3.621985456E0,1.874276847E-1,1.114644557E-1,9.720851898E0,9.723297542E0
3.623987018E0,1.822657883E-1,1.160708964E-1,9.718821526E0,9.721223437E0
3.625985456E0,1.811261475E-1,1.156686693E-1,9.707491875E0,9.709870464E0
3.627985456E0,1.744128168E-1,1.130350530E-1,9.706878662E0,9.709103466E0
3.629985456E0,1.776210368E-1,1.049426496E-1,9.721684456E0,9.723873243E0
3.631985456E0,1.682261825E-1,1.048756093E-1,9.729576111E0,9.731595462E0
3.633985456E0,1.721622646E-1,1.069729328E-1,9.731204033E0,9.733314697E0
3.635985456E0,1.754183620E-1,1.059482098E-1,9.723543167E0,9.725702460E0
3.637985456E0,1.668662876E-1,1.065611243E-1,9.707817078E0,9.709835840E0
3.639985456E0,1.730241627E-1,1.106216982E-1,9.718849182E0,9.721018668E0
3.641985456E0,1.708310843E-1,1.175936162E-1,9.717623711E0,9.719836526E0
3.643985456E0,1.630355567E-1,1.180820316E-1,9.722968102E0,9.725051808E0
3.646044831E0,1.584578454E-1,1.050575748E-1,9.721895218E0,9.723754039E0
3.647997956E0,1.474732459E-1,1.024143770E-1,9.716063499E0,9.717722315E0
3.650029206E0,1.686092466E-1,1.036210507E-1,9.721053123E0,9.723067429E0
3.651985456E0,1.752555668E-1,1.132265851E-1,9.709847450E0,9.712088976E0
3.653985456E0,1.702085882E-1,1.137916148E-1,9.711197853E0,9.713355920E0
3.655985456E0,1.597315669E-1,1.045883074E-1,9.718073845E0,9.719949184E0
3.657987018E0,1.561785638E-1,9.983821213E-2,9.720497131E0,9.722264340E0
3.659985456E0,1.520797014E-1,9.933064133E-2,9.721761703E0,9.723458512E0
3.661985456E0,1.611010432E-1,9.817184508E-2,9.709406853E0,9.711239503E0
3.663985456E0,1.473870575E-1,1.050192639E-1,9.701218605E0,9.702906493E0
3.666022956E0,1.461708099E-1,1.088212579E-1,9.708305359E0,9.710015495E0
3.667996393E0,1.486990750E-1,9.502107650E-2,9.710996628E0,9.712599854E0
3.669985456E0,1.508634388E-1,9.756850451E-2,9.711284637E0,9.712946448E0
3.671985456E0,1.452418566E-1,1.118092164E-1,9.713334084E0,9.715063331E0
3.673985456E0,1.463814825E-1,1.052969918E-1,9.715278625E0,9.716951876E0
3.675997956E0,1.444469690E-1,1.044063494E-1,9.715287209E0,9.716921897E0
3.677993268E0,1.572224498E-1,1.103535444E-1,9.720535278E0,9.722432972E0
3.679985456E0,1.572703272E-1,1.018876508E-1,9.714386940E0,9.716194145E0
3.681985456E0,1.577491611E-1,1.115889475E-1,9.712798119E0,9.714719975E0
3.683985456E0,1.553741097E-1,1.040520072E-1,9.719923019E0,9.721721629E0
3.685985456E0,1.570787877E-1,1.065707058E-1,9.708717346E0,9.710572772E0
3.688002643E0,1.509017497E-1,1.148259118E-1,9.713065147E0,9.714915897E0
3.690002643E0,1.554220021E-1,1.029602513E-1,9.717203140E0,9.718991392E0
3.691985456E0,1.533629894E-1,1.046170369E-1,9.725256920E0,9.727028688E0
3.693985456E0,1.435084492E-1,1.049234942E-1,9.725352287E0,9.726976957E0
3.695985456E0,1.509208977E-1,1.059003323E-1,9.716388702E0,9.718137754E0
3.697988581E0,1.607371271E-1,1.108611152E-1,9.715440750E0,9.717402718E0
3.699985456E0,1.636293232E-1,9.835380316E-2,9.711294174E0,9.713170572E0
3.701985456E0,1.604881287E-1,1.026825234E-1,9.704340935E0,9.706211059E0
3.703985456E0,1.543398201E-1,1.006522402E-1,9.705193520E0,9.706942511E0
3.705985456E0,1.564467102E-1,1.049139202E-1,9.697829247E0,9.699658478E0
3.707987018E0,1.618384570E-1,9.991482645E-2,9.706773758E0,9.708636951E0
3.709985456E0,1.647115052E-1,1.062738299E-1,9.703364372E0,9.705344102E0
3.711985456E0,1.766825169E-1,1.087159142E-1,9.716217041E0,9.718431430E0
3.713985456E0,1.684177220E-1,1.069441959E-1,9.714483261E0,9.716531615E0
3.715985456E0,1.619533896E-1,9.705135971E-2,9.716599464E0,9.718433671E0
3.717985456E0,1.726889759E-1,9.736739099E-2,9.710652351E0,9.712675789E0
3.719985456E0,1.753417552E-1,1.006330848E-1,9.705759048E0,9.707864361E0
3.721985456E0,1.837023050E-1,1.050001085E-1,9.701189995E0,9.703497250E0
3.723985456E0,1.728326231E-1,1.121060997E-1,9.717700958E0,9.719884300E0
3.725985456E0,1.787989736E-1,1.051341891E-1,9.712567329E0,9.714781850E0
3.727987018E0,1.817294955E-1,9.915825725E-2,9.720879555E0,9.723083733E0
3.729991706E0,1.870062947E-1,1.053352952E-1,9.720956802E0,9.723325976E0
3.731985456E0,1.929056197E-1,1.040328518E-1,9.720985413E0,9.723455806E0
3.733985456E0,1.892760098E-1,1.038125828E-1,9.724145889E0,9.726541818E0
3.735985456E0,1.753800660E-1,9.862195700E-2,9.712194443E0,9.714278427E0
3.737985456E0,1.645391285E-1,1.064462066E-1,9.707922935E0,9.709900702E0
3.739985456E0,1.806281656E-1,1.067335159E-1,9.713553429E0,9.715818997E0
3.741985456E0,1.740871817E-1,1.024622545E-1,9.721033096E0,9.723131662E0
3.743985456E0,1.698159277E-1,1.090127975E-1,9.730668068E0,9.732760260E0
3.745985456E0,1.812793761E-1,1.080838367E-1,9.719443321E0,9.721734557E0
3.747985456E0,1.799098998E-1,1.016865298E-1,9.718247414E0,9.720444461E0
3.749985456E0,1.754279435E-1,9.150638431E-2,9.725085258E0,9.727097803E0
3.751985456E0,1.557954848E-1,1.075858474E-1,9.726740837E0,9.728583363E0
3.753985456E0,1.534396112E-1,1.111388430E-1,9.724673271E0,9.726518688E0
3.755985456E0,1.692892164E-1,1.136479676E-1,9.717030525E0,9.719169560E0
3.757985456E0,1.623364538E-1,1.098747030E-1,9.696402550E0,9.698383782E0
3.759985456E0,1.628823280E-1,1.105738133E-1,9.702253342E0,9.704250467E0
3.761985456E0,1.561977267E-1,1.094054431E-1,9.715526581E0,9.717398007E0
3.763991706E0,1.534300297E-1,1.036785096E-1,9.713496208E0,9.715261118E0
3.765985456E0,1.565520614E-1,1.079401895E-1,9.713161469E0,9.715022663E0
3.767985456E0,1.501451731E-1,1.178234592E-1,9.721617699E0,9.723490969E0
3.769997956E0,1.476743668E-1,1.093767062E-1,9.712922096E0,9.714660397E0
3.772030768E0,1.459026486E-1,1.029410958E-1,9.710709572E0,9.712351149E0
3.773987018E0,1.524723321E-1,1.038125828E-1,9.716599464E0,9.718350169E0
3.775985456E0,1.552879214E-1,1.080646887E-1,9.711562157E0,9.713404750E0
3.777985456E0,1.485650092E-1,1.137341559E-1,9.709780693E0,9.711583194E0
3.779985456E0,1.582375765E-1,1.087733656E-1,9.718945503E0,9.720842169E0
3.781985456E0,1.580173224E-1,1.103439704E-1,9.722757339E0,9.724667375E0
3.783985456E0,1.556997150E-1,1.151227951E-1,9.724816322E0,9.726743965E0
3.785985456E0,1.640985906E-1,1.223724335E-1,9.710259438E0,9.712416883E0
3.787985456E0,1.664066017E-1,1.217690930E-1,9.701937675E0,9.704128685E0
3.789985456E0,1.734359711E-1,1.173350364E-1,9.710546494E0,9.712803959E0
3.791985456E0,1.629206389E-1,1.176127642E-1,9.703670502E0,9.705750723E0
3.793985456E0,1.671344340E-1,1.140501946E-1,9.722001076E0,9.724106452E0
3.795993268E0,1.669812053E-1,1.069633588E-1,9.726453781E0,9.728475062E0
3.798033893E0,1.708310843E-1,1.109185815E-1,9.731778145E0,9.733909392E0
3.799985456E0,1.675462276E-1,1.001542434E-1,9.725372314E0,9.727331045E0
3.801985456E0,1.546462774E-1,9.781750292E-2,9.731040955E0,9.732761263E0
3.803985456E0,1.709651500E-1,1.026633680E-1,9.732218742E0,9.734261682E0
3.805985456E0,1.685134917E-1,1.117804870E-1,9.727201462E0,9.729303159E0
3.807985456E0,1.717312932E-1,1.104876176E-1,9.709445000E0,9.711592112E0
3.809985456E0,1.731869876E-1,1.072602421E-1,9.707271576E0,9.709408836E0
3.811987018E0,1.637825519E-1,1.040615812E-1,9.719002724E0,9.720939640E0
3.813985456E0,1.656500250E-1,1.006522402E-1,9.711667061E0,9.713601181E0
3.815985456E0,1.687050313E-1,1.026920974E-1,9.715995789E0,9.718002944E0
3.817985456E0,1.577395797E-1,1.133893877E-1,9.722527504E0,9.724468109E0
3.819985456E0,1.573373526E-1,1.097023264E-1,9.720085144E0,9.721977415E0
3.821985456E0,1.497812718E-1,1.122784838E-1,9.709435463E0,9.711239771E0
3.823988581E0,1.597890109E-1,1.080263853E-1,9.713563919E0,9.715478693E0
3.825985456E0,1.624418050E-1,1.051150262E-1,9.711628914E0,9.713556129E0
3.827985456E0,1.614266485E-1,1.130637825E-1,9.721158028E0,9.723155629E0
3.829985456E0,1.662054807E-1,1.101715863E-1,9.719434738E0,9.721480014E0
3.831985456E0,1.596741080E-1,1.175361499E-1,9.716838837E0,9.718861433E0
3.833985456E0,1.592048407E-1,1.151419431E-1,9.712481499E0,9.714468627E0
3.835985456E0,1.555369198E-1,1.152951717E-1,9.711475372E0,9.713405099E0
3.837985456E0,1.568872482E-1,1.154962927E-1,9.708775520E0,9.710729896E0
3.839985456E0,1.649509221E-1,1.135138944E-1,9.713410378E0,9.715474017E0
3.841991706E0,1.671631634E-1,1.200644299E-1,9.717863083E0,9.720042278E0
3.843985456E0,1.627003700E-1,1.221234426E-1,9.710335732E0,9.712466503E0
3.845991706E0,1.667513549E-1,1.234929189E-1,9.712146759E0,9.714363138E0
3.847985456E0,1.518785805E-1,1.226597428E-1,9.719807625E0,9.721767986E0
3.849985456E0,1.512369365E-1,1.155345961E-1,9.715517998E0,9.717381891E0
3.851985456E0,1.459313780E-1,1.085339487E-1,9.704992294E0,9.706696195E0
3.853985456E0,1.458739191E-1,1.046745032E-1,9.706553459E0,9.708213842E0
3.855985456E0,1.474636644E-1,9.985736012E-2,9.708344460E0,9.709977815E0
3.857987018E0,1.619342268E-1,1.010736153E-1,9.704916000E0,9.706793144E0
3.859985456E0,1.615128517E-1,1.036306247E-1,9.717978477E0,9.719873013E0
3.862015143E0,1.520701200E-1,1.097406298E-1,9.719961166E0,9.721770076E0
3.863985456E0,1.521179974E-1,1.166933924E-1,9.723744392E0,9.725634285E0
3.865991706E0,1.433935314E-1,1.090032086E-1,9.726310730E0,9.727978404E0
3.867993268E0,1.524148881E-1,1.091564372E-1,9.710125923E0,9.711935485E0
3.869985456E0,1.540908217E-1,1.072219312E-1,9.710068703E0,9.711883171E0
3.871985456E0,1.543206573E-1,1.131882817E-1,9.700060844E0,9.701948610E0
3.873990143E0,1.599614173E-1,1.151611060E-1,9.700739861E0,9.702742065E0
3.875985456E0,1.640219688E-1,1.212423742E-1,9.706227303E0,9.708370171E0
3.877985456E0,1.572415978E-1,1.099704728E-1,9.714033127E0,9.715928057E0
3.879985456E0,1.481340528E-1,9.811438620E-2,9.712021828E0,9.713647004E0
3.881985456E0,1.423688084E-1,8.931329846E-2,9.712347984E0,9.713801991E0
3.883985456E0,1.600859016E-1,9.870814532E-2,9.722987175E0,9.724805931E0
3.885990143E0,1.528554112E-1,9.658209980E-2,9.693424225E0,9.695110421E0
3.888010456E0,1.498387158E-1,1.096927449E-1,9.666857719E0,9.668641182E0
3.889985456E0,1.601912528E-1,1.127764732E-1,9.716072083E0,9.718046948E0
3.891987018E0,1.581609696E-1,1.041286215E-1,9.744304657E0,9.746144413E0
3.893985456E0,1.537077427E-1,1.031805202E-1,9.728417397E0,9.730178690E0
3.895985456E0,1.595208794E-1,1.076624617E-1,9.688587189E0,9.690498430E0
3.897985456E0,1.691072583E-1,1.164060906E-1,9.680906296E0,9.683082895E0
3.899985456E0,1.702851951E-1,1.121156737E-1,9.717700958E0,9.719839448E0
3.901985456E0,1.637634039E-1,1.067047790E-1,9.716569901E0,9.718535640E0
3.903985456E0,1.783201396E-1,1.209071875E-1,9.698412895E0,9.700805601E0
3.905985456E0,1.968416870E-1,1.177372634E-1,9.690732002E0,9.693446005E0
3.907985456E0,1.977514774E-1,1.151323691E-1,9.717471123E0,9.720164923E0
3.909985456E0,1.880693287E-1,1.144332662E-1,9.728092194E0,9.730582859E0
3.911985456E0,1.952423602E-1,1.122401729E-1,9.724375725E0,9.726983123E0
3.913985456E0,1.895537376E-1,1.134564281E-1,9.715172768E0,9.717684132E0
3.915985456E0,1.861731261E-1,1.085914150E-1,9.719606400E0,9.721995736E0
3.917985456E0,1.817582101E-1,1.053448692E-1,9.722996712E0,9.725265994E0
3.919985456E0,1.850239038E-1,1.095778197E-1,9.719357491E0,9.721736016E0
3.921985456E0,1.796417385E-1,9.438900650E-2,9.719108582E0,9.721226880E0
3.923985456E0,1.774294972E-1,9.127654135E-2,9.710910797E0,9.712960473E0
3.925985456E0,1.707832068E-1,1.074421927E-1,9.711216927E0,9.713312768E0
3.927994831E0,1.713578105E-1,1.059194878E-1,9.718745232E0,9.720832851E0
3.929990143E0,1.698255092E-1,1.122593284E-1,9.729720116E0,9.731849587E0
3.931985456E0,1.569638699E-1,1.177372634E-1,9.719635963E0,9.721616274E0
3.933985456E0,1.545696557E-1,1.212711036E-1,9.701804161E0,9.703793198E0
3.935985456E0,1.565903574E-1,1.197483912E-1,9.699246407E0,9.701249459E0
3.937985456E0,1.609286666E-1,1.238281131E-1,9.703095436E0,9.705219857E0
3.939985456E0,1.546462774E-1,1.191354766E-1,9.712798119E0,9.714759700E0
3.941985456E0,1.483830363E-1,1.180245653E-1,9.725132942E0,9.726980933E0
3.943985456E0,1.500877291E-1,1.144332662E-1,9.714406013E0,9.716239267E0
3.946022956E0,1.446768194E-1,1.298902333E-1,9.714080811E0,9.716026392E0
3.947985456E0,1.437191516E-1,1.200931519E-1,9.706514359E0,9.708321099E0
3.949985456E0,1.456919611E-1,1.110813841E-1,9.702320099E0,9.704049697E0
3.952018268E0,1.508921683E-1,1.172105372E-1,9.711552620E0,9.713431991E0
3.953985456E0,1.496950686E-1,1.177564189E-1,9.705759048E0,9.707627614E0
3.955985456E0,1.524244547E-1,1.149216816E-1,9.708287239E0,9.710163815E0
3.957996393E0,1.556231081E-1,1.064653620E-1,9.709349632E0,9.711180346E0
3.959985456E0,1.644241959E-1,1.098076627E-1,9.711321831E0,9.713334378E0
3.961985456E0,1.578257680E-1,1.110334992E-1,9.717508316E0,9.719424123E0
3.963985456E0,1.611201912E-1,1.047894210E-1,9.718897820E0,9.720798083E0
3.965985456E0,1.622119546E-1,1.027974486E-1,9.718227386E0,9.720124668E0
3.967985456E0,1.576150805E-1,1.053161472E-1,9.707970619E0,9.709821190E0
3.969985456E0,1.617714167E-1,1.037263945E-1,9.703670502E0,9.705573160E0
3.971985456E0,1.616277546E-1,1.039658114E-1,9.707558632E0,9.709460696E0
3.973985456E0,1.614745259E-1,1.059003323E-1,9.725726128E0,9.727642963E0
3.975985456E0,1.562360227E-1,1.009299681E-1,9.734844208E0,9.736620990E0
3.977985456E0,1.542344689E-1,9.329725057E-2,9.731002808E0,9.732672207E0
3.979985456E0,1.617522687E-1,9.144892544E-2,9.740560532E0,9.742332686E0
3.981985456E0,1.565616280E-1,1.010161564E-1,9.734622955E0,9.736405902E0
3.983985456E0,1.562264562E-1,1.128722429E-1,9.731682777E0,9.733591142E0
3.985985456E0,1.625471413E-1,1.063887477E-1,9.729795456E0,9.731734673E0
3.987985456E0,1.626716405E-1,9.957005829E-2,9.718897820E0,9.720769058E0
3.989985456E0,1.623556018E-1,1.005085930E-1,9.716896057E0,9.718772057E0
3.991985456E0,1.476264745E-1,9.385270625E-2,9.718208313E0,9.719782648E0
3.993985456E0,1.522233486E-1,1.044446528E-1,9.729767799E0,9.731519001E0
3.996018268E0,1.581801176E-1,9.306740761E-2,9.722987175E0,9.724719127E0
3.997985456E0,1.611393541E-1,8.836519718E-2,9.713688850E0,9.715427185E0
3.999985456E0,1.556997150E-1,8.915049583E-2,9.711131096E0,9.712788342E0
4.001985456E0,1.674025953E-1,8.758947998E-2,9.709110260E0,9.710948336E0
4.003985456E0,1.687529087E-1,1.020696089E-1,9.710709572E0,9.712712090E0
4.005985456E0,1.666938961E-1,1.039370820E-1,9.709752083E0,9.711739045E0
4.007991706E0,1.760696024E-1,1.050192639E-1,9.711112022E0,9.713275774E0
4.009985456E0,1.681687385E-1,1.016769558E-1,9.711064339E0,9.713052533E0
4.011985456E0,1.629014909E-1,9.504980594E-2,9.714751244E0,9.716581862E0
4.013985456E0,1.656596065E-1,1.080838367E-1,9.723744392E0,9.725756024E0
4.015985456E0,1.675941199E-1,1.078827307E-1,9.724557877E0,9.726600247E0
4.017985456E0,1.539663225E-1,8.987833560E-2,9.705288887E0,9.706926193E0
4.019985456E0,1.587451547E-1,9.196607023E-2,9.705212593E0,9.706946444E0
4.021985456E0,1.581896991E-1,9.329725057E-2,9.711724281E0,9.713460602E0
4.023987018E0,1.634473503E-1,8.876742423E-2,9.697992325E0,9.699775762E0
4.025985456E0,1.661480218E-1,1.018206105E-1,9.685158730E0,9.687118881E0
4.027985456E0,1.629302204E-1,1.156016290E-1,9.690281868E0,9.692340928E0
4.029985456E0,1.602008194E-1,1.085818335E-1,9.695157051E0,9.697088458E0
4.031985456E0,1.561306715E-1,1.077773795E-1,9.687801361E0,9.689658816E0
4.033985456E0,1.532097608E-1,1.064653620E-1,9.698738098E0,9.700532398E0
4.035985456E0,1.524244547E-1,1.189726740E-1,9.684621811E0,9.686551880E0
4.037985456E0,1.547611952E-1,1.209454983E-1,9.683827400E0,9.685819117E0
4.039985456E0,1.474445164E-1,1.128435135E-1,9.701286316E0,9.703062904E0
4.041985456E0,1.553741097E-1,1.106983125E-1,9.717288971E0,9.719161495E0
4.043985456E0,1.629685163E-1,1.252933592E-1,9.729403496E0,9.731574875E0
4.045985456E0,1.494269073E-1,1.378294080E-1,9.768621445E0,9.770736424E0
4.047985456E0,1.568106413E-1,1.319875419E-1,9.783560753E0,9.785707501E0
4.049985456E0,1.614362299E-1,1.332133859E-1,9.785456657E0,9.787694798E0
