"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.826404014E1,1.133893877E-1,6.851247698E-2,9.726482391E0,9.727384583E0
9.826598546E1,1.196813583E-1,7.521624118E-2,9.731375694E0,9.732402274E0
9.826798546E1,1.117996424E-1,7.029376179E-2,9.732947350E0,9.733843253E0
9.826998546E1,1.102386266E-1,6.573519856E-2,9.738109589E0,9.738955387E0
9.827198546E1,1.259254366E-1,6.774633378E-2,9.738137245E0,9.739187019E0
9.827398546E1,1.266532689E-1,6.248866394E-2,9.736528397E0,9.737552624E0
9.827598546E1,1.322269738E-1,6.379111111E-2,9.718869209E0,9.719977983E0
9.827798546E1,1.335198432E-1,5.777687579E-2,9.716418266E0,9.717507378E0
9.827998546E1,1.208688840E-1,4.423527047E-2,9.721722603E0,9.722574577E0
9.828198546E1,1.199590862E-1,4.767334461E-2,9.720363617E0,9.721220694E0
9.828398546E1,1.240388006E-1,4.264551774E-2,9.722230911E0,9.723115661E0
9.828598546E1,1.256093979E-1,6.051584333E-2,9.719022751E0,9.720022794E0
9.828798546E1,1.300051510E-1,5.484637246E-2,9.720775604E0,9.721799618E0
9.828998546E1,1.268064976E-1,5.635950714E-2,9.721799850E0,9.722790166E0
9.829198546E1,1.187332571E-1,6.925946474E-2,9.714846611E0,9.715819015E0
9.829398546E1,1.139065400E-1,6.999687850E-2,9.718141556E0,9.719061146E0
9.829598546E1,1.154579818E-1,7.235277444E-2,9.700395584E0,9.701352481E0
9.829798546E1,1.120965257E-1,6.143521518E-2,9.721311569E0,9.722151950E0
9.829998702E1,1.105067730E-1,5.628289282E-2,9.721770287E0,9.722561237E0
9.830198546E1,1.113303751E-1,6.113833562E-2,9.720314980E0,9.721144771E0
9.830398546E1,9.966582805E-2,5.612966418E-2,9.715133667E0,9.715807017E0
9.830598546E1,1.000105888E-1,5.240428448E-2,9.716092110E0,9.716748129E0
9.830799639E1,1.151036397E-1,5.181052536E-2,9.715029716E0,9.715849709E0
9.830999483E1,1.170285791E-1,5.939535424E-2,9.720104218E0,9.720990150E0
9.831198546E1,1.108419672E-1,7.255388796E-2,9.716494560E0,9.717397622E0
9.831398546E1,1.079785004E-1,6.900089234E-2,9.713764191E0,9.714609371E0
9.831598546E1,1.073272675E-1,5.916551128E-2,9.721254349E0,9.722026837E0
9.831798546E1,1.047798470E-1,7.060979307E-2,9.704111099E0,9.704933631E0
9.831998546E1,1.007480100E-1,6.902962178E-2,9.698536873E0,9.699305786E0
9.832198546E1,9.464758635E-2,7.782112807E-2,9.698297501E0,9.699071538E0
9.832398546E1,1.011502296E-1,8.137413114E-2,9.701515198E0,9.702383741E0
9.832598546E1,1.068675816E-1,7.757213712E-2,9.727258682E0,9.728154994E0
9.832798546E1,1.146343797E-1,6.800490618E-2,9.725103378E0,9.726016730E0
9.832998546E1,1.214626357E-1,6.910623610E-2,9.732630730E0,9.733633944E0
9.833198546E1,1.149025261E-1,7.051403075E-2,9.735676765E0,9.736610134E0
9.833398546E1,1.051724926E-1,6.924989074E-2,9.736394882E0,9.737209154E0
9.833598546E1,1.095874012E-1,6.991069019E-2,9.728330612E0,9.729199011E0
9.833798546E1,1.116368324E-1,7.370310277E-2,9.715727806E0,9.716648688E0
9.833998546E1,1.120103300E-1,7.484274358E-2,9.708755493E0,9.709690056E0
9.834198546E1,1.107461900E-1,6.744945049E-2,9.706534386E0,9.707400472E0
9.834398546E1,9.600748122E-2,4.979939759E-2,9.711064339E0,9.711666593E0
9.834598546E1,8.554961532E-2,2.600103058E-2,9.706161499E0,9.706573331E0
9.834798546E1,9.017521143E-2,3.074155003E-2,9.713477135E0,9.713944341E0
9.834998546E1,1.125657856E-1,7.028418779E-2,9.726367950E0,9.727273227E0
9.835203233E1,1.346116066E-1,9.959879518E-2,9.744381905E0,9.745820587E0
9.835398546E1,1.323035955E-1,9.692686796E-2,9.748384476E0,9.749764046E0
9.835598546E1,1.267490387E-1,8.010998368E-2,9.738951683E0,9.740105893E0
9.835798546E1,1.186374798E-1,5.997954309E-2,9.735341072E0,9.736248671E0
9.835998546E1,1.114261448E-1,6.567773968E-2,9.739267349E0,9.740126172E0
9.836198546E1,1.147109941E-1,6.843586266E-2,9.729490280E0,9.730407144E0
9.836399014E1,1.087925285E-1,7.150044292E-2,9.726396561E0,9.727267766E0
9.836598546E1,1.093384027E-1,5.879201367E-2,9.740359306E0,9.741150384E0
9.836798546E1,1.138778105E-1,4.406289011E-2,9.739899635E0,9.740664998E0
9.836998546E1,1.026920974E-1,4.367023706E-2,9.735513687E0,9.736153219E0
9.837199952E1,1.135426164E-1,5.528690666E-2,9.739747047E0,9.740565749E0
9.837398546E1,1.143662259E-1,6.033388153E-2,9.720640182E0,9.721500160E0
9.837598546E1,1.029506773E-1,5.393657833E-2,9.720391273E0,9.721086076E0
9.837801046E1,1.073751599E-1,5.485595018E-2,9.708832741E0,9.709581443E0
9.837998546E1,1.079593450E-1,5.722142011E-2,9.702751160E0,9.703520473E0
9.838198546E1,1.077007651E-1,5.257666856E-2,9.712251663E0,9.712991101E0
9.838398546E1,1.241537258E-1,6.168421358E-2,9.706964493E0,9.707954406E0
9.838600733E1,1.183022931E-1,5.115929991E-2,9.721454620E0,9.722309018E0
9.838798546E1,1.082945317E-1,6.657795608E-2,9.719012260E0,9.719843602E0
9.838999796E1,1.077199280E-1,7.522581518E-2,9.725352287E0,9.726239747E0
9.839198546E1,1.082562283E-1,7.305187732E-2,9.708785057E0,9.709663396E0
9.839398546E1,1.031039059E-1,6.656838208E-2,9.718878746E0,9.719653587E0
9.839598546E1,9.962751716E-2,5.817909911E-2,9.723830223E0,9.724514623E0
9.839799327E1,8.648814261E-2,3.304956108E-2,9.730476379E0,9.730916865E0
9.839998546E1,7.639418542E-2,2.284068428E-2,9.730484962E0,9.730811650E0
9.840198546E1,8.217857778E-2,3.665044159E-2,9.716504097E0,9.716920728E0
9.840398546E1,9.764511883E-2,7.809886336E-2,9.727823257E0,9.728626796E0
9.840598546E1,1.172967330E-1,9.089346975E-2,9.726387024E0,9.727518938E0
9.840798546E1,1.125466302E-1,1.025101393E-1,9.729595184E0,9.730786069E0
9.840998546E1,1.127381697E-1,1.051246077E-1,9.740761757E0,9.741981353E0
9.841198546E1,1.079306081E-1,9.667786211E-2,9.727229118E0,9.728308278E0
9.841398546E1,9.762597084E-2,8.658390492E-2,9.722719193E0,9.723594814E0
9.841598546E1,1.007958874E-1,9.353667498E-2,9.724472046E0,9.725444231E0
9.841798546E1,1.096352860E-1,8.053137362E-2,9.715929031E0,9.716881297E0
9.841998546E1,1.049617976E-1,7.612603903E-2,9.733426094E0,9.734289685E0
9.842198546E1,1.047223806E-1,7.230489701E-2,9.732257843E0,9.733089823E0
9.842398546E1,1.074038818E-1,7.289864868E-2,9.720841408E0,9.721708054E0
9.842598546E1,1.112441868E-1,7.172070444E-2,9.715766907E0,9.716668447E0
9.842798546E1,1.109281555E-1,6.991069019E-2,9.724049568E0,9.724933551E0
9.842998546E1,1.113782674E-1,5.553590506E-2,9.724624634E0,9.725421000E0
9.843198546E1,1.100183576E-1,6.040092185E-2,9.726751328E0,9.727561035E0
9.843398546E1,1.147492975E-1,5.773856863E-2,9.729795456E0,9.730643389E0
9.843598546E1,1.104588956E-1,5.779602751E-2,9.739335060E0,9.740132903E0
9.843799171E1,1.043584645E-1,5.428134277E-2,9.729422569E0,9.730133642E0
9.843998546E1,1.106600016E-1,5.177221820E-2,9.724491119E0,9.725258533E0
9.844199796E1,1.097310483E-1,5.697242171E-2,9.718639374E0,9.719425808E0
9.844398702E1,1.076720357E-1,4.831499234E-2,9.717460632E0,9.718177234E0
9.844599327E1,1.140023097E-1,4.173572361E-2,9.707339287E0,9.708098394E0
9.844798546E1,1.185225621E-1,4.851610214E-2,9.725352287E0,9.726195480E0
9.844998546E1,1.134181246E-1,4.539406672E-2,9.742351532E0,9.743117451E0
9.845198546E1,1.051724926E-1,3.401681781E-2,9.748106956E0,9.748733642E0
9.845398546E1,1.053257212E-1,2.724601515E-2,9.731807709E0,9.732415791E0
9.845598546E1,1.157357097E-1,2.654690854E-2,9.716101646E0,9.716827193E0
9.845798702E1,1.083711460E-1,2.039859816E-2,9.711839676E0,9.712465717E0
9.845998546E1,1.115506440E-1,1.040041260E-2,9.724155426E0,9.724800793E0
9.846198546E1,1.241537258E-1,6.062118337E-3,9.730887413E0,9.731681291E0
9.846399171E1,1.313842237E-1,-2.364513651E-2,9.731088638E0,9.732004264E0
9.846598546E1,1.373601407E-1,-5.311297253E-2,9.729720116E0,9.730834616E0
9.846798546E1,1.437574476E-1,-8.687121421E-2,9.709589005E0,9.711041728E0
9.846998546E1,1.733976603E-1,-1.175744534E-1,9.704752922E0,9.707013948E0
9.847198546E1,1.911626458E-1,-1.393042356E-1,9.704791069E0,9.707673177E0
9.847398546E1,2.154685855E-1,-1.595400274E-1,9.703719139E0,9.707422153E0
9.847598546E1,2.618682086E-1,-1.701894403E-1,9.714818001E0,9.719836840E0
9.847798546E1,2.667715549E-1,-1.505761296E-1,9.710767746E0,9.715598306E0
9.847998546E1,2.430593520E-1,-1.336539090E-1,9.703862190E0,9.707825844E0
9.848198546E1,1.960085034E-1,-8.948568255E-2,9.708095551E0,9.710486406E0
9.848398546E1,1.537173241E-1,-5.504748598E-2,9.705940247E0,9.707313496E0
9.848599952E1,1.360289603E-1,-2.715982497E-2,9.722690582E0,9.723680049E0
9.848798546E1,1.261935830E-1,-3.132573515E-2,9.732113838E0,9.732982373E0
9.848998546E1,1.026250646E-1,-9.650548548E-2,9.718763351E0,9.719784272E0
9.849198546E1,8.043560386E-2,-2.544749081E-1,9.695147514E0,9.698820170E0
9.849398546E1,1.853303611E-1,-4.022067189E-1,9.842993736E0,9.852950993E0
9.849598546E1,2.753140628E-1,-5.848747492E-1,9.960252762E0,9.981207912E0
9.849799327E1,2.973789871E-1,-6.884096265E-1,9.791365623E0,9.820039860E0
9.849998546E1,3.010564744E-1,-7.060405016E-1,9.591660500E0,9.622321930E0
9.850198546E1,2.740020156E-1,-6.833721995E-1,9.520543098E0,9.548969345E0
9.850398546E1,2.381751835E-1,-6.594301462E-1,9.601706505E0,9.627270815E0
9.850598546E1,2.008735240E-1,-6.560591459E-1,9.679862976E0,9.704149165E0
9.850800108E1,1.684655994E-1,-6.884958148E-1,9.767193794E0,9.792879135E0
9.850998546E1,1.812027544E-1,-7.303177118E-1,9.796738625E0,9.825593421E0
9.851198546E1,1.884140968E-1,-7.551982403E-1,9.769750595E0,9.800706655E0
9.851398546E1,2.043307424E-1,-7.584160566E-1,9.755250931E0,9.786821072E0
9.851598546E1,2.151621282E-1,-7.778186798E-1,9.756822586E0,9.790142165E0
9.851798546E1,2.478669137E-1,-8.372044563E-1,9.732726097E0,9.771811838E0
9.851998546E1,2.544461787E-1,-9.517526031E-1,9.739478111E0,9.789178196E0
9.852198546E1,2.791447639E-1,-9.683300853E-1,9.748231888E0,9.800184176E0
9.852398546E1,3.090914190E-1,-1.003610969E0,9.751391411E0,9.807772781E0
9.852598546E1,3.044275343E-1,-1.014509439E0,9.696382523E0,9.754062720E0
9.852798546E1,3.235811591E-1,-1.003975034E0,9.700576782E0,9.757758992E0
9.852998546E1,2.784360647E-1,-1.007125735E0,9.758316040E0,9.814100103E0
9.853198546E1,2.153919637E-1,-9.956335425E-1,9.775497437E0,9.828429680E0
9.853398546E1,2.194525301E-1,-9.930860996E-1,9.781462669E0,9.834195003E0
9.853598546E1,1.447342783E-1,-1.014145494E0,9.804657936E0,9.858030043E0
9.853798546E1,1.275056005E-1,-1.006733060E0,9.734489441E0,9.787239335E0
9.853998546E1,1.112058759E-1,-9.678704143E-1,9.673044205E0,9.721981489E0
9.854198546E1,7.107906044E-2,-9.623062611E-1,9.742763519E0,9.790430357E0
9.854398546E1,1.045500040E-1,-1.038767457E0,9.659425735E0,9.715681863E0
9.854598546E1,1.158027500E-1,-1.087293267E0,9.675725937E0,9.737314277E0
9.854798858E1,7.335833460E-2,-1.078482509E0,9.769233704E0,9.828857163E0
9.854998546E1,1.071453169E-1,-1.071290255E0,9.780793190E0,9.839870850E0
9.855198546E1,1.042914242E-1,-1.072449088E0,9.809340477E0,9.868342533E0
9.855398546E1,1.155154407E-1,-1.075417995E0,9.807971954E0,9.867430341E0
9.855598546E1,1.007096991E-1,-1.100729465E0,9.727201462E0,9.789800615E0
9.855798702E1,9.455180913E-2,-1.127324224E0,9.741728783E0,9.807195299E0
9.855998546E1,4.954082146E-2,-1.151457787E0,9.625092506E0,9.693849343E0
9.856198546E1,5.631162319E-3,-1.100231409E0,9.640416145E0,9.702997698E0
9.856398702E1,-2.996582724E-2,-9.862387180E-1,9.766350746E0,9.816067016E0
9.856598546E1,-5.295974202E-3,-9.937469363E-1,9.702416420E0,9.753176170E0
9.856798546E1,4.596867366E-4,-1.072267175E0,9.711131096E0,9.770149654E0
9.856999796E1,-3.202484176E-2,-1.140932918E0,9.701449394E0,9.768360858E0
9.857198546E1,-1.303211749E-1,-1.152233481E0,9.888273239E0,9.956032004E0
9.857401983E1,-1.055651382E-1,-1.232669115E0,9.810116768E0,9.887821203E0
9.857599171E1,-1.000297442E-1,-1.305625200E0,9.765852928E0,9.853250556E0
9.857798546E1,-7.220911980E-2,-1.331616640E0,9.774787903E0,9.865338087E0
9.857998546E1,-7.583872974E-2,-1.381971598E0,9.785964012E0,9.883354120E0
9.858198546E1,-3.803907707E-2,-1.408164024E0,9.699533463E0,9.801291868E0
9.858398546E1,-2.045605890E-2,-1.464772582E0,9.757761002E0,9.867110871E0
9.858598546E1,7.999506593E-2,-1.557121754E0,9.679536819E0,9.804308257E0
9.858798546E1,1.606509387E-1,-1.624178648E0,9.678780556E0,9.815424497E0
9.858998546E1,1.576629579E-1,-1.636676311E0,9.798154831E0,9.935160041E0
9.859198546E1,1.905018389E-1,-1.618288875E0,9.783273697E0,9.918043863E0
9.859398546E1,1.949359030E-1,-1.622789860E0,9.830975533E0,9.965918265E0
9.859598546E1,2.288378030E-1,-1.611565948E0,9.794429779E0,9.928764588E0
9.859799639E1,2.463729233E-1,-1.549565673E0,9.750999451E0,9.876428691E0
9.859998546E1,2.734082639E-1,-1.569427967E0,9.679939270E0,9.810151910E0
9.860198546E1,3.344699740E-1,-1.550073266E0,9.593729019E0,9.723900132E0
9.860398546E1,3.369311988E-1,-1.589778662E0,9.698556900E0,9.833764527E0
9.860598546E1,3.129509091E-1,-1.622100353E0,9.650442123E0,9.790821263E0
9.860798858E1,3.297581673E-1,-1.580374241E0,9.706399918E0,9.839741996E0
9.860998546E1,3.520530164E-1,-1.547372580E0,9.666876793E0,9.796265113E0
9.861198546E1,3.340007067E-1,-1.498061538E0,9.743204117E0,9.863354972E0
9.861398546E1,3.224414885E-1,-1.352484465E0,9.899181366E0,9.996348056E0
9.861598546E1,3.373621702E-1,-1.279423118E0,9.961421013E0,1.004891264E1
9.861798546E1,2.894781530E-1,-1.232132792E0,1.004447079E1,1.012389956E1
9.861998546E1,2.128062248E-1,-1.148517728E0,9.788875580E0,9.858319562E0
9.862198546E1,1.174691096E-1,-1.059252262E0,9.800415993E0,9.858192937E0
9.862398546E1,3.037763014E-2,-9.724768400E-1,9.748030663E0,9.796465475E0
9.862599171E1,-1.848323736E-3,-9.644994140E-1,9.483404160E0,9.532324847E0
9.862798546E1,2.896984108E-2,-1.119997978E0,9.365734100E0,9.432508148E0
9.862998546E1,8.921752870E-2,-1.188721180E0,9.524383545E0,9.598692605E0
9.863198546E1,1.782339513E-1,-1.419464707E0,9.636068344E0,9.741686739E0
9.863398546E1,1.678335369E-1,-1.539433360E0,9.623110771E0,9.746911515E0
9.863599483E1,1.869775653E-1,-1.511258364E0,9.939988136E0,1.005595478E1
9.863798546E1,1.971289963E-1,-1.584319830E0,9.933609962E0,1.006109020E1
9.863999327E1,2.831574380E-1,-1.625021338E0,9.807119370E0,9.944871181E0
9.864198546E1,3.000605106E-1,-1.526035428E0,9.907934189E0,1.002925622E1
9.864398546E1,2.735710740E-1,-1.424655437E0,9.863258362E0,9.969370580E0
9.864598546E1,2.097512186E-1,-1.324280858E0,9.824836731E0,9.915902992E0
9.864798702E1,2.481542230E-1,-1.143643022E0,1.003885937E1,1.010683913E1
9.864998546E1,2.378783077E-1,-1.093364835E0,9.879520416E0,9.942683562E0
9.865199639E1,2.499929667E-1,-1.107117176E0,9.582419395E0,9.649402385E0
9.865399327E1,2.443713844E-1,-1.113437891E0,9.630245209E0,9.697478234E0
9.865598546E1,2.419771701E-1,-9.828006625E-1,9.596046448E0,9.649277565E0
9.865798546E1,2.761089206E-1,-9.732717276E-1,9.627037048E0,9.680048364E0
9.865998546E1,3.404171765E-1,-1.020638585E0,9.681002617E0,9.740605661E0
9.866198546E1,3.421218693E-1,-1.025723934E0,9.897073746E0,9.955964328E0
9.866398546E1,2.649232149E-1,-1.095816493E0,9.936808586E0,1.000055813E1
9.866598546E1,1.988719702E-1,-1.268314004E0,9.813689232E0,9.897306038E0
9.866798546E1,1.432594657E-1,-1.280246735E0,9.767145157E0,9.851734847E0
9.866998546E1,6.431782991E-2,-1.287592053E0,9.791882515E0,9.876385638E0
9.867198546E1,4.348828271E-2,-1.258947849E0,9.624384880E0,9.706473368E0
9.867398546E1,-3.642059863E-2,-1.166895628E0,9.753345490E0,9.822969007E0
9.867598546E1,-1.110047698E-1,-1.023521185E0,9.882479668E0,9.935961054E0
9.867798546E1,-1.165401638E-1,-9.753785729E-1,9.930506706E0,9.978973315E0
9.867998546E1,-3.818272799E-2,-1.111417055E0,9.551532745E0,9.616053430E0
9.868198546E1,-9.765470028E-2,-1.061474085E0,9.595423698E0,9.654450768E0
9.868398546E1,-1.360385418E-1,-9.502874017E-1,9.826905251E0,9.873683175E0
9.868603702E1,-6.697060913E-2,-9.896001816E-1,9.625035286E0,9.676006296E0
9.868799171E1,-1.025005654E-1,-8.587905765E-1,9.753431320E0,9.791703128E0
9.868998546E1,-2.338656224E-2,-8.790934086E-1,9.360801697E0,9.402018962E0
9.869198546E1,2.008256316E-2,-9.388526678E-1,9.430559158E0,9.477198620E0
9.869398546E1,1.963245310E-2,-8.365148902E-1,9.772307396E0,9.808064765E0
9.869598546E1,-8.163269609E-2,-7.955932021E-1,1.019467354E1,1.022599633E1
9.869798546E1,-9.874644876E-2,-8.448659182E-1,1.004860878E1,1.008454698E1
9.869998546E1,-1.462857276E-1,-8.596811891E-1,9.879051208E0,9.917464597E0
9.870199639E1,-1.231577396E-1,-9.641641974E-1,9.501963615E0,9.551549245E0
9.870398858E1,-1.007671580E-1,-1.041832089E0,9.419162750E0,9.477140657E0
9.870600577E1,-4.687846825E-2,-1.036861658E0,9.657921791E0,9.713533498E0
9.870798546E1,2.786850790E-3,-1.082964420E0,9.499962807E0,9.561491151E0
9.870998546E1,-5.832275376E-3,-1.029573679E0,9.743481636E0,9.797728837E0
9.871198546E1,5.982631445E-2,-1.029372692E0,9.764800072E0,9.819088948E0
9.871398546E1,1.256381273E-1,-1.006359577E0,9.640291214E0,9.693490560E0
9.871598546E1,1.278599501E-1,-8.387654424E-1,9.990083694E0,1.002604847E1
9.871798546E1,1.614266485E-1,-7.161152959E-1,9.988236427E0,1.001517582E1
9.871998546E1,1.802163571E-1,-6.708074212E-1,9.691192627E0,9.716052442E0
9.872198546E1,2.114175856E-1,-5.922297239E-1,9.608544350E0,9.629099541E0
9.872398546E1,1.985080540E-1,-4.624735713E-1,9.670094490E0,9.683182054E0
9.872598546E1,1.866902709E-1,-3.522253633E-1,9.674998283E0,9.683207513E0
9.872798546E1,1.900134236E-1,-2.950422764E-1,9.720420837E0,9.726753636E0
9.872998546E1,2.733891010E-1,-4.269531965E-1,9.519595146E0,9.533085669E0
9.873198546E1,3.733709753E-1,-5.067375898E-1,9.459031105E0,9.479950333E0
9.873399327E1,3.188693523E-1,-2.523680031E-1,9.811716080E0,9.820139495E0
9.873603858E1,3.286089897E-1,-6.269935519E-2,1.005548477E1,1.006104811E1
9.873800733E1,3.380708694E-1,-9.459012002E-2,9.910203934E0,9.916419778E0
9.874001202E1,3.007500172E-1,1.193270087E-2,9.965989113E0,9.970533183E0
9.874198546E1,2.792117894E-1,1.043967754E-1,9.911056519E0,9.915538272E0
9.874398546E1,2.988155186E-1,-7.136636227E-2,9.497932434E0,9.502899789E0
9.874598546E1,3.314149678E-1,-2.259264588E-1,9.225252151E0,9.233967506E0
9.874798702E1,3.681324422E-1,-1.908657551E-1,9.531622887E0,9.540638662E0
9.874998546E1,3.898813725E-1,-1.694041342E-1,9.759943962E0,9.769197070E0
9.875198546E1,4.525998831E-1,-1.927428097E-1,9.633348465E0,9.645900637E0
9.875398858E1,5.710650086E-1,-2.140129060E-1,9.569547653E0,9.588960270E0
9.875599014E1,5.805460215E-1,-1.060152501E-1,9.905846596E0,9.923410185E0
9.875798546E1,5.460790992E-1,-1.669237576E-2,1.002377510E1,1.003865271E1
9.875998546E1,5.157206655E-1,1.357033569E-2,9.706380844E0,9.720081329E0
9.876198546E1,4.852089286E-1,1.019067988E-1,9.644610405E0,9.657345524E0
9.876398546E1,5.157014728E-1,2.470241487E-1,9.569787025E0,9.586855201E0
9.876598546E1,5.119377971E-1,2.386923432E-1,9.660067558E0,9.676567551E0
9.876799171E1,5.597739220E-1,2.314522713E-1,9.687791824E0,9.706710433E0
9.876999014E1,5.424112082E-1,2.109004408E-1,9.998617172E0,1.001553964E1
9.877201202E1,4.791372120E-1,3.109685183E-1,9.869281769E0,9.885797718E0
9.877403702E1,3.951582015E-1,3.929268122E-1,9.568972588E0,9.585185333E0
9.877598546E1,3.335506022E-1,3.694061637E-1,9.443392754E0,9.456499544E0
9.877798546E1,2.324386686E-1,4.881393909E-1,9.862118721E0,9.876927329E0
9.877998546E1,1.523095369E-1,5.939344168E-1,1.015907574E1,1.017756239E1
9.878198546E1,5.731718987E-2,6.572562456E-1,9.940016747E0,9.961887570E0
9.878398546E1,9.278967977E-2,6.295027137E-1,9.491487503E0,9.512792367E0
9.878598546E1,8.518569916E-2,6.566050649E-1,9.609894753E0,9.632676885E0
9.878798546E1,1.657841057E-1,6.323373914E-1,9.488096237E0,9.510589106E0
9.878998546E1,1.220276728E-1,6.311881542E-1,9.456483841E0,9.478310813E0
9.879198546E1,1.172967330E-1,6.017490625E-1,9.489801407E0,9.509584176E0
9.879398546E1,4.794149473E-2,6.500545144E-1,9.766016006E0,9.787744270E0
9.879598546E1,8.197746240E-3,5.716587305E-1,9.707281113E0,9.724102401E0
9.879798858E1,-4.982812330E-2,4.816176295E-1,9.790206909E0,9.802172703E0
9.879998546E1,-1.769602299E-1,5.795596242E-1,1.023699284E1,1.025491232E1
9.880198546E1,-2.758311629E-1,6.357563734E-1,1.020708466E1,1.023058386E1
9.880398546E1,-3.688411117E-1,6.565092802E-1,9.847227097E0,9.875977404E0
9.880598546E1,-3.230448663E-1,6.457353234E-1,9.576519966E0,9.603700680E0
9.880798546E1,-3.326886892E-1,7.499789000E-1,9.615133286E0,9.650074519E0
9.880998546E1,-2.968235612E-1,8.596237898E-1,9.542865753E0,9.586101610E0
9.881198546E1,-1.299668401E-1,7.862941027E-1,9.251635551E0,9.285898458E0
9.881398546E1,-8.305964619E-2,8.925487995E-1,9.647674561E0,9.689229417E0
9.881598546E1,-6.695145369E-2,8.802521825E-1,9.799802780E0,9.839484790E0
9.881804014E1,-6.484455615E-2,8.420981765E-1,9.877163887E0,9.913208391E0
9.881999171E1,-7.379887253E-2,8.469536304E-1,9.981781006E0,1.001792038E1
9.882198546E1,-2.356852219E-2,8.999516368E-1,9.811831474E0,9.853045484E0
9.882398546E1,-6.141605973E-2,1.012201428E0,1.005957317E1,1.011055568E1
9.882598546E1,-7.901823521E-2,1.028462887E0,9.858834267E0,9.912648127E0
9.882798546E1,-8.038771898E-2,1.046639681E0,9.733014107E0,9.789457616E0
9.882998546E1,-1.148354858E-1,1.218744397E0,9.828677177E0,9.904616103E0
9.883198546E1,-1.622598469E-1,1.367759466E0,9.766380310E0,9.863025833E0
9.883400264E1,-8.468770236E-2,1.208966494E0,9.252698898E0,9.331731291E0
9.883598546E1,-7.182604820E-2,1.212069511E0,9.530646324E0,9.607678743E0
9.883799171E1,-4.753926769E-2,1.173992038E0,9.431775093E0,9.504677727E0
9.883998546E1,-2.762908675E-2,1.122660279E0,9.490606308E0,9.556816288E0
9.884198546E1,7.193139941E-2,1.017650604E0,9.525705338E0,9.580180012E0
9.884398546E1,1.359140426E-1,9.537063241E-1,9.693250656E0,9.741002857E0
9.884598546E1,9.494446218E-2,9.609272480E-1,9.716876984E0,9.764737269E0
9.884798546E1,6.493074819E-3,1.064318538E0,9.932642937E0,9.989505084E0
9.884998546E1,-6.834009290E-2,1.171616912E0,1.010177803E1,1.016972349E1
9.885198546E1,-1.249677539E-1,1.190416217E0,9.962866783E0,1.003451156E1
9.885398702E1,-1.622406840E-1,1.197991490E0,9.738615990E0,9.813365735E0
9.885598702E1,-1.694999039E-1,1.281031966E0,9.729691505E0,9.815124549E0
9.885798702E1,-1.726123691E-1,1.367788315E0,9.746459961E0,9.843481177E0
9.885998702E1,-1.770943105E-1,1.441050887E0,9.575063705E0,9.684515219E0
9.886198702E1,-1.959127337E-1,1.494068027E0,9.484640121E0,9.603594082E0
9.886398858E1,-1.377623528E-1,1.547774792E0,9.705739021E0,9.829341546E0
9.886598702E1,-1.484500915E-1,1.538207531E0,9.995275497E0,1.011403244E1
9.886798702E1,-1.558050662E-1,1.495064139E0,9.857914925E0,9.971859338E0
9.886998702E1,-2.118964195E-1,1.402676582E0,9.749783516E0,9.852445397E0
9.887198702E1,-2.180734724E-1,1.446413875E0,9.831501961E0,9.939723333E0
9.887398702E1,-1.930396855E-1,1.431665540E0,9.959725380E0,1.006394854E1
9.887598546E1,-1.865370423E-1,1.332363605E0,9.710288048E0,9.803044569E0
9.887798546E1,-1.591856778E-1,1.305586934E0,9.538834572E0,9.629084189E0
9.887998546E1,-1.198633090E-1,1.271838307E0,9.591526031E0,9.676224031E0
9.888198546E1,3.864241391E-2,1.298547983E0,9.518014908E0,9.606265033E0
9.888398546E1,8.227434754E-2,1.330907941E0,9.772939682E0,9.863490003E0
9.888598546E1,1.711471081E-1,1.344554901E0,9.861850739E0,9.954557710E0
9.888798546E1,2.733412087E-1,1.237898111E0,9.606494904E0,9.689780776E0
9.888998546E1,3.183617890E-1,1.236097693E0,9.487005234E0,9.572489751E0
9.889198546E1,3.224702477E-1,1.326789975E0,9.846192360E0,9.940415619E0
9.889398546E1,3.442957699E-1,1.268026710E0,9.756544113E0,9.844622103E0
9.889598546E1,3.566402793E-1,1.252579331E0,9.682487488E0,9.769683271E0
9.889798546E1,3.618500531E-1,1.186767459E0,9.674356461E0,9.753590385E0
9.889999327E1,4.080581665E-1,1.168370485E0,9.684191704E0,9.762948838E0
9.890199483E1,4.034804404E-1,1.222019672E0,9.851747513E0,9.935444510E0
9.890399171E1,3.484425247E-1,1.268821478E0,9.816485405E0,9.904277149E0
9.890598546E1,2.823817134E-1,1.383925200E0,9.759043694E0,9.860726251E0
9.890798546E1,2.113505602E-1,1.493550897E0,9.723810196E0,9.840114230E0
9.890998546E1,1.651424617E-1,1.581533074E0,9.657377243E0,9.787413045E0
9.891198546E1,1.515433937E-1,1.613510013E0,9.590157509E0,9.726124665E0
9.891398546E1,2.702574991E-2,1.612389565E0,9.651141167E0,9.784940282E0
9.891598546E1,-6.186617166E-2,1.637605190E0,9.783158302E0,9.919463925E0
9.891798546E1,-1.160421669E-1,1.531896472E0,9.763296127E0,9.883426726E0
9.891998546E1,-1.120390594E-1,1.447601438E0,9.755471230E0,9.862926624E0
