t_s,gx,gy,gz
0.001897,-0.027689030883919063,0.0926517571884984,0.021299254526091587
0.006901999999999999,-0.003194888178913738,0.0926517571884984,0.07667731629392971
0.011906999999999997,0.024494142705005325,0.07880724174653887,0.13844515441959532
0.016912,0.04579339723109691,0.05324813631522897,0.20340788072417465
0.021916999999999996,0.06070287539936102,0.022364217252396165,0.2598509052183174
0.026921999999999995,0.06922257720979766,-0.005324813631522897,0.308839190628328
0.031927,0.06815761448349308,-0.024494142705005325,0.34930777422790205
0.036932,0.06283280085197018,-0.04472843450479233,0.37912673056443025
0.041936999999999995,0.051118210862619806,-0.0670926517571885,0.3951011714589989
0.046942,0.029818956336528223,-0.08200212992545261,0.3972310969116081
0.05194699999999999,0.002129925452609159,-0.09052183173588925,0.3865814696485623
0.056951999999999996,-0.038338658146964855,-0.10436634717784878,0.36421725239616615
0.061957,-0.09691160809371673,-0.12140575079872204,0.3354632587859425
0.06696199999999998,-0.16613418530351437,-0.14057507987220447,0.308839190628328
0.07196699999999999,-0.24387646432374868,-0.15867944621938232,0.2896698615548456
0.07697199999999998,-0.32161874334398294,-0.1853035143769968,0.2822151224707135
0.08197699999999998,-0.3919062832800852,-0.21938232161874335,0.28008519701810436
0.08698199999999999,-0.44089456869009586,-0.24920127795527156,0.2630457933972311
0.09198699999999999,-0.4685835995740149,-0.27263045793397234,0.22896698615548455
0.09699199999999998,-0.48136315228966986,-0.2854100106496273,0.1853035143769968
0.10199699999999998,-0.4728434504792332,-0.29179978700745474,0.11608093716719915
0.10700199999999999,-0.44089456869009586,-0.28647497337593186,0.03727369542066028
0.11200699999999998,-0.39403620873269435,-0.27263045793397234,-0.05005324813631523
0.11701199999999998,-0.3450479233226837,-0.24813631522896698,-0.15654952076677317
0.12201699999999999,-0.2939297124600639,-0.21938232161874335,-0.26517571884984026
0.127022,-0.25133120340788073,-0.18956336528221512,-0.3588924387646432
0.13202699999999998,-0.22257720979765708,-0.15228966986155484,-0.43130990415335463
0.137032,-0.19701810436634717,-0.11714589989350373,-0.48775292864749736
0.142037,-0.17358892438764642,-0.07667731629392971,-0.5335463258785943
0.14704199999999998,-0.154419595314164,-0.01597444089456869,-0.5750798722044729
0.152047,-0.1501597444089457,0.06070287539936102,-0.610223642172524
0.157052,-0.1554845580404686,0.14057507987220447,-0.6325878594249201
0.16205699999999998,-0.16400425985090522,0.20447284345047922,-0.6347177848775293
0.167062,-0.16293929712460065,0.24068157614483493,-0.6240681576144835
0.172067,-0.15228966986155484,0.25559105431309903,-0.6048988285410011
0.17707199999999998,-0.1288604898828541,0.268370607028754,-0.5654952076677316
0.182077,-0.09371671991480299,0.268370607028754,-0.5026624068157615
0.187082,-0.04472843450479233,0.26091586794462196,-0.43130990415335463
0.19208699999999998,0.01810436634717785,0.25133120340788073,-0.362087326943557
0.197092,0.09052183173588925,0.24068157614483493,-0.29499467518636846
0.20209699999999997,0.1650692225772098,0.22790202342917998,-0.2374866879659212
0.20710199999999998,0.22790202342917998,0.2055378061767838,-0.18317358892438765
0.212107,0.27582534611288606,0.17891373801916932,-0.12566560170394037
0.21711199999999997,0.308839190628328,0.14164004259850904,-0.05750798722044728
0.22211699999999998,0.32374866879659214,0.09691160809371673,0.01810436634717785
0.227122,0.31629392971246006,0.054313099041533544,0.09904153354632587
0.23212699999999997,0.29605963791267303,0.01810436634717785,0.1799787007454739
0.23713199999999998,0.26624068157614483,-0.011714589989350373,0.25133120340788073
0.242137,0.2268370607028754,-0.042598509052183174,0.3045793397231097
0.24714199999999997,0.18849840255591055,-0.06496272630457935,0.33759318423855167
0.25214699999999995,0.15867944621938232,-0.07348242811501597,0.34930777422790205
0.25715199999999994,0.13738019169329074,-0.06815761448349308,0.34185303514376997
0.2621569999999999,0.10756123535676251,-0.06283280085197018,0.32055378061767836
0.26716199999999996,0.07028753993610223,-0.06922257720979766,0.288604898828541
0.27216699999999994,0.02875399361022364,-0.08093716719914804,0.24600638977635783
0.2771719999999999,-0.024494142705005325,-0.08839190628328009,0.19382321618743345
0.28217699999999996,-0.08839190628328009,-0.08732694355697551,0.13738019169329074
0.28718199999999994,-0.154419595314164,-0.07028753993610223,0.07880724174653887
0.2921869999999999,-0.21299254526091588,-0.042598509052183174,0.004259850905218318
0.29719199999999996,-0.25878594249201275,-0.007454739084132056,-0.08093716719914804
0.30219699999999994,-0.2832800851970181,0.03407880724174654,-0.16400425985090522
0.3072019999999999,-0.28753993610223644,0.0670926517571885,-0.2364217252396166
0.31220699999999996,-0.28115015974440893,0.07667731629392971,-0.28753993610223644
0.31721199999999994,-0.2630457933972311,0.058572949946751864,-0.31309904153354634
0.3222169999999999,-0.2417465388711395,0.02023429179978701,-0.3109691160809372
0.32722199999999996,-0.21512247071352503,-0.026624068157614485,-0.29073482428115016
0.33222699999999994,-0.19275825346112885,-0.08306709265175719,-0.26091586794462196
0.3372319999999999,-0.1810436634717785,-0.13738019169329074,-0.22470713525026625
0.34223699999999996,-0.17145899893503727,-0.18423855165069222,-0.19382321618743345
0.34724199999999994,-0.16080937167199147,-0.20766773162939298,-0.15867944621938232
0.3522469999999999,-0.14696485623003194,-0.22364217252396165,-0.1182108626198083
0.35725199999999996,-0.1299254526091587,-0.24494142705005326,-0.07667731629392971
0.36225699999999994,-0.10436634717784878,-0.26091586794462196,-0.04046858359957402
0.3672619999999999,-0.0724174653887114,-0.2641107561235357,-0.01810436634717785
0.37226699999999996,-0.03194888178913738,-0.25452609158679446,-0.01703940362087327
0.37727199999999994,0.013844515441959531,-0.22470713525026625,-0.054313099041533544
0.3822769999999999,0.058572949946751864,-0.17358892438764642,-0.11501597444089456
0.38728199999999996,0.10649627263045794,-0.11501597444089456,-0.17784877529286475
0.39228699999999994,0.15122470713525027,-0.07028753993610223,-0.2268370607028754
0.3972919999999999,0.18956336528221512,-0.05324813631522897,-0.26198083067092653
0.4022969999999999,0.21831735889243875,-0.054313099041533544,-0.2854100106496273
0.40730199999999994,0.23322683706070288,-0.058572949946751864,-0.29179978700745474
0.4123069999999999,0.23322683706070288,-0.06389776357827476,-0.29073482428115016
0.4173119999999999,0.21938232161874335,-0.0724174653887114,-0.28008519701810436
0.42231699999999994,0.20021299254526093,-0.08200212992545261,-0.2577209797657082
0.4273219999999999,0.18317358892438765,-0.08519701810436635,-0.2268370607028754
0.4323269999999999,0.1703940362087327,-0.08519701810436635,-0.18849840255591055
0.43733199999999994,0.1650692225772098,-0.07987220447284345,-0.14909478168264112
0.4423369999999999,0.16932907348242812,-0.0724174653887114,-0.11288604898828541
0.4473419999999999,0.16932907348242812,-0.06283280085197018,-0.07880724174653887
0.45234699999999994,0.16187433439829607,-0.051118210862619806,-0.042598509052183174
0.4573519999999999,0.1501597444089457,-0.04153354632587859,-0.005324813631522897
0.4623569999999999,0.14270500532481364,-0.03514376996805112,0.03301384451544196
0.46736199999999994,0.13525026624068157,-0.029818956336528223,0.07348242811501597
0.4723669999999999,0.12460063897763578,-0.025559105431309903,0.10862619808306709
0.4773719999999999,0.10862619808306709,-0.021299254526091587,0.1288604898828541
0.48237699999999994,0.0979765708200213,-0.010649627263045794,0.12034078807241747
0.4873819999999999,0.07667731629392971,0.006389776357827476,0.08945686900958466
0.4923869999999999,0.04579339723109691,0.029818956336528223,0.04153354632587859
0.49739199999999995,0.012779552715654952,0.0617678381256656,-0.011714589989350373
0.502397,-0.023429179978700747,0.08945686900958466,-0.05644302449414271
0.5074019999999999,-0.05750798722044728,0.09478168264110756,-0.08093716719914804
0.512407,-0.1033013844515442,0.0777422790202343,-0.09691160809371673
0.517412,-0.1501597444089457,0.05644302449414271,-0.09691160809371673
0.5224169999999999,-0.18743343982960597,0.03727369542066028,-0.07028753993610223
0.527422,-0.21405750798722045,0.01597444089456869,-0.027689030883919063
0.532427,-0.23855165069222578,-0.004259850905218318,0.02875399361022364
0.5374319999999999,-0.2598509052183174,-0.01810436634717785,0.08732694355697551
0.542437,-0.27263045793397234,-0.026624068157614485,0.1448349307774228
0.547442,-0.2715654952076677,-0.02875399361022364,0.1959531416400426
0.5524469999999999,-0.2534611288604899,-0.029818956336528223,0.22896698615548455
0.557452,-0.21512247071352503,-0.03727369542066028,0.24920127795527156
0.562457,-0.16080937167199147,-0.039403620873269436,0.2630457933972311
0.5674619999999999,-0.10223642172523961,-0.03514376996805112,0.25559105431309903
0.572467,-0.06922257720979766,-0.054313099041533544,0.2321618743343983
0.577472,-0.04898828541001065,-0.06389776357827476,0.20766773162939298
0.5824769999999999,-0.027689030883919063,-0.04792332268370607,0.18636847710330137
0.587482,-0.005324813631522897,-0.022364217252396165,0.1650692225772098
0.592487,0.007454739084132056,-0.014909478168264111,0.15122470713525027
0.5974919999999999,0.005324813631522897,-0.010649627263045794,0.14164004259850904
0.602497,-0.013844515441959531,-0.012779552715654952,0.134185303514377
0.607502,-0.051118210862619806,-0.02023429179978701,0.13844515441959532
0.6125069999999999,-0.08093716719914804,-0.01597444089456869,0.1554845580404686
0.617512,-0.09691160809371673,-0.005324813631522897,0.1906283280085197
0.622517,-0.09904153354632587,-0.002129925452609159,0.21938232161874335
