t_s,vx,vy,vz
4.891781999999999,48.16286930911989,0.7528342970399794,-0.7499156840497786
4.896786999999999,48.21465965684171,0.754724674737821,-0.7514579922032557
4.901791999999999,48.268154345091105,0.7557928881670776,-0.7536424286540949
4.906796999999998,48.323329369071914,0.7564890272558066,-0.7567870569514569
4.911801999999999,48.38009471079854,0.7569451183829049,-0.7610599106684838
4.916806999999999,48.438174315115084,0.756891107591538,-0.7661069190617689
4.921811999999999,48.49743615564267,0.7559609217402189,-0.7712619490377887
4.926816999999999,48.55747815204554,0.7543285956011303,-0.7761289214598507
4.931821999999999,48.61760416523499,0.7523241951215142,-0.7805458039538552
4.936826999999998,48.67753814005513,0.7497676843301474,-0.7844705881265168
4.941831999999999,48.7371960597194,0.7462809876874611,-0.7879692871672846
4.946836999999999,48.79613383549877,0.7421761675435764,-0.7913899706205219
4.951841999999999,48.853919381062326,0.7382513833709141,-0.7950747068315535
4.956846999999999,48.91027664125417,0.7352687874476529,-0.7989694850090112
4.961851999999999,48.96483354173378,0.7337024744980127,-0.8026362176229199
4.966856999999998,49.01738004053474,0.7338104960807466,-0.8054267751768766
4.971861999999999,49.06804816403594,0.7357968929632408,-0.8069330761361093
4.976866999999999,49.117023949407645,0.7394636255771495,-0.8068550605485794
4.981871999999998,49.164589453004766,0.7444026123877008,-0.8045265953207618
4.986876999999999,49.211080741973596,0.750091749078349,-0.7994255761361089
4.991881999999999,49.25638379353234,0.7567290752174373,-0.7918520629466609
4.996886999999998,49.300270562117475,0.7649687215004104,-0.7823641672632082
5.001891999999999,49.34304710888007,0.7744566171838647,-0.7712019370473796
5.006896999999999,49.38467142542683,0.7844906219800272,-0.7585514094694427
5.011901999999998,49.424933469791334,0.7946806579512495,-0.7446226264958223
5.016906999999999,49.46448737266903,0.8046726543541284,-0.7296076264958206
5.021911999999999,49.503891245570706,0.8141065392462141,-0.7136324346492987
5.026916999999998,49.54320510048677,0.822868289845734,-0.6969010917236402
5.031921999999999,49.58265698298078,0.831047924138301,-0.6794256001169235
5.036926999999999,49.62282300816063,0.838621437327749,-0.6612239634262771
5.041931999999998,49.66442932111027,0.8453667850495711,-0.6429023027548153
5.046936999999999,49.70789600576255,0.8512059517162385,-0.6252527763759164
5.051941999999999,49.75329507650595,0.8563309756970535,-0.6088815053927039
5.056946999999998,49.800368481781724,0.8608618809728327,-0.594016535368724
5.061951999999999,49.848594117273336,0.8650507179032888,-0.5808258998771157
5.066956999999999,49.89740787027093,0.8692815632270295,-0.5692795929226799
5.071961999999998,49.9466297048033,0.8729602982390198,-0.5590595509562537
5.076966999999999,49.996403649647434,0.8752407538745116,-0.5499437296133269
5.081971999999999,50.04665769041482,0.8761889433229528,-0.5417340893255577
5.086976999999998,50.097463841493955,0.8757568569920176,-0.5341065653447428
5.091981999999999,50.149044147249356,0.8735664193421372,-0.526881121699658
5.096986999999999,50.20108054413185,0.869785663946454,-0.5200937655845504
5.101991999999998,50.253068931422014,0.8646786435627613,-0.5137144910042151
5.106996999999999,50.304955298328494,0.8583893869680362,-0.5078873267356292
5.112001999999999,50.35678165324456,0.8513919888865019,-0.5029903483183633
5.117006999999998,50.408511988975974,0.8442385596299076,-0.4993356181025362
5.122011999999999,50.46021231871219,0.8374271987186358,-0.49703115767088124
5.127016999999999,50.511726611278135,0.8314560056730727,-0.496058963426277
5.132021999999998,50.56283882350835,0.8266850524356628,-0.49632901738311147
5.137026999999999,50.61390902734529,0.8227062574716336,-0.4973432200210013
5.142031999999999,50.66555534629013,0.8186614493181567,-0.49839943105217627
5.147036999999998,50.71814385348437,0.8141365452414183,-0.4994916492775959
5.152041999999999,50.77180657530692,0.8093475884068854,-0.5012379981984594
5.157046999999999,50.82630346379612,0.8047566711406986,-0.5043226145054136
5.162051999999998,50.881544500966385,0.8002977802534087,-0.5089495389658449
5.167056999999999,50.93784174916783,0.795814884569955,-0.5150947667835915
5.172061999999999,50.99499116763305,0.7915840392462142,-0.5229083279346701
5.177066999999998,51.05268669521099,0.7870411315723536,-0.532084161268003
5.182071999999999,51.11134841583449,0.7813159876874608,-0.542100162467045
5.187076999999999,51.171084351086286,0.7743966051934564,-0.5527102823711211
5.192081999999998,51.23166045420379,0.7662409756970541,-0.5637344850090101
5.197086999999999,51.29268064605032,0.7569151123877005,-0.5748967152248388
5.202091999999999,51.3533707719496,0.7466830680231927,-0.5858969130665648
5.207096999999998,51.41331674916782,0.7360849505171981,-0.5965790473591301
5.212101999999999,51.47206848777694,0.7262909936826646,-0.6071171528747189
5.217106999999999,51.529277918232566,0.718063349797773,-0.6173972068315529
5.222111999999998,51.58507706691362,0.7117140812126415,-0.6268791013159648
5.227116999999999,51.63962196499516,0.7074892370879408,-0.6353767991576924
5.232121999999999,51.69311065204551,0.7053408078313461,-0.6428002823711212
5.237126999999998,51.74595120959947,0.7048787155052071,-0.6487654742176436
5.242131999999999,51.79865974077453,0.705658871380507,-0.6527742751768767
5.247136999999999,51.85180635947957,0.7071711735387802,-0.6546166432823922
5.252141999999998,51.906093206002346,0.7091635716203148,-0.6547426684622484
5.257146999999999,51.961454267153435,0.7119841351694759,-0.6537464694214808
5.262151999999999,52.01725341583449,0.7155068390064061,-0.6519101025150061
5.267156999999998,52.07311257650595,0.7193296027953747,-0.6494796169034955
5.272161999999999,52.12814957290883,0.7240105380471739,-0.646803082131313
5.277166999999999,52.18151823597837,0.7300297406850632,-0.643970516184071
