t_s,ax,ay,az
0.001897,9.23021582733813,-0.6139088729016786,-0.5971223021582733
0.006901999999999999,9.309352517985612,-0.4364508393285372,-0.6426858513189448
0.011906999999999997,9.453237410071942,-0.2997601918465228,-0.709832134292566
0.016912,9.633093525179856,-0.1750599520383693,-0.8393285371702638
0.021916999999999996,9.851318944844124,-0.09592326139088729,-0.9952038369304557
0.026921999999999995,10.057553956834532,-0.02877697841726619,-1.1630695443645085
0.031927,10.270983213429256,-0.050359712230215826,-1.2949640287769784
0.036932,10.462829736211031,-0.11031175059952038,-1.3453237410071943
0.041936999999999995,10.673860911270983,-0.18465227817745802,-1.4268585131894485
0.046942,10.880095923261392,-0.22541966426858512,-1.5107913669064748
0.05194699999999999,11.019184652278177,-0.23980815347721823,-1.5275779376498801
0.056951999999999996,11.100719424460431,-0.2685851318944844,-1.539568345323741
0.061957,11.119904076738608,-0.2446043165467626,-1.5299760191846523
0.06696199999999998,11.083932853717027,-0.15347721822541965,-1.434052757793765
0.07196699999999999,11.043165467625899,-0.0671462829736211,-1.249400479616307
0.07697199999999998,11.045563549160672,-0.03357314148681055,-0.9616306954436451
0.08197699999999998,11.151079136690647,-0.03357314148681055,-0.6282973621103117
0.08698199999999999,11.285371702637889,-0.14628297362110312,-0.22541966426858512
0.09198699999999999,11.3621103117506,-0.26618705035971224,0.11510791366906475
0.09699199999999998,11.486810551558753,-0.35731414868105515,0.4412470023980815
0.10199699999999998,11.573141486810552,-0.4172661870503597,0.7266187050359713
0.10700199999999999,11.575539568345324,-0.5299760191846523,1.026378896882494
0.11200699999999998,11.532374100719425,-0.6163069544364509,1.20863309352518
0.11701199999999998,11.371702637889689,-0.6402877697841727,1.2661870503597121
0.12201699999999999,11.083932853717027,-0.5539568345323741,1.2589928057553956
0.127022,10.712230215827338,-0.45083932853717024,1.2278177458033572
0.13202699999999998,10.326139088729017,-0.3597122302158273,1.1558752997601918
0.137032,10.019184652278177,-0.2805755395683453,1.0767386091127098
0.142037,9.774580335731414,-0.23741007194244604,0.9064748201438849
0.14704199999999998,9.585131894484412,-0.2158273381294964,0.7601918465227818
0.152047,9.338129496402878,-0.1510791366906475,0.6522781774580336
0.157052,9.141486810551559,-0.02158273381294964,0.6163069544364509
0.16205699999999998,8.995203836930456,0.08633093525179857,0.6954436450839329
0.167062,9.007194244604317,0.1510791366906475,0.7673860911270983
0.172067,8.96642685851319,0.38369304556354916,0.7601918465227818
0.17707199999999998,8.894484412470025,0.6378896882494005,0.7721822541966427
0.182077,8.995203836930456,0.7314148681055156,0.815347721822542
0.187082,9.105515587529975,0.750599520383693,0.7937649880095923
0.19208699999999998,9.254196642685852,0.6714628297362111,0.7218225419664268
0.197092,9.46043165467626,0.5419664268585132,0.5995203836930456
0.20209699999999997,9.621103117505996,0.460431654676259,0.3908872901678657
0.20710199999999998,9.7242206235012,0.3932853717026379,0.17985611510791366
0.212107,9.786570743405276,0.37889688249400477,-0.06235011990407674
0.21711199999999997,9.858513189448441,0.28776978417266186,-0.328537170263789
0.22211699999999998,9.904076738609113,0.2637889688249401,-0.6306954436450839
0.227122,10.007194244604317,0.15827338129496402,-0.8896882494004796
0.23212699999999997,10.213429256594724,0.02158273381294964,-1.105515587529976
0.23713199999999998,10.453237410071942,-0.1342925659472422,-1.2589928057553956
0.242137,10.700239808153476,-0.2733812949640288,-1.3357314148681054
0.24714199999999997,10.985611510791367,-0.37410071942446044,-1.4892086330935252
0.25214699999999995,11.290167865707435,-0.4892086330935252,-1.6067146282973621
0.25715199999999994,11.515587529976019,-0.5515587529976019,-1.6570743405275778
0.2621569999999999,11.6378896882494,-0.5011990407673861,-1.7529976019184652
0.26716199999999996,11.784172661870503,-0.48201438848920863,-1.8489208633093526
0.27216699999999994,11.93525179856115,-0.4148681055155875,-1.908872901678657
0.2771719999999999,12.028776978417266,-0.26139088729016785,-1.976019184652278
0.28217699999999996,12.13189448441247,-0.17266187050359713,-2.0071942446043165
0.28718199999999994,12.218225419664268,-0.15587529976019185,-1.8920863309352518
0.2921869999999999,12.299760191846524,-0.17985611510791366,-1.671462829736211
0.29719199999999996,12.292565947242206,-0.16546762589928057,-1.410071942446043
0.30219699999999994,12.19904076738609,-0.13189448441247004,-1.119904076738609
0.3072019999999999,11.990407673860911,-0.019184652278177457,-0.762589928057554
0.31220699999999996,11.688249400479616,0.1079136690647482,-0.4316546762589928
0.31721199999999994,11.388489208633093,0.2302158273381295,-0.20863309352517986
0.3222169999999999,11.071942446043165,0.38609112709832133,-0.06235011990407674
0.32722199999999996,10.81294964028777,0.5011990407673861,0.09352517985611511
0.33222699999999994,10.580335731414868,0.5731414868105515,0.2014388489208633
0.3372319999999999,10.37410071942446,0.5995203836930456,0.29256594724220625
0.34223699999999996,10.194244604316546,0.6642685851318945,0.34532374100719426
0.34724199999999994,9.93285371702638,0.7697841726618705,0.4292565947242206
0.3522469999999999,9.76978417266187,0.7266187050359713,0.6258992805755396
0.35725199999999996,9.75779376498801,0.6618705035971223,0.7889688249400479
0.36225699999999994,9.827338129496402,0.6163069544364509,0.86810551558753
0.3672619999999999,9.968824940047961,0.41247002398081534,0.9400479616306955
0.37226699999999996,10.16306954436451,0.2158273381294964,0.9808153477218226
0.37727199999999994,10.357314148681056,0.1079136690647482,0.9520383693045563
0.3822769999999999,10.402877697841726,0.0407673860911271,0.894484412470024
0.38728199999999996,10.354916067146283,0.009592326139088728,0.8489208633093526
0.39228699999999994,10.24220623501199,0.0,0.8345323741007195
0.3972919999999999,10.134292565947241,0.007194244604316547,0.7266187050359713
0.4022969999999999,10.004796163069544,0.004796163069544364,0.5347721822541966
0.40730199999999994,9.83453237410072,-0.023980815347721823,0.38369304556354916
0.4123069999999999,9.633093525179856,-0.05275779376498801,0.26618705035971224
0.4173119999999999,9.441247002398082,-0.13189448441247004,0.22062350119904076
0.42231699999999994,9.239808153477219,-0.16786570743405277,0.1486810551558753
0.4273219999999999,9.038369304556355,-0.19424460431654678,0.07434052757793765
0.4323269999999999,8.899280575539569,-0.21342925659472423,0.02877697841726619
0.43733199999999994,8.860911270983214,-0.2158273381294964,-0.07913669064748201
0.4423369999999999,8.832134292565947,-0.18944844124700239,-0.19184652278177458
0.4473419999999999,8.784172661870503,-0.16546762589928057,-0.328537170263789
0.45234699999999994,8.748201438848922,-0.047961630695443645,-0.47961630695443647
0.4573519999999999,8.748201438848922,0.09352517985611511,-0.6306954436450839
0.4623569999999999,8.863309352517986,0.1510791366906475,-0.7793764988009593
0.46736199999999994,9.045563549160672,0.1606714628297362,-0.8705035971223022
0.4723669999999999,9.287769784172662,0.12470023980815348,-0.9688249400479616
0.4773719999999999,9.59232613908873,0.05995203836930456,-1.0575539568345325
0.48237699999999994,9.870503597122303,-0.08633093525179857,-1.0839328537170263
0.4873819999999999,10.004796163069544,-0.2565947242206235,-1.0767386091127098
0.4923869999999999,10.011990407673862,-0.3597122302158273,-1.0599520383693046
0.49739199999999995,9.896882494004796,-0.3932853717026379,-0.9760191846522782
0.502397,9.623501199040767,-0.38609112709832133,-0.8129496402877698
0.5074019999999999,9.398081534772182,-0.4196642685851319,-0.6235011990407674
0.512407,9.088729016786571,-0.3213429256594724,-0.486810551558753
0.517412,8.762589928057555,-0.1750599520383693,-0.3764988009592326
0.5224169999999999,8.431654676258994,-0.002398081534772182,-0.2685851318944844
0.527422,8.20863309352518,0.15827338129496402,-0.17266187050359713
0.532427,8.105515587529975,0.35251798561151076,-0.09592326139088729
0.5374319999999999,8.06714628297362,0.44364508393285373,0.0
0.542437,8.136690647482014,0.4676258992805755,0.1630695443645084
0.547442,8.24220623501199,0.4580335731414868,0.3213429256594724
0.5524469999999999,8.350119904076738,0.4292565947242206,0.44364508393285373
0.557452,8.503597122302159,0.47002398081534774,0.4988009592326139
0.562457,8.60431654676259,0.5155875299760192,0.40047961630695444
0.5674619999999999,8.654676258992806,0.5251798561151079,0.3932853717026379
0.572467,8.717026378896882,0.5323741007194245,0.2949640287769784
0.577472,8.70503597122302,0.592326139088729,0.11750599520383694
0.5824769999999999,8.726618705035971,0.6378896882494005,-0.014388489208633094
0.587482,8.752997601918466,0.6498800959232613,-0.07434052757793765
0.592487,8.755395683453237,0.6594724220623501,-0.17026378896882494
0.5974919999999999,8.683453237410072,0.6282973621103117,-0.2589928057553957
0.602497,8.67146282973621,0.5587529976019184,-0.27817745803357313
0.607502,8.681055155875299,0.4988009592326139,-0.2973621103117506
0.6125069999999999,8.73621103117506,0.460431654676259,-0.2541966426858513
0.617512,8.884892086330936,0.39568345323741005,-0.2038369304556355
0.622517,8.995203836930456,0.2997601918465228,-0.11270983213429256
0.6275219999999999,9.201438848920864,0.23980815347721823,-0.07434052757793765
0.632527,9.371702637889689,0.2517985611510791,-0.09592326139088729
0.637532,9.484412470023981,0.11031175059952038,-0.15827338129496402
0.6425369999999999,9.565947242206235,-0.05755395683453238,-0.20623501199040767
0.647542,9.69304556354916,-0.14148681055155876,-0.2014388489208633
0.652547,9.786570743405276,-0.16786570743405277,-0.23501199040767387
0.6575519999999999,9.755395683453237,-0.23980815347721823,-0.290167865707434
0.662557,9.685851318944843,-0.31414868105515587,-0.3237410071942446
0.667562,9.697841726618705,-0.328537170263789,-0.2182254196642686
0.6725669999999999,9.62589928057554,-0.3764988009592326,-0.20623501199040767
0.677572,9.573141486810552,-0.4244604316546763,-0.16786570743405277
0.682577,9.53956834532374,-0.44364508393285373,-0.1606714628297362
0.6875819999999999,9.465227817745804,-0.4196642685851319,-0.18225419664268586
0.692587,9.398081534772182,-0.290167865707434,-0.2446043165467626
0.697592,9.32853717026379,-0.16786570743405277,-0.3117505995203837
0.7025969999999999,9.225419664268586,-0.03597122302158273,-0.49160671462829736
0.707602,9.15347721822542,0.11270983213429256,-0.657074340527578
0.712607,9.105515587529975,0.2182254196642686,-0.8992805755395683
0.7176119999999999,9.177458033573142,0.3261390887290168,-1.13189448441247
0.722617,9.34052757793765,0.31894484412470026,-1.3357314148681054
0.727622,9.482014388489208,0.22302158273381295,-1.4772182254196642
0.7326269999999999,9.609112709832134,0.07673860911270983,-1.6282973621103118
0.737632,9.709832134292565,-0.0815347721822542,-1.7961630695443644
0.742637,9.772182254196643,-0.24700239808153476,-1.8105515587529977
0.7476419999999999,9.755395683453237,-0.37170263788968827,-1.9112709832134294
