Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W)
,00:00:01,82,0,00:00,,,,0,,
,00:00:02,82,0,00:00,,,,0,,
,00:00:03,82,0,00:00,,,,0,,
,00:00:04,81,1.3,45:04:00,,,,2.02,,
,00:00:05,80,2.8,21:14,,,,3.32,,
,00:00:06,81,5,12:04,,,,4.8,,
,00:00:07,87,6.4,09:26,,,,6.64,,
,00:00:08,95,7.9,07:38,,,,8.54,,
,00:00:09,99,9.1,06:34,,,,11.38,,
,00:00:10,102,10.1,05:56,,,,13.87,,
,00:00:11,105,10.8,05:32,,,,16.29,,
,00:00:12,107,11.6,05:09,,,,20.72,,
,00:00:13,108,12.3,04:52,,,,23.05,,
,00:00:14,110,12.3,04:52,,,,23.05,,
,00:00:15,112,13.6,04:25,,,,30.92,,
,00:00:16,113,13.8,04:21,,,,34.28,,
,00:00:17,114,14.1,04:16,,,,39.57,,
,00:00:18,115,14.1,04:15,,,,42.85,,
,00:00:19,115,13.9,04:20,,,,46.24,,
,00:00:20,116,13.9,04:19,,,,50.2,,
,00:00:21,116,14.3,04:12,,,,53.93,,
,00:00:22,117,15.3,03:55,,,,60.01,,
,00:00:23,117,16,03:45,,,,63.39,,
,00:00:24,117,16.7,03:36,,,,68.47,,
,00:00:25,117,16.9,03:33,,,,72.6,,
,00:00:26,117,17.2,03:29,,,,77.45,,
,00:00:27,118,17.6,03:25,,,,84.08,,
,00:00:28,118,18.3,03:17,,,,87.61,,
,00:00:29,119,18.7,03:12,,,,93.99,,
,00:00:30,120,18.8,03:12,,,,99.36,,
,00:00:31,121,18.5,03:15,,,,104.34,,
,00:00:32,121,18.5,03:14,,,,109.35,,
,00:00:33,122,17.9,03:22,,,,114.2,,
,00:00:34,123,14.3,04:12,,,,116.99,,
,00:00:35,123,14.3,04:12,,,,116.99,,
,00:00:36,123,14.3,04:13,,,,127.02,,
,00:00:37,123,17.8,03:22,,,,132.54,,
,00:00:38,124,17.8,03:22,,,,132.54,,
,00:00:39,124,16.4,03:39,,,,136.36,,
,00:00:40,125,15.5,03:52,,,,141.99,,
,00:00:41,126,15.1,03:58,,,,147.35,,
,00:00:42,127,16.5,03:38,,,,153.21,,
,00:00:43,127,17.4,03:27,,,,161.39,,
,00:00:44,127,17.9,03:22,,,,167.25,,
,00:00:45,127,17.9,03:22,,,,167.25,,
,00:00:46,126,18,03:20,,,,174.21,,
,00:00:47,127,17.7,03:23,,,,180.47,,
,00:00:48,127,18.1,03:19,,,,187.45,,
,00:00:49,128,18.8,03:11,,,,193.33,,
,00:00:50,128,19.7,03:02,,,,199.16,,
,00:00:51,129,20.2,02:58,,,,204.91,,
,00:00:52,130,20.2,02:58,,,,204.91,,
,00:00:53,130,20.6,02:55,,,,216.34,,
,00:00:54,131,20.3,02:57,,,,222.17,,
,00:00:55,131,19.9,03:01,,,,227.75,,
,00:00:56,132,19.9,03:01,,,,227.75,,
,00:00:57,132,19.1,03:09,,,,239.07,,
,00:00:58,132,19.2,03:07,,,,244.88,,
,00:00:59,133,19.3,03:06,,,,250.5,,
,00:01:00,133,19.3,03:06,,,,250.5,,
,00:01:01,133,19.7,03:03,,,,261.78,,
,00:01:02,134,19.9,03:01,,,,267.58,,
,00:01:03,134,19.9,03:01,,,,273.3,,
,00:01:04,134,19.5,03:05,,,,279,,
,00:01:05,134,19,03:09,,,,284.24,,
,00:01:06,134,19,03:09,,,,284.24,,
,00:01:07,133,18.5,03:15,,,,289.46,,
,00:01:08,134,19,03:10,,,,300.01,,
,00:01:09,134,19.3,03:07,,,,305.7,,
,00:01:10,134,19.3,03:07,,,,305.7,,
,00:01:11,134,18.9,03:11,,,,317.57,,
,00:01:12,134,18.7,03:13,,,,323.12,,
,00:01:13,134,17.8,03:22,,,,328,,
,00:01:14,134,15.5,03:52,,,,331.98,,
,00:01:15,135,13.4,04:28,,,,334.88,,
,00:01:16,133,12.8,04:41,,,,338.53,,
,00:01:17,131,12.9,04:39,,,,343.7,,
,00:01:18,130,12.9,04:39,,,,343.7,,
,00:01:19,130,13.2,04:32,,,,346.78,,
,00:01:20,131,13.8,04:21,,,,351.45,,
,00:01:21,132,15.7,03:49,,,,362.89,,
,00:01:22,133,15.7,03:49,,,,362.89,,
,00:01:23,134,18.5,03:14,,,,376.27,,
,00:01:24,135,18.4,03:16,,,,382.15,,
,00:01:25,136,18.4,03:16,,,,382.15,,
,00:01:26,136,18.3,03:17,,,,387.55,,
,00:01:27,136,17.6,03:24,,,,391.95,,
,00:01:28,136,15.6,03:51,,,,397.45,,
,00:01:29,133,13.6,04:25,,,,404.37,,
,00:01:30,132,13.6,04:25,,,,404.37,,
,00:01:31,132,13.4,04:28,,,,412.95,,
,00:01:32,132,15.4,03:53,,,,419.26,,
,00:01:33,133,17,03:31,,,,425.29,,
,00:01:34,133,17,03:31,,,,425.29,,
,00:01:35,133,17.6,03:24,,,,431.69,,
,00:01:36,133,17.7,03:23,,,,437.3,,
,00:01:37,134,17.8,03:22,,,,446.01,,
,00:01:38,135,18.2,03:18,,,,450.7,,
,00:01:39,135,18.2,03:18,,,,450.7,,
,00:01:40,136,18.9,03:10,,,,462.3,,
,00:01:41,138,18.8,03:12,,,,467.59,,
,00:01:42,139,18.8,03:11,,,,472.81,,
,00:01:43,141,19,03:09,,,,478.18,,
,00:01:44,142,19.2,03:08,,,,483.58,,
,00:01:45,142,18.7,03:13,,,,488.76,,
,00:01:46,144,18.7,03:13,,,,488.76,,
,00:01:47,144,18,03:20,,,,498.88,,
,00:01:48,145,18,03:20,,,,503.77,,
,00:01:49,145,18,03:20,,,,503.77,,
,00:01:50,146,17.6,03:24,,,,508.94,,
,00:01:51,147,17.4,03:27,,,,515.26,,
,00:01:52,147,17.2,03:30,,,,520.36,,
,00:01:53,147,17.2,03:30,,,,520.36,,
,00:01:54,147,16.9,03:33,,,,531.23,,
,00:01:55,147,17,03:32,,,,536.4,,
,00:01:56,147,17,03:32,,,,536.4,,
,00:01:57,148,17.4,03:27,,,,547.16,,
,00:01:58,148,17.4,03:27,,,,547.16,,
,00:01:59,149,17.4,03:27,,,,552.62,,
,00:02:00,149,17.6,03:24,,,,558.59,,
,00:02:01,149,18.1,03:19,,,,567.07,,
,00:02:02,149,18.3,03:17,,,,572.4,,
,00:02:03,149,18.3,03:17,,,,572.4,,
,00:02:04,149,18.5,03:15,,,,582.85,,
,00:02:05,150,18.3,03:17,,,,588.14,,
,00:02:06,150,18.3,03:17,,,,588.14,,
,00:02:07,150,18.5,03:15,,,,593.24,,
,00:02:08,150,19,03:10,,,,604.16,,
,00:02:09,151,19.2,03:07,,,,609.72,,
,00:02:10,151,19.8,03:02,,,,615.41,,
,00:02:11,151,19.8,03:02,,,,615.41,,
,00:02:12,152,20.6,02:55,,,,627.07,,
,00:02:13,152,20.8,02:53,,,,632.98,,
,00:02:14,152,20.7,02:54,,,,638.89,,
,00:02:15,152,20.6,02:55,,,,644.73,,
,00:02:16,152,20.1,02:59,,,,650.63,,
,00:02:17,152,20.4,02:56,,,,656.63,,
,00:02:18,152,20.4,02:56,,,,656.63,,
,00:02:19,151,22.2,02:42,,,,669.54,,
,00:02:20,151,23,02:37,,,,676.13,,
,00:02:21,150,23,02:37,,,,676.13,,
,00:02:22,150,24.1,02:29,,,,689.52,,
,00:02:23,149,24.6,02:26,,,,696.55,,
,00:02:24,149,24.6,02:26,,,,696.55,,
,00:02:25,149,24.4,02:28,,,,709.94,,
,00:02:26,148,24.2,02:28,,,,717.46,,
,00:02:27,147,24.5,02:27,,,,724.87,,
,00:02:28,147,24.5,02:27,,,,724.87,,
,00:02:29,145,24.8,02:25,,,,738.25,,
,00:02:30,145,24.1,02:30,,,,747,,
,00:02:31,144,21.7,02:46,,,,752.71,,
,00:02:32,143,21.7,02:46,,,,752.71,,
,00:02:33,143,15.6,03:50,,,,760.29,,
,00:02:34,142,12.8,04:41,,,,764.21,,
,00:02:35,142,8.4,07:06,,,,766.05,,
,00:02:36,141,8.4,07:06,,,,766.05,,
,00:02:37,142,8.4,07:06,,,,766.05,,
,00:02:38,142,8.4,07:06,,,,766.05,,
,00:02:39,142,8.4,07:06,,,,766.05,,
,00:02:40,142,8.4,07:06,,,,766.05,,
,00:02:41,142,4,15:03,,,,766.05,,
,00:02:42,141,4,15:03,,,,766.05,,
,00:02:43,142,4,15:03,,,,766.05,,
,00:02:44,141,0.9,69:52:00,,,,766.05,,
,00:02:45,142,0.9,69:52:00,,,,766.05,,
,00:02:46,142,0.9,69:52:00,,,,766.05,,
,00:02:47,141,0,00:00,,,,766.05,,
,00:02:48,140,0,00:00,,,,766.05,,
,00:02:49,139,0,00:00,,,,766.05,,
,00:02:50,139,0,00:00,,,,766.05,,
,00:02:51,139,0,00:00,,,,766.05,,
,00:02:52,139,0,00:00,,,,766.05,,
,00:02:53,139,0,00:00,,,,766.05,,
,00:02:54,140,0,00:00,,,,766.05,,
,00:02:55,140,0,00:00,,,,766.05,,
,00:02:56,140,0,00:00,,,,766.05,,
,00:02:57,139,0,00:00,,,,766.05,,
,00:02:58,137,0,00:00,,,,766.05,,
,00:02:59,135,1.9,31:11:00,,,,767.21,,
,00:03:00,135,1.9,31:11:00,,,,767.21,,
,00:03:01,135,4.3,14:04,,,,770.34,,
,00:03:02,135,7,08:31,,,,772.37,,
,00:03:03,136,8.3,07:16,,,,775.71,,
,00:03:04,137,8.3,07:16,,,,775.71,,
,00:03:05,137,9.7,06:13,,,,779.96,,
,00:03:06,137,10.3,05:49,,,,784.21,,
,00:03:07,137,10.5,05:43,,,,787.96,,
,00:03:08,136,10.1,05:55,,,,790.74,,
,00:03:09,136,10.7,05:38,,,,795.13,,
,00:03:10,135,11.9,05:02,,,,799.27,,
,00:03:11,135,11.9,05:02,,,,799.27,,
,00:03:12,135,13.1,04:35,,,,803.77,,
,00:03:13,135,14.9,04:02,,,,811.09,,
,00:03:14,134,16.1,03:43,,,,815.94,,
,00:03:15,135,17.4,03:27,,,,821.92,,
,00:03:16,135,17.3,03:28,,,,828.61,,
,00:03:17,134,17.6,03:24,,,,834.24,,
,00:03:18,134,18.4,03:15,,,,841.81,,
,00:03:19,134,19.6,03:03,,,,847.75,,
,00:03:20,134,20.5,02:56,,,,853.68,,
,00:03:21,135,21.1,02:51,,,,859.63,,
,00:03:22,136,21.7,02:46,,,,865.87,,
,00:03:23,137,21.7,02:46,,,,865.87,,
,00:03:24,137,22.6,02:39,,,,878.61,,
,00:03:25,138,22.6,02:39,,,,878.61,,
,00:03:26,138,22.8,02:38,,,,891.32,,
,00:03:27,138,23.2,02:35,,,,897.98,,
,00:03:28,139,23.2,02:35,,,,897.98,,
,00:03:29,138,23.4,02:34,,,,911.2,,
,00:03:30,138,23.1,02:36,,,,918.04,,
,00:03:31,139,23.3,02:34,,,,924.85,,
,00:03:32,140,23.3,02:34,,,,924.85,,
,00:03:33,140,23.5,02:33,,,,938.23,,
,00:03:34,140,23.7,02:32,,,,945.43,,
,00:03:35,141,24.1,02:30,,,,952.35,,
,00:03:36,142,24.1,02:29,,,,959.47,,
,00:03:37,143,24.5,02:27,,,,966.41,,
,00:03:38,143,24.7,02:25,,,,973.39,,
,00:03:39,143,25.5,02:21,,,,980.71,,
,00:03:40,143,26.3,02:17,,,,988.35,,
,00:03:41,143,26.9,02:14,,,,995.99,,
,00:03:42,142,26.9,02:14,,,,995.99,,
,00:03:43,142,27.1,02:13,,,,1009.37,,
,00:03:44,142,27.7,02:10,,,,1019.14,,
,00:03:45,142,28.2,02:08,,,,1027.31,,
,00:03:46,142,28.2,02:08,,,,1027.31,,
,00:03:47,142,28.8,02:05,,,,1040.7,,
,00:03:48,141,29.2,02:03,,,,1052.01,,
,00:03:49,141,28.9,02:05,,,,1060.24,,
,00:03:50,141,28.9,02:05,,,,1060.24,,
,00:03:51,141,28.2,02:07,,,,1068.2,,
,00:03:52,140,24.7,02:26,,,,1081.58,,
,00:03:53,140,23.3,02:34,,,,1088.59,,
,00:03:54,140,23,02:37,,,,1095.21,,
,00:03:55,139,23.7,02:32,,,,1102.11,,
,00:03:56,138,23.7,02:32,,,,1102.11,,
,00:03:57,138,24.3,02:28,,,,1109.34,,
,00:03:58,137,25,02:24,,,,1122.73,,
,00:03:59,137,24.7,02:26,,,,1130.85,,
,00:04:00,137,24.8,02:25,,,,1137.85,,
,00:04:01,138,25.1,02:24,,,,1145.19,,
,00:04:02,138,25.7,02:20,,,,1152.55,,
,00:04:03,139,25.9,02:19,,,,1160.07,,
,00:04:04,140,25.9,02:19,,,,1160.07,,
,00:04:05,141,26.3,02:17,,,,1173.45,,
,00:04:06,142,26.3,02:17,,,,1182.78,,
,00:04:07,143,25.9,02:19,,,,1190.26,,
,00:04:08,143,25.5,02:21,,,,1197.63,,
,00:04:09,143,25.4,02:22,,,,1205.28,,
,00:04:10,141,25.4,02:22,,,,1205.28,,
,00:04:11,141,26.3,02:17,,,,1218.66,,
,00:04:12,141,26.7,02:15,,,,1228.52,,
,00:04:13,141,26.7,02:15,,,,1228.52,,
,00:04:14,141,26.9,02:14,,,,1241.91,,
,00:04:15,141,26.8,02:15,,,,1251.17,,
,00:04:16,140,26.8,02:15,,,,1251.17,,
,00:04:17,139,27.2,02:12,,,,1264.56,,
,00:04:18,139,27.7,02:10,,,,1274.18,,
,00:04:19,139,27.7,02:10,,,,1274.18,,
,00:04:20,140,27.7,02:10,,,,1282.1,,
,00:04:21,141,26.8,02:15,,,,1295.49,,
,00:04:22,141,26.2,02:17,,,,1304.4,,
,00:04:23,142,25.7,02:20,,,,1311.6,,
,00:04:24,142,25.8,02:19,,,,1318.85,,
,00:04:25,141,26.2,02:17,,,,1326.35,,
,00:04:26,141,26.2,02:17,,,,1326.35,,
,00:04:27,141,26.5,02:16,,,,1339.73,,
,00:04:28,141,26.1,02:18,,,,1348.96,,
,00:04:29,141,25.6,02:20,,,,1355.98,,
,00:04:30,141,24.9,02:25,,,,1362.98,,
,00:04:31,140,24.3,02:28,,,,1369.71,,
,00:04:32,139,24.3,02:28,,,,1369.71,,
,00:04:33,138,24,02:30,,,,1383.09,,
,00:04:34,138,24,02:30,,,,1383.17,,
,00:04:35,136,22.7,02:38,,,,1396.02,,
,00:04:36,136,21.5,02:47,,,,1401.88,,
,00:04:37,135,18.8,03:12,,,,1407.13,,
,00:04:38,134,18.8,03:12,,,,1407.13,,
,00:04:39,133,14.1,04:16,,,,1409.84,,
,00:04:40,133,10.3,05:51,,,,1411.88,,
,00:04:41,133,10.2,05:52,,,,1418.02,,
,00:04:42,133,11.3,05:18,,,,1420.19,,
,00:04:43,133,11.3,05:18,,,,1420.19,,
,00:04:44,134,12.3,04:53,,,,1427.52,,
,00:04:45,134,12.3,04:53,,,,1427.52,,
,00:04:46,133,13,04:36,,,,1432.32,,
,00:04:47,133,13.9,04:19,,,,1436.56,,
,00:04:48,133,13.8,04:21,,,,1442.49,,
,00:04:49,133,13.8,04:21,,,,1446.02,,
,00:04:50,133,14.5,04:09,,,,1450.49,,
,00:04:51,133,14.5,04:09,,,,1450.49,,
,00:04:52,133,14.9,04:02,,,,1459.04,,
,00:04:53,133,14.9,04:02,,,,1459.04,,
,00:04:54,135,14.6,04:07,,,,1465.8,,
,00:04:55,136,15.4,03:54,,,,1472.13,,
,00:04:56,138,16.6,03:37,,,,1477.64,,
,00:04:57,139,16.6,03:37,,,,1477.64,,
,00:04:58,139,16.9,03:33,,,,1485.97,,
,00:04:59,140,16.2,03:43,,,,1490.85,,
,00:05:00,140,16.2,03:43,,,,1490.85,,
,00:05:01,139,15.4,03:53,,,,1496.11,,
,00:05:02,139,14.4,04:10,,,,1500.89,,
,00:05:03,138,13.2,04:32,,,,1505.93,,
,00:05:04,138,12,04:59,,,,1510.4,,
,00:05:05,138,11,05:27,,,,1513.53,,
,00:05:06,138,9.8,06:08,,,,1516.07,,
,00:05:07,137,9.8,06:08,,,,1516.07,,
,00:05:08,136,9.5,06:20,,,,1520.82,,
,00:05:09,136,9.8,06:08,,,,1524.66,,
,00:05:10,134,10.4,05:45,,,,1528.05,,
,00:05:11,133,10.4,05:45,,,,1528.05,,
,00:05:12,132,9.7,06:12,,,,1532.76,,
,00:05:13,132,8.3,07:12,,,,1535.36,,
,00:05:14,131,8.3,07:12,,,,1535.36,,
,00:05:15,131,6.9,08:44,,,,1537.75,,
,00:05:16,132,5.7,10:37,,,,1540.28,,
,00:05:17,132,5.2,11:36,,,,1541.58,,
,00:05:18,132,4.8,12:35,,,,1543.14,,
,00:05:19,132,4.8,12:35,,,,1543.14,,
,00:05:20,131,4.6,12:54,,,,1545.59,,
,00:05:21,129,4.7,12:53,,,,1547.4,,
,00:05:22,128,4.7,12:53,,,,1547.4,,
,00:05:23,128,4.9,12:10,,,,1549.12,,
,00:05:24,129,5.2,11:26,,,,1552.12,,
,00:05:25,130,5,12:01,,,,1553.81,,
,00:05:26,130,4.7,12:40,,,,1555.94,,
,00:05:27,131,4.5,13:14,,,,1557.16,,
,00:05:28,132,4.5,13:14,,,,1557.16,,
,00:05:29,133,3.9,15:29,,,,1558.28,,
,00:05:30,133,3.9,15:29,,,,1558.28,,
,00:05:31,132,3.9,15:29,,,,1558.28,,
,00:05:32,131,3,20:03,,,,1559.5,,
,00:05:33,131,3,20:03,,,,1559.5,,
,00:05:34,130,3,20:03,,,,1559.5,,
,00:05:35,129,3,20:03,,,,1559.5,,
,00:05:36,128,1.5,39:20:00,,,,1560.51,,
,00:05:37,127,0.6,94:42:00,,,,1561.82,,
,00:05:38,126,0.6,94:42:00,,,,1561.82,,
,00:05:39,126,0.6,94:42:00,,,,1561.82,,
,00:05:40,125,0.6,94:42:00,,,,1561.82,,
,00:05:41,123,1.7,34:32:00,,,,1562.92,,
,00:05:42,123,2.9,20:57,,,,1564.14,,
,00:05:43,123,2.9,20:57,,,,1564.14,,
,00:05:44,125,4.8,12:28,,,,1567.46,,
,00:05:45,125,5.6,10:48,,,,1571.23,,
,00:05:46,125,7.3,08:12,,,,1576.16,,
,00:05:47,125,8.6,06:58,,,,1579.3,,
,00:05:48,125,8.6,06:58,,,,1579.3,,
,00:05:49,126,10.1,05:56,,,,1584.54,,
,00:05:50,126,11.4,05:16,,,,1592.32,,
,00:05:51,127,11.6,05:10,,,,1595.4,,
,00:05:52,126,11,05:27,,,,1598.08,,
,00:05:53,126,11,05:27,,,,1598.08,,
,00:05:54,127,10.2,05:54,,,,1604.2,,
,00:05:55,128,10.1,05:56,,,,1607.1,,
,00:05:56,128,10.3,05:49,,,,1609.65,,
,00:05:57,128,10.3,05:49,,,,1609.65,,
,00:05:58,127,9.9,06:04,,,,1613.29,,
,00:05:59,127,9.3,06:29,,,,1616.02,,
,00:06:00,127,8.2,07:17,,,,1618.79,,
,00:06:01,128,8.2,07:17,,,,1618.79,,
,00:06:02,129,6.8,08:48,,,,1622.59,,
,00:06:03,129,6,09:56,,,,1623.94,,
,00:06:04,128,6,09:56,,,,1623.94,,
,00:06:05,125,4.8,12:28,,,,1626.98,,
,00:06:06,122,4.8,12:28,,,,1626.98,,
,00:06:07,120,4.8,12:28,,,,1626.98,,
,00:06:08,120,3.7,16:16,,,,1629.94,,
,00:06:09,120,3.7,16:16,,,,1629.94,,
,00:06:10,120,3.7,16:16,,,,1629.94,,
,00:06:11,121,3.7,16:16,,,,1629.94,,
,00:06:12,121,3.7,16:16,,,,1629.94,,
,00:06:13,121,3.7,16:16,,,,1629.94,,
,00:06:14,122,2.2,27:33:00,,,,1629.94,,
,00:06:15,122,2.2,27:33:00,,,,1629.94,,
,00:06:16,120,2.2,27:33:00,,,,1629.94,,
,00:06:17,119,1,58:21:00,,,,1629.94,,
,00:06:18,118,1,58:21:00,,,,1629.94,,
,00:06:19,118,1,58:21:00,,,,1629.94,,
,00:06:20,117,0,00:00,,,,1629.94,,
,00:06:21,117,0,00:00,,,,1629.94,,
,00:06:22,116,0,00:00,,,,1630.99,,
,00:06:23,115,0,00:00,,,,1630.99,,
,00:06:24,115,0,00:00,,,,1630.99,,
,00:06:25,114,0,00:00,,,,1632.03,,
,00:06:26,113,0,00:00,,,,1632.03,,
,00:06:27,112,0,00:00,,,,1632.03,,
,00:06:28,111,0,00:00,,,,1632.03,,
,00:06:29,110,0,00:00,,,,1632.03,,
,00:06:30,110,0,00:00,,,,1632.03,,
,00:06:31,111,0,00:00,,,,1632.03,,
,00:06:32,112,0,00:00,,,,1632.03,,
,00:06:33,112,0,00:00,,,,1632.03,,
,00:06:34,113,0,00:00,,,,1632.03,,
,00:06:35,110,0,00:00,,,,1632.03,,
,00:06:36,110,0,00:00,,,,1632.03,,
,00:06:37,111,0,00:00,,,,1632.03,,
,00:06:38,112,0,00:00,,,,1632.03,,
,00:06:39,114,0,00:00,,,,1632.03,,
,00:06:40,114,2.7,22:14,,,,1634.01,,
,00:06:41,114,5.8,10:23,,,,1636.51,,
,00:06:42,115,8.9,06:43,,,,1639.64,,
,00:06:43,115,8.9,06:43,,,,1639.64,,
,00:06:44,115,9.8,06:09,,,,1644.41,,
,00:06:45,115,10.6,05:39,,,,1647.19,,
,00:06:46,116,11.9,05:03,,,,1652.41,,
,00:06:47,119,13.3,04:31,,,,1660.25,,
,00:06:48,120,13.3,04:31,,,,1660.25,,
,00:06:49,123,15,03:59,,,,1670.43,,
,00:06:50,125,17.1,03:30,,,,1678.65,,
,00:06:51,127,18.3,03:17,,,,1684.53,,
,00:06:52,127,18.3,03:17,,,,1684.53,,
,00:06:53,132,18.8,03:11,,,,1695.72,,
,00:06:54,135,19,03:10,,,,1701.36,,
,00:06:55,137,19.1,03:09,,,,1706.96,,
,00:06:56,139,19.6,03:03,,,,1712.84,,
,00:06:57,140,20.8,02:53,,,,1719.08,,
,00:06:58,142,21.9,02:44,,,,1725.6,,
,00:06:59,143,22.4,02:40,,,,1732.09,,
,00:07:00,144,22,02:43,,,,1738.35,,
,00:07:01,144,21.9,02:44,,,,1744.57,,
,00:07:02,145,21.8,02:45,,,,1750.93,,
,00:07:03,145,21.9,02:44,,,,1757.22,,
,00:07:04,145,21.5,02:47,,,,1763.38,,
,00:07:05,144,21.2,02:50,,,,1769.4,,
,00:07:06,144,21,02:51,,,,1775.42,,
,00:07:07,143,21.4,02:49,,,,1781.7,,
,00:07:08,144,21.6,02:47,,,,1788.19,,
,00:07:09,144,21.9,02:45,,,,1794.78,,
,00:07:10,143,21.9,02:44,,,,1801.33,,
,00:07:11,144,22.2,02:42,,,,1807.86,,
,00:07:12,144,22.9,02:37,,,,1814.62,,
,00:07:13,145,23.5,02:33,,,,1821.62,,
,00:07:14,145,24.1,02:29,,,,1828.64,,
,00:07:15,146,24.2,02:29,,,,1835.64,,
,00:07:16,148,24.5,02:27,,,,1842.55,,
,00:07:17,149,24.5,02:27,,,,1849.56,,
,00:07:18,150,24.2,02:28,,,,1856.3,,
,00:07:19,151,24.1,02:29,,,,1862.99,,
,00:07:20,152,24,02:30,,,,1869.95,,
,00:07:21,153,24.5,02:27,,,,1876.89,,
,00:07:22,154,24.6,02:26,,,,1884.03,,
,00:07:23,154,25.1,02:24,,,,1891.17,,
,00:07:24,152,25.4,02:22,,,,1898.62,,
,00:07:25,151,25.9,02:19,,,,1906.17,,
,00:07:26,151,26.2,02:17,,,,1913.67,,
,00:07:27,151,26.5,02:16,,,,1921.35,,
,00:07:28,151,27,02:13,,,,1928.99,,
,00:07:29,152,26.8,02:15,,,,1936.58,,
,00:07:30,153,26.3,02:17,,,,1943.8,,
,00:07:31,154,26,02:18,,,,1951.26,,
,00:07:32,155,26.2,02:17,,,,1958.77,,
,00:07:33,156,26.7,02:15,,,,1966.13,,
,00:07:34,158,26.7,02:15,,,,1966.13,,
,00:07:35,159,27.8,02:09,,,,1979.52,,
,00:07:36,160,28.2,02:08,,,,1990.35,,
,00:07:37,161,28,02:08,,,,1998.19,,
,00:07:38,162,27.5,02:11,,,,2005.93,,
,00:07:39,163,27.1,02:13,,,,2013.51,,
,00:07:40,164,26.7,02:15,,,,2021.08,,
,00:07:41,164,26.7,02:15,,,,2028.65,,
,00:07:42,164,26.8,02:14,,,,2036.45,,
,00:07:43,165,27.2,02:12,,,,2044.3,,
,00:07:44,165,27.2,02:12,,,,2044.3,,
,00:07:45,165,27.8,02:09,,,,2057.68,,
,00:07:46,165,28.3,02:07,,,,2069,,
,00:07:47,165,28.9,02:05,,,,2077.35,,
,00:07:48,165,28.9,02:05,,,,2077.35,,
,00:07:49,165,29.3,02:03,,,,2090.74,,
,00:07:50,165,29,02:04,,,,2103.28,,
,00:07:51,165,29,02:04,,,,2103.28,,
,00:07:52,165,28.7,02:05,,,,2111.83,,
,00:07:53,165,29.1,02:04,,,,2125.22,,
,00:07:54,164,29.1,02:04,,,,2129.51,,
,00:07:55,164,29.3,02:03,,,,2138.34,,
,00:07:56,164,29.2,02:03,,,,2151.72,,
,00:07:57,163,29.4,02:03,,,,2163.96,,
,00:07:58,163,29.4,02:02,,,,2172.44,,
,00:07:59,163,29.6,02:01,,,,2180.83,,
,00:08:00,162,29.7,02:01,,,,2189.33,,
,00:08:01,162,29.7,02:01,,,,2197.75,,
,00:08:02,161,29.7,02:01,,,,2197.75,,
,00:08:03,161,29.6,02:02,,,,2211.14,,
,00:08:04,161,29.7,02:01,,,,2222.52,,
,00:08:05,160,30,02:00,,,,2230.96,,
,00:08:06,160,30,02:00,,,,2230.96,,
,00:08:07,160,30.8,01:57,,,,2244.34,,
,00:08:08,161,31,01:56,,,,2257.03,,
,00:08:09,160,31,01:56,,,,2265.61,,
,00:08:10,160,31,01:56,,,,2265.61,,
,00:08:11,160,31.1,01:56,,,,2278.99,,
,00:08:12,160,31.2,01:55,,,,2291.79,,
,00:08:13,160,31.1,01:56,,,,2300.45,,
,00:08:14,160,31,01:56,,,,2309.1,,
,00:08:15,160,30.8,01:57,,,,2317.77,,
,00:08:16,160,30.8,01:57,,,,2326.32,,
,00:08:17,161,30.8,01:57,,,,2326.32,,
,00:08:18,161,30.5,01:58,,,,2339.71,,
,00:08:19,161,30.5,01:58,,,,2352.12,,
,00:08:20,161,30.5,01:58,,,,2352.12,,
,00:08:21,160,30.8,01:57,,,,2365.5,,
,00:08:22,160,30.6,01:58,,,,2378.89,,
,00:08:23,160,30.6,01:58,,,,2378.99,,
,00:08:24,160,29.7,02:01,,,,2392.37,,
,00:08:25,161,29.4,02:02,,,,2404.16,,
,00:08:26,161,29.4,02:02,,,,2404.16,,
,00:08:27,161,29.3,02:03,,,,2412.52,,
,00:08:28,161,29.9,02:00,,,,2425.9,,
,00:08:29,160,30.3,01:59,,,,2438.27,,
,00:08:30,160,30.3,01:59,,,,2438.27,,
,00:08:31,160,29.9,02:00,,,,2451.65,,
,00:08:32,160,29.9,02:00,,,,2455.6,,
,00:08:33,159,29.2,02:03,,,,2464.19,,
,00:08:34,159,28,02:09,,,,2477.57,,
,00:08:35,159,28,02:09,,,,2480.35,,
,00:08:36,159,28.7,02:06,,,,2493.74,,
,00:08:37,159,28.7,02:06,,,,2496.87,,
,00:08:38,158,28.8,02:05,,,,2510.25,,
,00:08:39,156,28.8,02:05,,,,2513.2,,
,00:08:40,156,29.5,02:02,,,,2526.58,,
,00:08:41,155,28.1,02:08,,,,2538.04,,
,00:08:42,155,27.7,02:10,,,,2545.37,,
,00:08:43,154,27.3,02:12,,,,2553.44,,
,00:08:44,154,28.2,02:08,,,,2561.26,,
,00:08:45,154,28,02:09,,,,2569.04,,
,00:08:46,155,27.1,02:13,,,,2576.71,,
,00:08:47,155,27.1,02:13,,,,2576.71,,
,00:08:48,154,26.5,02:16,,,,2590.09,,
,00:08:49,153,26.5,02:16,,,,2599.09,,
,00:08:50,153,26.5,02:16,,,,2599.09,,
