Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W)
,00:49:29,140,13.6,04:25,,,,11091.17,,
,00:49:30,140,13.6,04:25,,,,11091.17,,
,00:49:31,140,13.6,04:26,,,,11096.71,,
,00:49:32,138,13.7,04:23,,,,11103.35,,
,00:49:33,137,13.6,04:25,,,,11107.24,,
,00:49:34,136,13.5,04:27,,,,11111.2,,
,00:49:35,135,13.5,04:27,,,,11111.2,,
,00:49:36,135,13.9,04:20,,,,11117.05,,
,00:49:37,136,14.3,04:13,,,,11123.77,,
,00:49:38,136,14.4,04:11,,,,11128.52,,
,00:49:39,136,14.4,04:11,,,,11128.52,,
,00:49:40,136,13.3,04:31,,,,11135.48,,
,00:49:41,137,13,04:36,,,,11139.79,,
,00:49:42,137,13.2,04:34,,,,11144.52,,
,00:49:43,137,13.9,04:18,,,,11149.23,,
,00:49:44,136,13.9,04:18,,,,11149.23,,
,00:49:45,136,14.6,04:06,,,,11156.18,,
,00:49:46,133,14.6,04:07,,,,11161.78,,
,00:49:47,132,14.7,04:04,,,,11166.67,,
,00:49:48,131,13.9,04:20,,,,11171.22,,
,00:49:49,130,13.9,04:20,,,,11171.22,,
,00:49:50,130,13.5,04:27,,,,11174.95,,
,00:49:51,130,13.1,04:35,,,,11181.55,,
,00:49:52,129,13.1,04:35,,,,11186.24,,
,00:49:53,129,13.3,04:31,,,,11189.7,,
,00:49:54,129,13.3,04:31,,,,11189.7,,
,00:49:55,129,13.5,04:26,,,,11196.29,,
,00:49:56,130,14,04:17,,,,11200.7,,
,00:49:57,130,14.2,04:13,,,,11205.42,,
,00:49:58,131,14.5,04:09,,,,11209.47,,
,00:49:59,131,14.9,04:02,,,,11213.37,,
,00:50:00,132,14.9,04:02,,,,11213.37,,
,00:50:01,132,15.3,03:55,,,,11218.81,,
,00:50:02,133,15.7,03:49,,,,11225.77,,
,00:50:03,134,15.7,03:49,,,,11226.99,,
,00:50:04,134,15.8,03:48,,,,11232.96,,
,00:50:05,134,15.4,03:54,,,,11237.79,,
,00:50:06,134,14.7,04:05,,,,11242.87,,
,00:50:07,134,14.5,04:08,,,,11247.89,,
,00:50:08,134,14.6,04:06,,,,11252.23,,
,00:50:09,134,15.3,03:56,,,,11257.79,,
,00:50:10,134,15.6,03:50,,,,11263.36,,
,00:50:11,134,15.6,03:51,,,,11268.53,,
,00:50:12,134,15.6,03:51,,,,11268.53,,
,00:50:13,135,15.4,03:54,,,,11273.68,,
,00:50:14,136,15,03:59,,,,11278.59,,
,00:50:15,136,15,04:00,,,,11284.15,,
,00:50:16,136,14.7,04:05,,,,11287.75,,
,00:50:17,136,14.7,04:05,,,,11292.92,,
,00:50:18,136,14.7,04:05,,,,11298.43,,
,00:50:19,135,15,04:00,,,,11303.14,,
,00:50:20,135,15,04:00,,,,11303.14,,
,00:50:21,135,15.4,03:54,,,,11308.86,,
,00:50:22,134,15.6,03:50,,,,11314.09,,
,00:50:23,135,15.8,03:47,,,,11320.29,,
,00:50:24,135,15.8,03:48,,,,11325.06,,
,00:50:25,135,15.8,03:48,,,,11325.06,,
,00:50:26,136,15.3,03:56,,,,11330.67,,
,00:50:27,136,14.9,04:02,,,,11336.15,,
,00:50:28,136,14.6,04:06,,,,11341.62,,
,00:50:29,137,15,03:59,,,,11346.8,,
,00:50:30,137,15.2,03:56,,,,11351.68,,
,00:50:31,137,15.2,03:56,,,,11351.68,,
,00:50:32,138,15.3,03:55,,,,11358.18,,
,00:50:33,138,15.4,03:54,,,,11363.4,,
,00:50:34,138,15.2,03:56,,,,11370.01,,
,00:50:35,139,14.3,04:12,,,,11373.36,,
,00:50:36,139,13,04:36,,,,11377.87,,
,00:50:37,139,11.5,05:14,,,,11381.25,,
,00:50:38,139,10.3,05:48,,,,11384.05,,
,00:50:39,139,9.3,06:28,,,,11387.01,,
,00:50:40,139,9.3,06:28,,,,11387.01,,
,00:50:41,138,9.6,06:17,,,,11390.63,,
,00:50:42,138,10.6,05:40,,,,11395.36,,
,00:50:43,137,12.2,04:56,,,,11400.59,,
,00:50:44,136,13,04:37,,,,11404.99,,
,00:50:45,136,13.6,04:26,,,,11409.7,,
,00:50:46,136,13.9,04:18,,,,11414.05,,
,00:50:47,136,13.9,04:18,,,,11414.05,,
,00:50:48,136,14,04:17,,,,11419.24,,
,00:50:49,136,13.9,04:19,,,,11423.42,,
,00:50:50,136,13.7,04:23,,,,11427.88,,
,00:50:51,136,13.8,04:21,,,,11434.61,,
,00:50:52,136,14,04:17,,,,11439.11,,
,00:50:53,136,14,04:17,,,,11439.11,,
,00:50:54,135,14.7,04:05,,,,11444.59,,
,00:50:55,135,15.3,03:56,,,,11449.41,,
,00:50:56,136,15.8,03:48,,,,11456.36,,
,00:50:57,136,15.5,03:53,,,,11462.58,,
,00:50:58,136,15.3,03:56,,,,11467.37,,
,00:50:59,136,15.3,03:56,,,,11467.37,,
,00:51:00,136,15.2,03:56,,,,11474.33,,
,00:51:01,137,15.4,03:54,,,,11480.16,,
,00:51:02,136,15.4,03:54,,,,11480.16,,
,00:51:03,136,15.4,03:54,,,,11486.13,,
,00:51:04,136,15.3,03:56,,,,11492.7,,
,00:51:05,135,15.2,03:57,,,,11498.3,,
,00:51:06,135,15.2,03:57,,,,11498.3,,
,00:51:07,135,14.9,04:02,,,,11505.25,,
,00:51:08,135,14.5,04:08,,,,11510.77,,
,00:51:09,135,14,04:17,,,,11514.63,,
,00:51:10,135,13.9,04:20,,,,11519.06,,
,00:51:11,135,13.9,04:20,,,,11519.06,,
,00:51:12,135,13.9,04:18,,,,11523.8,,
,00:51:13,135,14.2,04:13,,,,11529.31,,
,00:51:14,134,14.2,04:14,,,,11533.62,,
,00:51:15,134,13.8,04:22,,,,11537.99,,
,00:51:16,134,13,04:37,,,,11541.35,,
,00:51:17,133,12.6,04:45,,,,11545.25,,
,00:51:18,133,12.9,04:40,,,,11549.67,,
,00:51:19,133,12.9,04:40,,,,11549.67,,
,00:51:20,133,13.3,04:30,,,,11556.63,,
,00:51:21,133,13.2,04:32,,,,11561.22,,
,00:51:22,133,12.6,04:45,,,,11564.6,,
,00:51:23,133,11.6,05:09,,,,11567.82,,
,00:51:24,134,11.6,05:09,,,,11567.82,,
,00:51:25,134,12.7,04:43,,,,11574.77,,
,00:51:26,134,13.9,04:20,,,,11579.96,,
,00:51:27,134,14.4,04:09,,,,11582.52,,
,00:51:28,134,14.4,04:09,,,,11582.52,,
,00:51:29,134,12.7,04:43,,,,11587.25,,
,00:51:30,135,12.2,04:55,,,,11590.34,,
,00:51:31,135,12.6,04:46,,,,11594.41,,
,00:51:32,134,12.6,04:46,,,,11594.41,,
,00:51:33,134,13.6,04:25,,,,11600.83,,
,00:51:34,134,13.1,04:34,,,,11604.5,,
,00:51:35,134,13.1,04:36,,,,11608.22,,
,00:51:36,133,13,04:36,,,,11612.62,,
,00:51:37,133,13.8,04:22,,,,11618.19,,
,00:51:38,133,14.4,04:11,,,,11624.67,,
,00:51:39,133,14.4,04:11,,,,11624.67,,
,00:51:40,133,14.7,04:04,,,,11631.63,,
,00:51:41,132,14.2,04:13,,,,11638.58,,
,00:51:42,132,14.2,04:13,,,,11640.77,,
,00:51:43,133,13.5,04:26,,,,11645.23,,
,00:51:44,133,13.1,04:34,,,,11649.3,,
,00:51:45,133,13,04:38,,,,11656.12,,
,00:51:46,133,13,04:38,,,,11656.12,,
,00:51:47,133,13,04:37,,,,11663.07,,
,00:51:48,134,13.1,04:34,,,,11667.27,,
,00:51:49,134,13.7,04:23,,,,11671.79,,
,00:51:50,135,14,04:17,,,,11676.8,,
,00:51:51,136,14,04:17,,,,11676.8,,
,00:51:52,136,13.8,04:21,,,,11683.75,,
,00:51:53,137,13.6,04:26,,,,11688.68,,
,00:51:54,138,13.3,04:31,,,,11693.06,,
,00:51:55,138,13.3,04:31,,,,11693.06,,
,00:51:56,139,13.4,04:28,,,,11700.01,,
,00:51:57,139,13.4,04:28,,,,11702.27,,
,00:51:58,139,13.6,04:25,,,,11707.28,,
,00:51:59,138,13.9,04:19,,,,11714.23,,
,00:52:00,138,14.2,04:14,,,,11719.83,,
,00:52:01,137,14.4,04:10,,,,11725.16,,
,00:52:02,137,14.4,04:10,,,,11725.16,,
,00:52:03,137,13.8,04:21,,,,11732.12,,
,00:52:04,137,13.8,04:21,,,,11733.89,,
,00:52:05,137,13.1,04:35,,,,11740.85,,
,00:52:06,137,12.5,04:49,,,,11745.23,,
,00:52:07,137,12.2,04:56,,,,11748.71,,
,00:52:08,137,12.2,04:56,,,,11748.71,,
,00:52:09,136,12,05:00,,,,11753.92,,
,00:52:10,136,12.3,04:53,,,,11757.6,,
,00:52:11,135,12.8,04:42,,,,11761.34,,
,00:52:12,134,13.2,04:32,,,,11764.98,,
,00:52:13,134,13.5,04:27,,,,11769.32,,
,00:52:14,135,13.5,04:27,,,,11769.32,,
,00:52:15,135,13.3,04:30,,,,11773.52,,
,00:52:16,136,13.5,04:27,,,,11777.96,,
,00:52:17,136,13.7,04:23,,,,11782.76,,
,00:52:18,137,13.8,04:20,,,,11787.59,,
,00:52:19,138,13.7,04:24,,,,11791.47,,
,00:52:20,138,13.7,04:24,,,,11791.47,,
,00:52:21,139,13.3,04:30,,,,11795.74,,
,00:52:22,139,13.2,04:32,,,,11800.66,,
,00:52:23,139,13,04:36,,,,11805.88,,
,00:52:24,139,13.2,04:32,,,,11809.64,,
,00:52:25,139,13.5,04:26,,,,11814.28,,
,00:52:26,140,13.5,04:26,,,,11814.28,,
,00:52:27,140,14.3,04:12,,,,11821.23,,
,00:52:28,139,14.7,04:04,,,,11827.17,,
,00:52:29,139,15,04:01,,,,11831.58,,
,00:52:30,140,15,04:01,,,,11831.58,,
,00:52:31,141,14.6,04:07,,,,11838.53,,
,00:52:32,141,14,04:18,,,,11843.99,,
,00:52:33,142,13.5,04:27,,,,11848.02,,
,00:52:34,142,13.1,04:35,,,,11852.24,,
,00:52:35,143,13.1,04:35,,,,11852.24,,
,00:52:36,143,13.3,04:32,,,,11857.67,,
,00:52:37,143,12.9,04:39,,,,11862.98,,
,00:52:38,143,12.9,04:40,,,,11867.2,,
,00:52:39,142,12.5,04:47,,,,11871.66,,
,00:52:40,142,12.4,04:50,,,,11877.48,,
,00:52:41,142,12.5,04:48,,,,11882.12,,
,00:52:42,142,12.5,04:48,,,,11886.44,,
,00:52:43,142,12.5,04:48,,,,11886.44,,
,00:52:44,141,12.5,04:48,,,,11891.03,,
,00:52:45,141,12.6,04:46,,,,11895.12,,
,00:52:46,141,12.4,04:49,,,,11899.27,,
,00:52:47,140,12.7,04:44,,,,11904.37,,
,00:52:48,140,12.7,04:43,,,,11908.01,,
,00:52:49,140,13.3,04:30,,,,11913.12,,
,00:52:50,140,13.6,04:26,,,,11917.7,,
,00:52:51,140,13.5,04:26,,,,11921.83,,
,00:52:52,140,13.2,04:32,,,,11927.31,,
,00:52:53,140,13.2,04:32,,,,11927.31,,
,00:52:54,140,13.1,04:35,,,,11933.48,,
,00:52:55,140,13.3,04:31,,,,11938.43,,
,00:52:56,141,13.1,04:36,,,,11942.9,,
,00:52:57,141,12.7,04:43,,,,11946.85,,
,00:52:58,141,12.1,04:58,,,,11950.84,,
,00:52:59,142,12.1,04:58,,,,11950.84,,
,00:53:00,141,12.2,04:54,,,,11956.8,,
,00:53:01,141,12.6,04:46,,,,11960.41,,
,00:53:02,140,13.3,04:31,,,,11964.26,,
,00:53:03,140,13.3,04:30,,,,11967.5,,
,00:53:04,139,13.1,04:35,,,,11971.44,,
,00:53:05,139,12.6,04:45,,,,11974.86,,
,00:53:06,139,12.4,04:50,,,,11978.52,,
,00:53:07,139,12.7,04:44,,,,11982.31,,
,00:53:08,139,12.7,04:44,,,,11982.31,,
,00:53:09,139,13.2,04:32,,,,11989.26,,
,00:53:10,139,13.7,04:22,,,,11994.19,,
,00:53:11,138,13.7,04:22,,,,11994.19,,
,00:53:12,138,14,04:18,,,,11998.96,,
,00:53:13,138,14,04:17,,,,12005.26,,
,00:53:14,138,14.3,04:12,,,,12010.79,,
,00:53:15,138,14.4,04:11,,,,12014.85,,
,00:53:16,138,14.3,04:12,,,,12019.35,,
,00:53:17,138,14,04:17,,,,12024.21,,
,00:53:18,139,14,04:17,,,,12024.21,,
,00:53:19,139,14,04:16,,,,12030.99,,
,00:53:20,139,14.1,04:15,,,,12035.46,,
,00:53:21,139,14.1,04:15,,,,12039.57,,
,00:53:22,139,14.1,04:15,,,,12039.57,,
,00:53:23,138,13.9,04:19,,,,12046.52,,
,00:53:24,137,13.7,04:22,,,,12050.6,,
,00:53:25,136,13.8,04:20,,,,12055.22,,
,00:53:26,135,13.8,04:20,,,,12055.22,,
,00:53:27,135,13.9,04:20,,,,12062.17,,
,00:53:28,135,13.6,04:24,,,,12068.03,,
,00:53:29,135,13.6,04:24,,,,12068.03,,
,00:53:30,135,13.9,04:19,,,,12074.98,,
,00:53:31,135,13.9,04:19,,,,12075.06,,
,00:53:32,135,14,04:17,,,,12082.02,,
,00:53:33,135,14.1,04:15,,,,12086.97,,
,00:53:34,135,13.7,04:23,,,,12090.33,,
,00:53:35,134,13.7,04:23,,,,12090.33,,
,00:53:36,134,13.3,04:31,,,,12097.28,,
,00:53:37,134,12.7,04:44,,,,12100.68,,
,00:53:38,134,12.2,04:56,,,,12103.77,,
,00:53:39,134,12,05:01,,,,12107.9,,
,00:53:40,134,11.9,05:01,,,,12111.7,,
,00:53:41,135,12.1,04:58,,,,12114.88,,
,00:53:42,135,12.1,04:58,,,,12114.88,,
,00:53:43,135,12.1,04:57,,,,12120.89,,
,00:53:44,134,12.2,04:55,,,,12124.57,,
,00:53:45,134,12.3,04:53,,,,12128.35,,
,00:53:46,134,12.3,04:53,,,,12128.35,,
,00:53:47,134,12,05:00,,,,12134.02,,
,00:53:48,134,11.6,05:09,,,,12137.53,,
,00:53:49,134,11.2,05:22,,,,12141.77,,
,00:53:50,135,11,05:27,,,,12145.51,,
,00:53:51,135,11,05:27,,,,12145.51,,
,00:53:52,134,10.9,05:29,,,,12151.79,,
,00:53:53,133,11.3,05:19,,,,12155.86,,
,00:53:54,132,11.8,05:04,,,,12159.72,,
,00:53:55,131,12.6,04:45,,,,12163.62,,
,00:53:56,131,12.6,04:45,,,,12163.62,,
,00:53:57,131,13.1,04:35,,,,12170.33,,
,00:53:58,131,13.6,04:24,,,,12175.04,,
,00:53:59,132,13.8,04:21,,,,12178.96,,
,00:54:00,132,13.8,04:21,,,,12178.96,,
,00:54:01,132,13.7,04:22,,,,12185.91,,
,00:54:02,133,13.6,04:24,,,,12190.96,,
,00:54:03,133,13.5,04:27,,,,12195.91,,
,00:54:04,133,13,04:38,,,,12200.37,,
,00:54:05,133,13,04:38,,,,12200.37,,
,00:54:06,133,13,04:38,,,,12205.59,,
,00:54:07,133,12.9,04:40,,,,12210.4,,
,00:54:08,133,13.6,04:25,,,,12215.55,,
,00:54:09,132,13.7,04:23,,,,12219.57,,
,00:54:10,132,13.6,04:24,,,,12224.71,,
,00:54:11,133,13.1,04:35,,,,12228.68,,
,00:54:12,133,12.4,04:49,,,,12232.37,,
,00:54:13,134,12.8,04:41,,,,12236.95,,
,00:54:14,134,12.8,04:41,,,,12236.95,,
,00:54:15,134,13.2,04:32,,,,12242.43,,
,00:54:16,134,13.8,04:21,,,,12246.94,,
,00:54:17,134,14.1,04:15,,,,12252.3,,
,00:54:18,134,14.4,04:10,,,,12256.65,,
,00:54:19,134,14,04:18,,,,12260.88,,
,00:54:20,135,13,04:37,,,,12264.76,,
,00:54:21,135,12.3,04:52,,,,12269.28,,
,00:54:22,134,12.8,04:40,,,,12274.39,,
,00:54:23,134,12.8,04:40,,,,12274.39,,
,00:54:24,133,13,04:36,,,,12281.14,,
,00:54:25,133,13.2,04:33,,,,12286.68,,
,00:54:26,133,13.3,04:30,,,,12291.59,,
,00:54:27,133,13.9,04:19,,,,12296.34,,
,00:54:28,133,13.9,04:19,,,,12296.34,,
,00:54:29,133,14.2,04:14,,,,12300.91,,
,00:54:30,133,14.1,04:15,,,,12305.54,,
,00:54:31,133,14.2,04:14,,,,12312.5,,
,00:54:32,133,14.7,04:06,,,,12318.29,,
,00:54:33,132,14.7,04:06,,,,12318.29,,
,00:54:34,132,15.4,03:54,,,,12324.68,,
,00:54:35,132,15.8,03:48,,,,12330.76,,
,00:54:36,132,16.1,03:43,,,,12336.47,,
,00:54:37,132,16.1,03:44,,,,12342,,
,00:54:38,133,16,03:44,,,,12346.89,,
,00:54:39,133,15.5,03:52,,,,12352.33,,
,00:54:40,133,14.7,04:05,,,,12357.11,,
,00:54:41,132,14.7,04:05,,,,12357.11,,
,00:54:42,132,14.2,04:14,,,,12362.65,,
,00:54:43,132,14,04:17,,,,12367.83,,
,00:54:44,131,13.9,04:19,,,,12372.9,,
,00:54:45,131,13.8,04:22,,,,12376.42,,
,00:54:46,131,14.3,04:12,,,,12381.73,,
,00:54:47,131,15.2,03:57,,,,12387.11,,
,00:54:48,131,16,03:46,,,,12393,,
,00:54:49,131,15.7,03:50,,,,12398.03,,
,00:54:50,131,15.7,03:50,,,,12398.03,,
,00:54:51,131,14.3,04:12,,,,12404.69,,
,00:54:52,131,12.8,04:42,,,,12409.48,,
,00:54:53,130,12.1,04:57,,,,12414.51,,
,00:54:54,130,12.1,04:57,,,,12414.51,,
,00:54:55,130,12.9,04:39,,,,12419.82,,
,00:54:56,129,13.8,04:20,,,,12424.51,,
,00:54:57,130,14.4,04:11,,,,12429.65,,
,00:54:58,130,14.2,04:13,,,,12434.07,,
,00:54:59,131,14.3,04:12,,,,12439.34,,
,00:55:00,131,14.1,04:16,,,,12443.95,,
,00:55:01,132,14.5,04:09,,,,12448.85,,
,00:55:02,132,15,04:00,,,,12454.22,,
,00:55:03,132,15,04:00,,,,12454.22,,
,00:55:04,132,15.6,03:51,,,,12459.43,,
,00:55:05,131,15.8,03:47,,,,12464.4,,
,00:55:06,132,15.9,03:47,,,,12471.35,,
,00:55:07,132,15.8,03:48,,,,12476.88,,
,00:55:08,132,15.8,03:48,,,,12476.88,,
,00:55:09,132,15.5,03:52,,,,12482.97,,
,00:55:10,132,14.8,04:03,,,,12487.65,,
,00:55:11,132,14.5,04:09,,,,12491.98,,
,00:55:12,132,14.6,04:06,,,,12496.19,,
,00:55:13,133,15.1,03:58,,,,12502.23,,
,00:55:14,133,15.1,03:59,,,,12507.28,,
,00:55:15,133,14.4,04:10,,,,12512.06,,
,00:55:16,133,13.8,04:22,,,,12516.98,,
,00:55:17,133,13.8,04:22,,,,12516.98,,
,00:55:18,134,13.3,04:31,,,,12521.18,,
,00:55:19,134,11.7,05:07,,,,12527.57,,
,00:55:20,134,11.7,05:07,,,,12527.57,,
,00:55:21,135,11.1,05:23,,,,12530.97,,
,00:55:22,134,11.1,05:24,,,,12535.55,,
,00:55:23,133,11.4,05:17,,,,12539.07,,
,00:55:24,133,12,05:00,,,,12543.2,,
,00:55:25,132,12.7,04:44,,,,12547.41,,
,00:55:26,132,13.4,04:28,,,,12551.61,,
,00:55:27,132,13.7,04:22,,,,12555.75,,
,00:55:28,133,13.8,04:20,,,,12559.42,,
,00:55:29,133,14,04:18,,,,12564.31,,
,00:55:30,134,14,04:18,,,,12568.66,,
,00:55:31,135,14,04:18,,,,12568.66,,
,00:55:32,135,13.8,04:20,,,,12575.02,,
,00:55:33,136,14,04:17,,,,12578.99,,
,00:55:34,136,14,04:17,,,,12584.14,,
,00:55:35,132,13.6,04:24,,,,12587.8,,
,00:55:36,130,12.6,04:46,,,,12590.95,,
,00:55:37,128,12.6,04:46,,,,12590.95,,
,00:55:38,127,11.4,05:15,,,,12596.54,,
,00:55:39,127,10.4,05:47,,,,12599.3,,
,00:55:40,127,9.2,06:31,,,,12601.96,,
,00:55:41,127,9.2,06:31,,,,12601.96,,
,00:55:42,126,8.4,07:07,,,,12605.99,,
,00:55:43,126,7.6,07:52,,,,12608.14,,
,00:55:44,125,6.1,09:45,,,,12609.59,,
,00:55:45,124,6.1,09:45,,,,12609.59,,
,00:55:46,123,6.1,09:45,,,,12609.59,,
,00:55:47,122,6.1,09:45,,,,12609.59,,
,00:55:48,123,3.5,17:03,,,,12610.65,,
,00:55:49,123,3.5,17:03,,,,12610.65,,
,00:55:50,123,3.5,17:03,,,,12610.65,,
,00:55:51,123,3.5,17:03,,,,12610.65,,
,00:55:52,124,3.5,17:03,,,,12610.65,,
,00:55:53,124,3.5,17:03,,,,12610.65,,
,00:55:54,124,3.5,17:03,,,,12610.65,,
,00:55:55,123,1.2,48:58:00,,,,12610.65,,
,00:55:56,120,1.2,48:58:00,,,,12610.65,,
,00:55:57,115,1.2,48:58:00,,,,12610.65,,
,00:55:58,113,0,00:00,,,,12610.65,,
,00:55:59,112,0,00:00,,,,12610.65,,
,00:56:00,112,0,00:00,,,,12610.65,,
,00:56:01,112,0,00:00,,,,12610.65,,
,00:56:02,115,0,00:00,,,,12610.65,,
,00:56:03,116,0,00:00,,,,12610.65,,
,00:56:04,115,0,00:00,,,,12610.65,,
,00:56:05,108,0,00:00,,,,12610.65,,
,00:56:06,103,0,00:00,,,,12610.65,,
,00:56:07,101,0,00:00,,,,12610.65,,
,00:56:08,104,0,00:00,,,,12610.65,,
,00:56:09,108,0,00:00,,,,12610.65,,
,00:56:10,112,0,00:00,,,,12610.65,,
,00:56:11,115,0,00:00,,,,12610.65,,
,00:56:12,116,0,00:00,,,,12610.65,,
,00:56:13,117,0,00:00,,,,12610.65,,
,00:56:14,116,0,00:00,,,,12610.65,,
,00:56:15,114,0,00:00,,,,12610.65,,
,00:56:16,113,0,00:00,,,,12610.65,,
,00:56:17,112,0,00:00,,,,12610.65,,
,00:56:18,111,0,00:00,,,,12610.65,,
,00:56:19,109,0,00:00,,,,12610.65,,
,00:56:20,110,0,00:00,,,,12610.65,,
,00:56:21,110,1.1,52:58:00,,,,12612.06,,
,00:56:22,110,3,20:00,,,,12613.55,,
,00:56:23,101,5.6,10:39,,,,12616.65,,
,00:56:24,100,7.4,08:07,,,,12618.1,,
,00:56:25,103,8.4,07:07,,,,12619.83,,
,00:56:26,107,8.9,06:43,,,,12622.45,,
,00:56:27,110,8.9,06:43,,,,12622.45,,
,00:56:28,112,9,06:38,,,,12626.74,,
,00:56:29,114,8.8,06:48,,,,12629.23,,
,00:56:30,115,8.2,07:20,,,,12631.96,,
,00:56:31,116,7.2,08:18,,,,12633.81,,
,00:56:32,116,6.2,09:38,,,,12635.88,,
,00:56:33,117,5.6,10:40,,,,12637.72,,
,00:56:34,117,5.6,10:47,,,,12639.69,,
,00:56:35,116,5.9,10:06,,,,12641.34,,
,00:56:36,115,5.9,10:06,,,,12641.34,,
,00:56:37,114,6.2,09:45,,,,12644.68,,
,00:56:38,113,6,10:03,,,,12646.37,,
,00:56:39,113,5.7,10:29,,,,12647.75,,
,00:56:40,113,5.7,10:29,,,,12647.75,,
,00:56:41,113,5.1,11:48,,,,12650.05,,
,00:56:42,113,4.4,13:42,,,,12651.23,,
,00:56:43,110,4.2,14:22,,,,12652.58,,
,00:56:44,107,4.5,13:14,,,,12654.2,,
,00:56:45,106,5.7,10:37,,,,12655.86,,
,00:56:46,106,6.6,09:04,,,,12657.61,,
,00:56:47,106,7.7,07:47,,,,12660.29,,
,00:56:48,108,7.7,07:47,,,,12660.29,,
,00:56:49,109,8.6,06:57,,,,12665.21,,
,00:56:50,110,9.5,06:21,,,,12668.74,,
,00:56:51,110,9.5,06:21,,,,12668.74,,
,00:56:52,109,9.3,06:28,,,,12673.35,,
,00:56:53,107,8.8,06:48,,,,12675.94,,
,00:56:54,104,8.2,07:19,,,,12678.37,,
,00:56:55,100,8.1,07:23,,,,12680.52,,
,00:56:56,100,7.7,07:45,,,,12682.07,,
,00:56:57,101,7.7,07:45,,,,12682.07,,
,00:56:58,103,7.3,08:11,,,,12685.32,,
,00:56:59,105,6.7,08:57,,,,12687.27,,
,00:57:00,107,6.7,08:57,,,,12687.27,,
,00:57:01,108,6.2,09:36,,,,12689.31,,
,00:57:02,108,5.3,11:25,,,,12690.88,,
,00:57:03,106,5.3,11:25,,,,12690.88,,
,00:57:04,104,5.3,11:25,,,,12690.88,,
,00:57:05,104,5.3,11:25,,,,12690.88,,
,00:57:06,104,5.3,11:25,,,,12690.88,,
,00:57:07,104,3.2,18:36,,,,12690.88,,
,00:57:08,107,3.2,18:36,,,,12690.88,,
,00:57:09,108,3.2,18:36,,,,12690.88,,
,00:57:10,109,1.4,44:09:00,,,,12690.88,,
,00:57:11,110,1.4,44:09:00,,,,12690.88,,
,00:57:12,112,1.4,44:09:00,,,,12690.88,,
,00:57:13,115,0,00:00,,,,12690.88,,
,00:57:14,117,0,00:00,,,,12690.88,,
,00:57:15,119,0,00:00,,,,12690.88,,
,00:57:16,119,0,00:00,,,,12690.88,,
,00:57:17,118,0,00:00,,,,12690.88,,
,00:57:18,116,0,00:00,,,,12690.88,,
,00:57:19,113,0,00:00,,,,12690.88,,
,00:57:20,112,0,00:00,,,,12690.88,,
,00:57:21,109,0,00:00,,,,12690.88,,
,00:57:22,109,0,00:00,,,,12690.88,,
,00:57:23,109,0,00:00,,,,12690.88,,
,00:57:24,110,0,00:00,,,,12691.93,,
,00:57:25,110,0,00:00,,,,12691.93,,
,00:57:26,111,0,00:00,,,,12691.93,,
,00:57:27,111,0,00:00,,,,12691.93,,
,00:57:28,111,0,00:00,,,,12691.93,,
,00:57:29,111,0,00:00,,,,12691.93,,
,00:57:30,111,0,00:00,,,,12691.93,,
,00:57:31,109,0,00:00,,,,12691.93,,
,00:57:32,107,0,00:00,,,,12691.93,,
,00:57:33,105,0,00:00,,,,12691.93,,
,00:57:34,104,0,00:00,,,,12691.93,,
,00:57:35,104,0,00:00,,,,12691.93,,
,00:57:36,104,0,00:00,,,,12691.93,,
,00:57:37,104,0,00:00,,,,12691.93,,
,00:57:38,104,0,00:00,,,,12691.93,,
,00:57:39,103,0,00:00,,,,12691.93,,
,00:57:40,104,0,00:00,,,,12691.93,,
,00:57:41,104,0,00:00,,,,12691.93,,
,00:57:42,104,0,00:00,,,,12691.93,,
,00:57:43,106,0,00:00,,,,12691.93,,
,00:57:44,107,0,00:00,,,,12691.93,,
,00:57:45,107,0,00:00,,,,12691.93,,
,00:57:46,111,1.3,46:21:00,,,,12693.09,,
,00:57:47,106,2.8,21:15,,,,12694.33,,
,00:57:48,97,4.5,13:16,,,,12695.82,,
,00:57:49,97,5.3,11:25,,,,12697.05,,
,00:57:50,102,6.7,09:00,,,,12700.64,,
,00:57:51,104,8.2,07:20,,,,12702.71,,
,00:57:52,107,9.3,06:25,,,,12705.01,,
,00:57:53,110,9.3,06:25,,,,12705.01,,
,00:57:54,112,9.3,06:28,,,,12708.7,,
,00:57:55,114,9.4,06:22,,,,12712.42,,
,00:57:56,115,10.2,05:52,,,,12715.62,,
,00:57:57,116,11.9,05:03,,,,12720.79,,
,00:57:58,115,12.9,04:40,,,,12725.34,,
,00:57:59,115,13.4,04:28,,,,12730.27,,
,00:58:00,114,13.6,04:26,,,,12733.98,,
,00:58:01,113,14.1,04:16,,,,12738.87,,
,00:58:02,113,14.1,04:16,,,,12738.87,,
,00:58:03,113,14.8,04:03,,,,12744.5,,
,00:58:04,114,15.8,03:47,,,,12748.91,,
,00:58:05,114,16.5,03:38,,,,12755.1,,
,00:58:06,116,17.2,03:30,,,,12760.69,,
,00:58:07,116,17.4,03:27,,,,12766.06,,
,00:58:08,117,17.7,03:24,,,,12771.42,,
,00:58:09,118,17.4,03:26,,,,12776.27,,
,00:58:10,119,17.3,03:29,,,,12781.46,,
,00:58:11,119,17.2,03:29,,,,12786.92,,
