c1,c2,c3
5001,3659,-918
5576,3315,-1734
6193,3319,-1546
6593,3864,69
6617,4597,1675
6179,5258,1388
5322,5278,236
4196,4705,-594
4020,4395,-1241
4349,4540,-1208
4588,4579,-398
4025,4348,882
3255,4630,1200
3377,5123,964
3246,5445,900
2371,5503,558
2377,4887,-113
3465,4226,-1001
3899,4223,-909
3848,4596,1008
4488,5028,2475
5354,5293,2140
5401,5188,1255
4721,4455,364
4607,3737,-744
5781,3441,-1336
7120,3365,-995
7169,3737,488
7263,4015,2286
7978,4219,2288
8192,4340,754
6886,4500,-251
6166,3994,-302
7034,3301,-865
8140,2959,-1573
8189,2952,271
7474,3463,2020
6895,4357,918
6624,4459,-177
5459,4095,-487
4412,3590,-1159
4699,2761,-1961
4960,2685,-2352
4118,3185,-410
3146,3915,1772
2785,4714,1944
2499,5167,1025
1638,4994,391
780,4700,-49
900,4218,-651
1861,3584,-1167
2093,3617,-155
1552,4157,2191
2344,4495,3037
4015,4521,2440
4143,4500,2113
3474,4082,918
4479,3125,-1270
6648,2271,-2733
7669,2217,-1616
7895,2770,1157
8926,3017,2885
10460,2889,2870
10357,2944,2107
8947,3016,502
8077,2900,-1387
8623,2672,-3042
8918,2441,-3073
8566,2596,-660
8109,3134,1819
7762,3859,2145
6615,4227,1198
4787,3869,177
3767,3629,-1168
3704,3680,-2071
3296,3875,-733
2346,4220,1521
2074,4414,2728
2042,4920,2460
862,5620,2717
-490,5646,2152
-77,4527,629
1317,3264,-554
1714,3447,-1365
2099,4122,-182
3304,4498,1755
5786,4240,3640
6930,4085,3774
6823,3603,2834
6861,3077,773
7443,3332,-1806
8415,3361,-2599
9406,2824,-974
10278,2697,994
11058,2908,1703
10758,2958,1566
9194,2999,-77
7923,3102,-2306
7659,2885,-3156
6890,2943,-2618
5891,3253,-1092
5919,3574,745
5660,4272,2019
4133,5132,2585
2513,5134,2362
1592,4890,1078
1219,4390,-23
1083,3912,-619
722,4020,-693
1171,4530,504
1954,4768,2497
2403,4515,2897
2445,3914,2380
2882,3338,1054
3417,3302,-679
4040,3573,-1772
4560,3344,-1199
5387,3052,20
6525,3155,1203
7093,3297,2479
6035,3652,2761
5153,3516,752
5142,3176,-1712
5492,2896,-3127
4995,2630,-2863
4826,2644,-881
5658,3440,1377
5874,4404,2809
4721,4586,3255
3401,4009,1782
2775,3410,-558
2986,3185,-2076
2632,3528,-1786
2538,3662,-33
3168,3644,1723
3928,3437,2700
3434,3224,2993
2458,3031,1746
2303,2904,-582
3229,2560,-2000
3853,2264,-1919
3933,2344,165
4789,2457,2641
5736,2956,3504
5908,3078,3165
4884,2641,1866
4221,2223,-541
4865,2024,-2460
5856,1777,-2550
6140,1967,-774
6541,2320,1456
7247,2475,2926
6910,2434,3247
5724,2305,1846
4966,2059,-552
4773,1973,-2792
4252,2229,-2929
3786,2382,-557
4451,2525,1560
5653,2620,2605
5000,3101,2923
3065,3469,2037
2731,3045,47
3244,2728,-1632
3364,2782,-1474
3344,3042,522
4285,3346,2524
4873,3537,3200
4168,3633,3482
3300,3673,2461
3435,3399,58
4258,2682,-1776
4326,2238,-1408
4263,2702,606
6121,3115,2456
7601,3201,3431
6968,3195,3228
5987,3029,1574
6622,2661,-1011
7793,2405,-2835
7746,2378,-1754
7630,2861,875
8645,3355,2266
9206,3475,2489
7846,3228,2312
6468,2838,306
6466,2687,-2326
6168,2863,-2888
5368,3032,-1441
5474,3287,760
6456,3397,2051
6118,3542,2611
4235,3805,1817
2717,3750,16
2954,3602,-1557
3489,3449,-2140
3225,3604,-322
3172,3930,2465
3295,4271,3512
3033,4461,2679
2084,4279,1859
1612,3898,904
1854,3790,-586
2506,3691,-1199
2499,3766,440
2963,4259,1907
3955,4399,2551
4176,4127,2624
3553,3748,2137
3637,3512,1175
4346,3722,14
4841,3747,-143
4928,3607,1246
5047,3687,2635
5241,3834,3164
4771,3980,3157
4374,3982,1795
4848,3460,-179
5658,2913,-1028
6379,2805,-76
7037,3172,2153
7835,3484,3742
7957,3725,3614
7143,3448,2315
6593,2991,839
6972,2720,-112
7372,2698,-188
7292,2740,1155
7581,3117,2550
8009,3196,3328
7433,3021,2617
5882,2899,928
5487,2701,-647
5537,2738,-1479
5080,2947,-1024
4282,2963,775
4197,2746,2555
3857,2977,2778
2730,3694,2258
1827,3810,1573
1172,3655,799
1343,3426,560
1597,3303,1122
1799,3665,2124
1936,4231,2996
2129,4471,3467
1877,4283,3812
1804,3910,3112
3132,3417,1055
4289,3114,-181
4718,3043,613
5957,3067,2317
7665,3082,3343
8527,2848,3613
8549,2283,2519
8865,2082,-84
9639,2377,-2162
9918,2562,-2369
9435,2360,-1122
8971,2045,658
8391,2247,2239
6735,2972,2771
4918,3455,1391
3689,3489,-69
3674,3249,-1034
3397,3256,-1113
3196,3297,614
3264,3619,2723
3137,4042,3671
2269,4146,3174
1160,3749,1639
1035,3229,64
1395,3078,-736
1525,2990,-469
2050,2911,898
2975,3065,2206
3057,3152,2861
2280,2828,2264
1421,2612,656
1605,2660,-1020
1847,2847,-1283
1702,2983,-23
2096,3124,1878
2987,3256,2749
2886,3394,3129
1668,3575,2718
1779,3648,409
3097,3428,-969
3620,3115,-24
3881,2935,2077
5445,3003,3188
6749,3075,3861
6653,2906,3637
6649,2559,970
8102,1982,-1741
9531,1621,-2430
10290,1765,-1545
11158,1839,261
11433,2013,1594
10062,2115,1843
8057,2041,623
6550,2032,-1416
5607,2055,-2529
4373,2205,-2338
3371,2471,-1127
3428,2769,740
3337,2857,2260
2107,3104,2599
486,3296,1939
107,3339,354
-4,3684,-621
-628,3685,305
-1191,3438,2303
-760,3482,3144
-818,3906,3578
-1525,4041,3475
-1079,3486,1061
748,2820,-1430
1892,2558,-1327
2482,2982,419
3870,3378,1964
5883,3205,3019
6509,3020,3314
6157,2884,1226
7049,2605,-1908
8106,2575,-3357
8001,2829,-2307
8102,2858,7
8804,2762,1341
7366,2986,2362
5111,3232,1840
4428,3182,-544
4106,3084,-2296
3059,3259,-1153
2812,3367,1518
3847,3424,2694
3831,3550,3006
1843,3842,3180
1086,3633,1582
2685,3260,-1447
3257,3117,-1662
2407,3309,1292
3472,3279,3290
5414,3150,3312
5098,2941,3081
4294,2544,1252
5021,2354,-1692
5931,2353,-3020
6009,2202,-1543
6493,2396,736
7201,2750,2406
6777,2862,3520
5253,2904,2492
4471,2620,-382
4481,2401,-2497
3410,2705,-1516
2630,3076,722
3513,2864,1926
3826,2884,2417
2098,3364,2796
1219,3545,1592
2216,3254,-650
2642,3052,-951
2117,3113,458
2640,3199,2037
3374,3517,3013
2700,3818,3403
2282,3586,1501
3342,2874,-980
4417,2501,-1862
4566,2590,-834
5106,2935,791
6468,3038,2055
6952,2890,2812
6425,2634,2650
6019,2367,-22
6235,2296,-2517
5175,2673,-2188
4446,2835,-874
5485,2684,-106
5716,2659,1228
4375,2682,2232
3558,2416,1097
3662,2294,-1195
3010,2787,-1428
1933,3174,256
1927,2984,1016
2428,2863,1354
1774,3259,2115
938,3623,1516
1432,3186,-159
2269,2739,-730
2004,2891,44
2460,2973,1013
3743,2988,1808
4033,3098,2577
3852,2846,2024
3934,2256,82
4554,1821,-1724
4511,1751,-2046
5048,1554,-753
6216,1551,858
6706,1457,1882
6230,1030,1933
5797,584,613
5807,900,-1500
4688,1485,-1599
3802,1240,-137
4071,966,605
4470,962,1203
3653,1205,2042
2388,1601,1638
2305,1442,2
2644,977,-1064
2109,795,-457
2441,696,755
3260,716,1537
3291,605,2021
3279,401,1626
3284,461,330
3398,555,-706
3361,410,-451
3614,410,157
4316,593,1087
4251,613,2469
3459,645,2150
3216,407,390
3564,337,-1075
2957,567,-484
2371,591,844
2989,513,1551
3419,363,2504
3619,424,2647
3424,540,1925
4036,322,382
4370,432,340
4700,518,1929
5498,637,2579
5887,842,2709
5817,824,2549
6204,567,1132
6629,497,41
6169,629,449
5528,773,863
5682,624,668
5783,455,793
5281,584,1323
4676,393,967
4423,157,-343
4326,-23,-638
3580,157,-90
3081,356,1144
3479,68,2304
3177,-18,2120
2483,-185,1455
1974,-252,834
1596,-173,25
1613,-454,39
1984,-633,1253
2224,-469,2794
2139,-296,3449
2543,-590,2571
3595,-908,813
3646,-726,643
3103,-282,1709
3568,33,2557
4754,-179,2519
5240,-427,2182
4825,-531,1643
4542,-235,565
4701,41,80
4931,-39,1123
5182,-271,1826
4743,-304,2062
4236,-332,1995
3960,-267,812
4284,-147,160
4574,-176,1309
4292,-133,2382
4357,-193,2683
5311,-611,2683
5625,-498,2373
5647,36,1862
5945,152,1786
6090,111,1822
6293,-365,2093
6431,-255,1738
6256,202,1365
6102,660,810
6175,523,-597
6326,-12,-1765
6383,-145,-912
6041,-15,1050
5892,-109,1840
5681,-300,648
4737,-355,-323
3588,-400,-703
3367,-638,-1071
3381,-754,-401
2981,-784,1071
2520,-869,1852
2149,-825,1352
1959,-1060,843
1520,-1269,460
1037,-1224,456
924,-1175,1585
1006,-1240,2955
912,-1303,3069
1065,-1563,2494
1381,-1735,1701
1758,-938,1410
2674,-221,1565
3915,-499,2332
4699,-893,3172
5549,-1114,3301
6152,-1140,2544
6247,-761,1323
6770,-351,109
7190,-164,-425
7189,-367,874
7288,-379,1784
7825,-550,1508
7658,-399,446
6469,0,-927
6401,-144,-1633
6366,-264,-749
5398,-222,1423
4798,-420,3229
4765,-739,2843
4076,-935,939
3130,-729,-625
2853,-497,-1175
2973,-582,-333
3090,-637,1200
3450,-676,2892
4115,-894,3613
3850,-651,2183
3259,-218,-49
3521,-150,-971
3507,35,-432
3567,-126,556
4781,-1004,1938
4859,-622,1810
4206,284,500
4143,236,-454
4070,33,-1148
3726,-15,8
3983,2,1920
4371,274,2229
4326,231,1418
3742,282,304
3788,176,-127
3987,377,458
4290,909,2045
4389,771,3744
4017,739,3746
3809,781,3062
4095,567,1379
4639,680,-645
4207,1427,-218
4837,1660,2472
6203,1065,3774
6831,709,2117
7395,552,1278
7626,854,-256
7486,1241,-1322
7056,953,38
7167,570,1762
7128,337,1875
6682,-101,672
5170,405,-856
4805,794,-738
4483,858,-515
3967,666,-83
3930,135,925
3927,-187,1001
3352,198,221
2710,260,23
2530,240,448
2024,686,829
1703,474,1529
1750,-178,1726
1328,241,871
720,677,569
475,283,577
55,159,260
-91,67,1510
87,207,2493
260,251,2421
1314,-59,1628
1702,236,1028
2552,117,1143
3434,-14,2143
3901,179,3732
4943,223,4867
6087,324,3870
6668,522,1612
7080,256,114
8385,112,227
10285,109,1972
12025,415,2655
12349,701,2170
11118,148,481
9572,-124,-2357
8792,143,-2634
7677,645,-427
6442,626,1145
6072,-3,1122
6091,-295,651
5190,83,298
4356,378,214
4238,-84,434
3679,59,1072
3665,-233,2682
3033,-376,2375
2161,-340,865
2150,-403,766
2659,-199,1292
2401,-3,2046
2330,-632,3016
2413,-901,2599
2338,-424,1293
2565,-38,652
3277,-64,-76
3851,-145,-58
4416,-366,1421
5400,-639,2184
5802,-447,1326
5986,-343,250
6115,-120,-1204
6061,147,-2005
5891,-109,-192
5366,-127,1614
5015,-49,1770
4473,-229,1267
3459,-107,-137
3338,-275,-1107
3677,-553,-144
2769,-350,1338
2347,-568,2811
2900,-795,3407
2339,-583,2005
2079,-559,395
2282,-484,71
2129,-159,667
3018,-340,2105
4329,-810,3206
4829,-918,2812
4947,-681,1411
5040,-604,335
4608,-665,818
4582,-878,2287
5384,-914,2028
5417,-665,818
5599,-531,-109
5896,-387,-570
6421,-298,636
6033,-310,3007
6087,-801,3445
6484,-1021,1974
5536,-737,930
4883,-433,156
4997,-210,-108
4966,-720,1485
5313,-1319,2945
5517,-1237,2248
5376,-919,546
4731,-725,-389
4497,-700,-943
4534,-1282,-115
5330,-1261,1643
6131,-952,3042
5375,-906,3879
3927,-699,1659
4374,-501,-1231
4612,-645,-561
3500,-844,1909
3268,-857,2480
4734,-979,2489
4315,-567,2219
3079,137,207
3449,-555,-707
3924,-895,147
5086,-926,1813
5808,-717,2756
5069,-345,3163
4587,-14,1752
4564,-152,-227
4181,-533,232
3775,-655,1940
4181,-719,2582
4612,-304,2408
3712,138,1688
4098,-117,-542
4723,-480,-603
4716,-373,2209
5043,-178,4259
5220,-1,3919
5393,-436,2187
5772,-458,-819
5587,114,-1388
5661,89,791
6535,-157,1962
7195,-644,2552
6482,-483,2727
5321,360,123
5281,522,-2460
5242,-49,-2166
3931,372,-871
3903,-9,304
4513,-630,1573
3881,-333,1462
3070,-65,806
2426,-96,782
1596,-439,154
1331,-1019,-246
1578,-1061,345
1140,-157,1414
896,107,2467
1188,-315,2488
577,-557,2340
173,-961,1991
-67,-746,1639
736,-294,1814
2152,139,670
3237,134,255
3839,-395,1869
4467,-97,3111
6122,182,3975
7526,123,2805
7851,184,-568
8496,91,-2796
8398,659,-2364
8703,722,-240
9181,0,1206
8003,-498,1786
6409,-198,776
5083,145,-867
3548,263,-1312
2188,-8,-779
1836,-724,-14
1468,-729,1133
548,-170,1690
307,-314,1267
680,-876,547
729,-1121,304
130,-926,-310
302,-1072,727
1481,-1121,2550
2100,-1135,2641
1656,-1064,2497
1924,-894,1401
2581,-842,-99
3295,-521,55
4003,133,-346
4902,308,-842
5861,126,-501
6515,478,-18
7432,418,286
7503,201,539
6881,552,75
7118,496,-1959
6376,564,-1855
4689,413,-323
4148,-163,-868
4312,-485,174
3849,-49,1082
2541,51,122
2494,-708,-651
1604,-399,-636
1017,-267,177
1661,-1087,1435
2053,-1054,1516
1908,-436,461
1797,-450,283
1826,-636,1140
2696,-858,1778
3520,-913,2271
4106,-446,2036
4946,-35,317
5482,-93,-661
5957,-467,669
6983,-368,1845
7845,-204,2337
8337,-458,1758
8322,-323,-681
7769,-57,-1613
7117,-109,-777
7203,-195,7
7317,-124,1341
6809,88,1790
6149,517,-185
5882,550,-1161
5382,249,127
4915,427,137
5229,410,460
5346,404,1451
4674,1028,93
4343,724,-865
3957,321,-423
2931,385,-471
3051,105,809
3076,309,2043
2445,168,583
2126,137,-1307
1541,120,-1620
1240,-17,-500
1469,-426,1147
2117,-448,2119
2163,72,1490
2291,105,294
1923,-281,-116
1908,-158,-218
2735,-495,623
3803,-614,2616
4430,259,1802
4877,380,402
5020,69,218
4985,151,88
5257,-163,395
5985,-499,771
6412,-56,168
6936,197,-12
6729,221,203
5727,34,268
6022,-716,400
5540,-834,-156
4626,-61,-1011
4601,31,-897
4098,82,-502
3815,-62,727
4343,-496,2114
3717,-737,2307
2710,-472,306
2707,-437,-999
2561,-210,-693
1840,-215,376
2290,-546,1417
2927,-856,3045
3475,-684,1996
2380,85,562
2271,168,441
2679,-18,732
3197,-395,1779
4017,-808,3037
4681,-376,1711
5135,-352,264
4940,-644,952
5154,-688,991
6008,-787,1871
6645,-683,2212
6477,-102,553
7164,-533,-1303
7262,-1004,-1146
6903,-394,459
6893,-48,1789
6347,-146,1994
5138,-598,1240
4851,-948,198
4030,-717,-361
3766,-1010,-297
3866,-1353,718
3182,-257,1720
3979,-614,1598
4773,-1789,649
3871,-1259,1121
3077,-1007,3438
2649,-1461,4027
2503,-712,1428
3679,-726,216
4544,-1221,39
3271,-236,629
4448,-430,2688
5778,-551,3895
5836,101,2734
5714,75,576
5954,-158,-528
5677,-87,-1227
5508,354,170
6705,-173,2641
6251,-299,2151
5282,-299,652
4616,-535,271
3581,-360,-52
2831,-27,376
3225,-75,2201
3567,-566,2433
3138,-682,1416
3187,-1239,1023
2552,-1108,1278
2527,-571,1986
3979,-1001,2971
3907,-731,2436
3724,-566,1248
4186,-690,1072
4896,-639,850
4974,-453,1584
5002,-138,2828
4958,-394,1499
5524,-812,-1191
6328,-1092,-1378
6152,-821,712
5620,-768,2282
5392,-1334,1757
5194,-1352,304
4689,-1254,-633
3881,-995,-179
3649,-858,1386
3903,-833,2762
4119,-968,3074
3238,-383,2087
2580,-325,254
2629,-760,-417
2635,-410,-762
2865,-121,1033
3975,-776,2679
4815,-912,2415
5109,-111,1270
4384,400,1229
3961,130,1836
3464,-22,1333
3187,-140,284
3412,-291,-436
4161,207,364
5162,204,2398
4816,411,3197
3798,584,2941
3244,617,1629
3238,489,-239
3778,453,290
4890,349,2095
4921,369,3182
5343,-56,3155
5576,-123,1292
5069,393,-169
5130,190,891
5062,17,2251
5328,-174,2431
6158,-538,1675
5557,-77,275
4926,257,-96
5230,-99,665
4878,-447,654
4865,-457,1089
4647,-344,1900
4022,-76,1291
4722,-573,-421
5104,-508,-424
3690,306,1892
3197,270,3172
3478,-253,499
4102,-717,-1938
4111,-479,-1154
3036,91,799
3079,-265,2986
3907,-815,2692
3881,-861,8
2971,-277,-1298
2194,-84,-544
2233,-488,-636
2523,-659,181
3558,-926,1734
3008,-348,1371
2479,-99,432
2790,-838,226
2494,-485,986
2157,-631,2368
1908,-653,2374
2440,-304,1295
3998,-665,513
4553,-587,798
4631,-227,1922
5800,-40,2961
7272,90,2604
8270,-140,2368
8750,2,1336
8304,427,1146
8943,-126,2063
8861,-367,642
7793,-297,-1143
8027,-664,-965
8125,-616,796
7011,-260,2756
6004,-1011,2174
4492,-1129,-177
3033,-493,-887
3267,-808,-711
3048,-813,-939
2498,-297,482
2100,-354,2493
1792,-811,1925
1400,-644,368
1199,-460,-214
735,-397,295
323,-470,627
693,-861,888
1664,-955,1036
2665,-531,553
4229,-861,1307
4398,-518,2183
4656,-623,1513
5349,-1087,-423
5361,-473,-1995
6149,341,-1265
7103,22,584
6624,-9,2026
5641,240,1820
4815,42,-72
4455,83,-1669
4347,348,-1664
4011,358,297
3630,208,2538
3132,-116,3074
3024,-469,1327
4215,-887,-421
4466,-837,-465
4188,-690,1153
4567,-952,2183
5002,-511,2415
6167,-642,1952
6716,-695,566
6492,-617,864
6639,-227,2033
7314,33,1770
7442,-128,401
7956,-523,-389
8360,-614,-306
6889,-273,230
6633,-439,1710
6308,-460,631
5674,-773,-497
5140,-991,-951
4187,-655,-1539
3747,-578,-338
3009,-589,1291
2295,-411,1268
2607,-1046,852
2785,-1199,582
2278,-860,-587
1640,-1037,-53
1811,-980,1099
2014,-525,635
3218,-616,87
3421,-500,-135
3252,-219,707
4155,-269,2146
4706,-294,1351
5361,-619,306
5941,-846,-1176
5325,-795,-1906
5552,-1128,636
5902,-446,3092
5543,337,1606
5422,-284,393
5035,-740,-436
4356,-383,-805
4603,-576,440
4711,-698,1565
4749,-411,829
5987,-916,365
6073,-1302,714
5425,-677,1310
5170,-477,1796
5160,-970,122
5654,-593,-825
6455,-728,-424
6541,-1067,740
5782,-417,2114
5111,347,2022
4675,83,326
4474,68,-1424
4962,-302,-1405
5021,-918,363
4711,-581,2756
4310,-278,1948
4073,-991,719
4211,-1676,-778
3510,-1641,-1005
3238,-1810,869
3606,-1912,2002
3897,-1361,1789
4957,-1276,671
5487,-1089,-606
5391,-1336,448
5306,-1310,1240
5893,-916,995
6469,-402,875
7103,-159,406
7356,-1021,379
6610,-1034,650
6245,-781,738
6352,-906,239
6368,-895,-227
6413,-1104,-296
5822,-1561,283
5108,-1273,1449
4556,-1229,1378
3576,-1257,-200
4030,-1245,-935
3971,-991,263
3481,-1029,1790
3434,-1008,1495
3374,-1200,1160
3587,-1320,247
4545,-2198,-255
4990,-2951,1784
4661,-2427,3143
5744,-2953,1905
6940,-3067,519
7718,-2231,72
7965,-2080,1314
8930,-2327,2487
9557,-1361,1202
10074,-1353,506
9876,-767,-968
9800,278,-1745
9056,220,52
8168,-697,1065
7284,-807,681
6420,-914,971
6109,-1437,-40
4520,-1351,-1523
3433,-1605,481
3619,-1944,2214
3046,-1956,1453
3138,-2468,770
3224,-2762,341
3121,-2497,-351
3437,-1755,160
4630,-1229,1132
4804,-1211,1423
6105,-1778,194
6785,-1834,519
6724,-2014,1263
5779,-1153,273
6027,-865,-1177
7010,-1203,-1826
6636,-1392,-879
5889,-1682,1758
5841,-2498,2307
5144,-1713,-477
5012,-1827,-910
5405,-2520,-303
4291,-1838,-113
4169,-2314,1299
4757,-2944,1704
4338,-2289,250
4609,-1720,52
5783,-2451,-265
5673,-2124,93
6690,-2271,2384
6975,-2517,3056
7206,-1593,748
7640,-880,-1230
7730,-1329,-1020
7833,-1402,-308
7618,-1280,-496
8183,-1836,1
8364,-1513,-268
7639,-1137,-904
5653,-1337,184
4621,-2820,774
3551,-2556,-1584
2431,-1577,-1329
3113,-1950,-142
1891,-1539,-179
814,-1887,-460
822,-2310,863
933,-1558,1390
1004,-1114,-495
1626,-1201,-614
1611,-955,1591
1649,-927,1825
2766,-1632,1288
3783,-1478,108
5359,-549,-553
5762,-562,-167
6644,-1211,896
7885,-1692,1829
8115,-1561,246
8646,-1237,-1287
8106,-727,-1161
7192,-905,-1355
6511,-1682,-1162
6011,-1926,340
4723,-1119,216
4300,-969,-1321
3869,-1733,-482
2615,-2268,512
1521,-1826,-58
548,-1019,445
608,-873,-42
693,-1358,-1047
871,-764,-53
1663,-599,1772
2238,-556,2458
2867,-493,2562
3257,-215,1768
3561,-271,1688
3959,-869,1785
5139,-790,1007
6882,-310,2121
10385,-481,3572
11456,-162,2199
11722,-112,2604
12876,-174,3852
12777,345,2929
12972,-400,1000
12783,-872,-699
11165,37,-336
10318,256,-41
10362,-324,-608
9859,-1370,-1797
9179,-1393,-1441
9112,-1618,149
7684,-419,921
6344,-628,1065
4294,-1234,41
2576,-1319,-1014
1269,-450,-1473
-341,137,-22
-1364,0,708
-1745,-217,102
-1249,-1162,1652
-331,-1119,500
80,-238,-276
844,-418,2086
636,-266,1892
1863,-454,567
4538,-988,-1435
5535,-307,-2775
6848,410,-862
7579,488,16
8906,-85,-252
10332,-1049,39
9660,-1691,-1714
7910,-1396,-2708
6629,-1016,-1597
6551,-1508,18
5793,-2036,-91
4727,-1867,-1153
4389,-1550,-774
4150,-1482,169
3386,-1684,-231
3181,-1552,-295
3399,-1494,699
3633,-1425,1355
2856,-1198,2080
1905,-1498,2932
1953,-1435,2457
1940,-1675,-28
3135,-1806,-1298
4645,-1329,-407
5372,-689,1801
6520,-705,3501
8557,-1791,3225
8918,-1875,596
9644,-1327,-2316
9839,-275,-1994
9961,62,-370
9758,-930,-274
8626,-1308,-766
8424,-2062,-772
7754,-1349,-1797
6074,305,-20
5324,53,1897
4554,-1425,702
3508,-1993,-1441
3827,-2356,-1967
2648,-983,-633
1177,-71,1452
909,-717,2543
995,-1672,2993
831,-1570,1801
374,-1138,222
310,-221,1088
2050,212,1869
3963,226,1130
6065,-438,1491
7057,-331,1376
7647,-167,666
7986,-163,853
8847,-26,-870
8505,68,-2101
8357,22,-1540
8091,-435,-568
6926,-635,583
5925,-273,1349
4857,37,586
3410,-376,188
2806,-1034,-327
1990,-768,-5
942,-266,1560
643,1,2794
574,-448,2096
1092,-894,343
1504,-811,1110
1200,-579,2296
2415,-726,2193
4132,-827,865
5805,-207,683
6757,-445,1032
7509,-1091,1469
8335,-1303,1054
9014,-1137,-384
8979,-799,-1750
8123,76,-2469
7437,-143,-1401
5862,-328,-339
5134,-142,-483
4116,-540,909
2966,-747,315
2396,-281,-1147
1489,-435,606
813,-663,766
474,-35,-222
231,-164,635
252,-339,1177
-71,-443,2743
-339,-654,3620
-251,-1535,2818
141,-1638,1960
1265,-379,1101
2948,-71,2127
4270,-62,4641
5336,-430,4854
7855,-1385,4695
10179,-1188,3221
11554,-858,1682
11902,-567,2428
12423,-706,2150
11822,-1129,512
11379,-1693,-405
11129,-1405,-89
10446,-368,1433
9417,-472,3148
8277,-1139,972
6895,-1316,-1028
6839,-1110,-1073
6029,-888,-119
4340,369,1262
4357,-439,2436
3624,-1149,1842
3041,-622,153
2669,-758,9
1371,-511,1039
674,120,2026
1454,-1273,2688
2385,-2111,1474
2890,-490,332
2990,439,882
3298,-666,1280
4739,-902,872
6159,-546,739
7360,-269,155
7062,902,-249
6954,442,9
6845,-405,-1025
6589,-89,-1395
6643,-289,-625
6026,113,-433
4431,773,509
4186,-576,903
3284,-1349,-63
2521,-1041,-61
3269,-950,806
3230,-364,1609
2429,-169,2677
2355,-1267,2813
3565,-2396,1786
4358,-2438,270
4053,-973,914
3376,333,3072
4372,-806,3634
6177,-1882,2489
7991,-1870,369
8447,-1110,-369
8332,-865,1650
8751,-422,2174
9763,-847,2264
9955,-1966,2023
7973,-1289,547
6581,-553,-12
7566,-1374,608
6829,-667,530
5756,-715,420
5629,-1476,1141
5008,-932,480
4181,-396,1101
3777,-1165,1879
2824,-1392,747
2405,-1164,-73
2915,-1539,1450
2414,-444,1561
1705,-595,1898
2256,-2033,2252
2254,-1708,1172
1959,-1155,2293
2727,-1171,3101
2288,-643,1771
2766,-1215,844
3613,-1576,1593
3893,-1138,2390
4686,-940,2970
5343,-558,2674
4765,-430,2049
5126,-684,1303
5641,-1291,1267
5938,-871,2241
5650,-354,1827
4802,-155,1945
4697,-1065,2886
4902,-2052,2419
4644,-1635,1739
4416,-1356,3112
3902,-1116,2550
3602,-1439,1750
3971,-2004,2047
4075,-2058,2966
3567,-1760,3008
3367,-1781,2732
3536,-1727,2669
3377,-1862,2779
3070,-1666,2652
3445,-1904,2830
3856,-1991,2734
4871,-2191,2821
5162,-2068,3109
4855,-1740,3038
4531,-1642,1947
4582,-1918,1509
4787,-1921,2728
4745,-1415,3497
4910,-1767,3556
4812,-2301,1522
4524,-2060,660
4614,-2214,1448
4125,-1395,3336
4354,-880,3949
4435,-1549,4085
3752,-2010,2491
3111,-1888,1042
2907,-1925,962
3300,-1398,2153
