GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Fri Jun 24 20:11:38 GMT+02:00 2022,24-Jun-2022 20:11:39.564,-5.777780122977361,37.1757015612321,0.0,4.587500095367432,86.85300200991333,189.7669677734375,8.632658,3.98456454,2.22468257,0.01437902,
Fri Jun 24 20:11:39 GMT+02:00 2022,24-Jun-2022 20:11:40.564,-5.777776281802802,37.17570150189003,0.4768534004688263,4.470693588256836,86.93833072576672,189.7669677734375,8.53139305,4.1314826,2.24598145,0.01202476,
Fri Jun 24 20:11:40 GMT+02:00 2022,24-Jun-2022 20:11:41.564,-5.777768929070065,37.17570256199175,0.569204568862915,4.379725933074951,87.15947748720646,189.7669677734375,8.35384846,3.95184064,2.09280062,-0.01510572,
Fri Jun 24 20:11:41 GMT+02:00 2022,24-Jun-2022 20:11:42.564,-5.77776040956117,37.175702618587586,0.7862352132797241,4.327197074890137,87.39646920748055,189.7669677734375,8.21158504,4.27146626,2.11817884,-0.01307142,
Fri Jun 24 20:11:42 GMT+02:00 2022,24-Jun-2022 20:11:43.564,-5.777753713913069,37.17570294005139,0.46986255049705505,4.326171875,87.45832959935069,189.7669677734375,8.53802967,4.11766291,1.88131583,0.00411481,
Fri Jun 24 20:11:43 GMT+02:00 2022,24-Jun-2022 20:11:44.564,-5.777748701012239,37.17570515633728,0.4267866015434265,4.132925987243652,87.53904470056295,189.7669677734375,8.27368069,4.14513874,2.1688211,0.00740549,
Fri Jun 24 20:11:44 GMT+02:00 2022,24-Jun-2022 20:11:45.564,-5.777742884939974,37.17570565951817,0.41275903582572937,3.9297573566436768,87.73848695773631,189.7669677734375,8.43285751,4.16935825,2.26066256,0.00947858,
Fri Jun 24 20:11:45 GMT+02:00 2022,24-Jun-2022 20:11:46.563,-5.777738967447473,37.175706194752244,0.2680596113204956,3.9167673587799072,87.88687911909074,189.7669677734375,9.03408909,3.65973854,1.59541941,0.0201489,
Fri Jun 24 20:11:46 GMT+02:00 2022,24-Jun-2022 20:11:47.563,-5.777739492376694,37.1757067498473,0.2697320282459259,3.8699533939361572,88.1470704851672,189.7669677734375,8.45168591,3.97609854,1.82698655,0.00676514,
Fri Jun 24 20:11:47 GMT+02:00 2022,24-Jun-2022 20:11:48.564,-5.777739783471506,37.1757068133067,0.13248604536056519,3.926163911819458,88.18078340031207,189.7669677734375,8.72096539,3.80116868,1.9155817,0.00822592,
Fri Jun 24 20:11:48 GMT+02:00 2022,24-Jun-2022 20:11:49.563,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.68223763,3.99364328,2.15053916,0.02006395,
Fri Jun 24 20:11:49 GMT+02:00 2022,24-Jun-2022 20:11:50.563,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.67933559,4.01098728,2.23249722,0.01986629,
Fri Jun 24 20:11:50 GMT+02:00 2022,24-Jun-2022 20:11:51.563,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.58249474,3.92705584,2.10227203,0.00468469,
Fri Jun 24 20:11:51 GMT+02:00 2022,24-Jun-2022 20:11:52.563,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.89296627,4.04887295,1.90337121,0.00691607,
Fri Jun 24 20:11:52 GMT+02:00 2022,24-Jun-2022 20:11:53.564,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.67323494,3.97045803,1.94748199,0.00219426,
Fri Jun 24 20:11:53 GMT+02:00 2022,24-Jun-2022 20:11:54.564,-5.777739783471506,37.1757068133067,0.0,3.926163911819458,88.18078340031207,189.7669677734375,8.33932972,3.96362019,2.7952497,0.04144775,
Fri Jun 24 20:11:54 GMT+02:00 2022,24-Jun-2022 20:11:55.564,-5.777741020895862,37.175705419496026,0.19112029671669006,3.9221699237823486,88.49522871989757,189.7669677734375,8.69607639,3.85884976,1.80630064,0.00805709,
Fri Jun 24 20:11:55 GMT+02:00 2022,24-Jun-2022 20:11:56.564,-5.777744959493776,37.17570388495276,0.43802696466445923,3.8468105792999268,88.78094670921564,189.7669677734375,3.39566755,8.79487038,-4.02168417,0.06381112,
Fri Jun 24 20:11:56 GMT+02:00 2022,24-Jun-2022 20:11:57.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,6.00846004,6.10304976,0.09391975,-0.10792083,
Fri Jun 24 20:11:57 GMT+02:00 2022,24-Jun-2022 20:11:58.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.76055169,5.95826769,7.25762987,-0.02066785,
Fri Jun 24 20:11:58 GMT+02:00 2022,24-Jun-2022 20:11:59.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.34537795,6.45178938,5.46544552,-0.07577138,
Fri Jun 24 20:11:59 GMT+02:00 2022,24-Jun-2022 20:12:00.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.03011906,5.84523296,7.49365044,-0.0122118,
Fri Jun 24 20:12:00 GMT+02:00 2022,24-Jun-2022 20:12:01.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.04667736,5.43773985,8.04579163,0.00892097,
Fri Jun 24 20:12:01 GMT+02:00 2022,24-Jun-2022 20:12:02.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-0.00517148,5.16224384,8.20546627,0.00720066,
Fri Jun 24 20:12:02 GMT+02:00 2022,24-Jun-2022 20:12:03.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-0.04122815,5.17412853,8.47953415,0.03159624,
Fri Jun 24 20:12:03 GMT+02:00 2022,24-Jun-2022 20:12:04.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-0.03473508,5.13478708,7.81115961,-0.02811474,
Fri Jun 24 20:12:04 GMT+02:00 2022,24-Jun-2022 20:12:05.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-0.39257249,5.04142284,8.75379467,0.04951483,
Fri Jun 24 20:12:05 GMT+02:00 2022,24-Jun-2022 20:12:06.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,1.32027769,6.90567255,7.90431356,0.01495716,
Fri Jun 24 20:12:06 GMT+02:00 2022,24-Jun-2022 20:12:07.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.48247951,6.61799526,7.11376715,-0.02320237,
Fri Jun 24 20:12:07 GMT+02:00 2022,24-Jun-2022 20:12:08.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.16270995,6.94302177,7.19035244,0.00262238,
Fri Jun 24 20:12:08 GMT+02:00 2022,24-Jun-2022 20:12:09.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.17811903,6.79196739,6.63937998,-0.00073252,
Fri Jun 24 20:12:09 GMT+02:00 2022,24-Jun-2022 20:12:10.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.9159162,7.35925865,6.05078936,0.00073576,
Fri Jun 24 20:12:10 GMT+02:00 2022,24-Jun-2022 20:12:11.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,1.78925407,7.78442144,5.19459438,-0.00974798,
Fri Jun 24 20:12:11 GMT+02:00 2022,24-Jun-2022 20:12:12.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,0.58607185,8.11041546,4.77017879,-0.01999539,
Fri Jun 24 20:12:12 GMT+02:00 2022,24-Jun-2022 20:12:13.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,1.22982478,7.94803143,5.62197781,0.01928157,
Fri Jun 24 20:12:13 GMT+02:00 2022,24-Jun-2022 20:12:14.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-0.62836301,6.98531342,6.05297279,-0.0366233,
Fri Jun 24 20:12:14 GMT+02:00 2022,24-Jun-2022 20:12:15.563,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-1.50344372,5.29588795,8.01893806,0.01051623,
Fri Jun 24 20:12:15 GMT+02:00 2022,24-Jun-2022 20:12:16.564,-5.777744959493776,37.17570388495276,0.0,3.8468105792999268,88.78094670921564,189.7669677734375,-1.00536358,5.8037653,7.80786514,0.01032582,
Fri Jun 24 20:12:16 GMT+02:00 2022,24-Jun-2022 20:12:17.564,-5.777740887099156,37.17570428449891,0.11564868688583374,4.174282550811768,89.28420244995505,189.7669677734375,-0.86808968,6.1624074,7.44642687,0.00755797,
Fri Jun 24 20:12:17 GMT+02:00 2022,24-Jun-2022 20:12:18.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-0.68432987,6.07571793,7.59416866,0.01153578,
Fri Jun 24 20:12:18 GMT+02:00 2022,24-Jun-2022 20:12:19.566,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-1.88515615,7.108634,6.69683123,0.01962847,
Fri Jun 24 20:12:19 GMT+02:00 2022,24-Jun-2022 20:12:20.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-3.85559368,6.61351252,5.68144035,-0.0254024,
Fri Jun 24 20:12:20 GMT+02:00 2022,24-Jun-2022 20:12:21.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,8.02141857,-0.23320481,7.20278311,0.05927046,
Fri Jun 24 20:12:21 GMT+02:00 2022,24-Jun-2022 20:12:22.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-0.63611066,6.14775419,3.20336533,-0.19568743,
Fri Jun 24 20:12:22 GMT+02:00 2022,24-Jun-2022 20:12:23.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,3.14630675,5.9998889,6.58174658,-0.01234375,
Fri Jun 24 20:12:23 GMT+02:00 2022,24-Jun-2022 20:12:24.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,3.45096421,5.8873229,6.77756357,0.00502896,
Fri Jun 24 20:12:24 GMT+02:00 2022,24-Jun-2022 20:12:25.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.96828341,6.12042236,6.68323183,-0.0089277,
Fri Jun 24 20:12:25 GMT+02:00 2022,24-Jun-2022 20:12:26.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,3.11452127,6.07945251,6.76713419,-0.00967016,
Fri Jun 24 20:12:26 GMT+02:00 2022,24-Jun-2022 20:12:27.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.39934444,6.31984043,6.91901302,0.00974066,
Fri Jun 24 20:12:27 GMT+02:00 2022,24-Jun-2022 20:12:28.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.443187,6.29280472,6.86779642,-0.00155538,
Fri Jun 24 20:12:28 GMT+02:00 2022,24-Jun-2022 20:12:29.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.4260447,6.33095884,6.85447502,0.00178152,
Fri Jun 24 20:12:29 GMT+02:00 2022,24-Jun-2022 20:12:30.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.26826668,6.4665761,6.73806906,-0.00116753,
Fri Jun 24 20:12:30 GMT+02:00 2022,24-Jun-2022 20:12:31.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.11477923,6.50163651,6.66595554,0.00996305,
Fri Jun 24 20:12:31 GMT+02:00 2022,24-Jun-2022 20:12:32.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.07038116,6.47656441,6.93508291,0.00903529,
Fri Jun 24 20:12:32 GMT+02:00 2022,24-Jun-2022 20:12:33.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,2.4099555,6.43677282,6.90480137,0.0121187,
Fri Jun 24 20:12:33 GMT+02:00 2022,24-Jun-2022 20:12:34.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-0.70093608,6.54253912,7.36732292,0.02592486,
Fri Jun 24 20:12:34 GMT+02:00 2022,24-Jun-2022 20:12:35.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,0.97768664,6.74861288,6.8390274,0.00347906,
Fri Jun 24 20:12:35 GMT+02:00 2022,24-Jun-2022 20:12:36.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.68584359,6.65005827,6.94242811,0.01530388,
Fri Jun 24 20:12:36 GMT+02:00 2022,24-Jun-2022 20:12:37.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.51426554,6.81119728,6.78812695,0.00709309,
Fri Jun 24 20:12:37 GMT+02:00 2022,24-Jun-2022 20:12:38.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.5020839,6.70213652,6.8468709,0.00760049,
Fri Jun 24 20:12:38 GMT+02:00 2022,24-Jun-2022 20:12:39.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.42975974,6.80275059,6.61685562,0.00302753,
Fri Jun 24 20:12:39 GMT+02:00 2022,24-Jun-2022 20:12:40.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.42745173,6.81523895,6.76632023,0.00831331,
Fri Jun 24 20:12:40 GMT+02:00 2022,24-Jun-2022 20:12:41.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.44703639,6.79589367,6.79028177,0.00700293,
Fri Jun 24 20:12:41 GMT+02:00 2022,24-Jun-2022 20:12:42.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.56473529,6.78867292,6.86133194,0.01575398,
Fri Jun 24 20:12:42 GMT+02:00 2022,24-Jun-2022 20:12:43.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.20328748,6.91142845,6.49200249,-0.00462861,
Fri Jun 24 20:12:43 GMT+02:00 2022,24-Jun-2022 20:12:44.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.78699386,6.58503151,7.09714174,0.02257484,
Fri Jun 24 20:12:44 GMT+02:00 2022,24-Jun-2022 20:12:45.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,1.33700848,7.0382061,6.79685163,0.02565426,
Fri Jun 24 20:12:45 GMT+02:00 2022,24-Jun-2022 20:12:46.563,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-4.90228128,6.46122265,3.09893012,-0.09594953,
Fri Jun 24 20:12:46 GMT+02:00 2022,24-Jun-2022 20:12:47.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-6.73087645,6.48013687,0.46248317,-0.02740997,
Fri Jun 24 20:12:47 GMT+02:00 2022,24-Jun-2022 20:12:48.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-7.11443758,8.5802536,2.34780192,0.132101,
Fri Jun 24 20:12:48 GMT+02:00 2022,24-Jun-2022 20:12:49.564,-5.777740887099156,37.17570428449891,0.0,4.174282550811768,89.28420244995505,189.7669677734375,-7.59594965,1.56521416,9.70462894,0.22580834,
Fri Jun 24 20:12:49 GMT+02:00 2022,24-Jun-2022 20:12:50.564,-5.777738992503046,37.1757065498187,0.5761476755142212,4.026817321777344,89.30175412632525,189.7669677734375,-4.41922712,4.75647402,5.77880812,-0.17487639,
Fri Jun 24 20:12:50 GMT+02:00 2022,24-Jun-2022 20:12:51.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-8.12875557,-5.1494298,3.88463068,0.0975078,
Fri Jun 24 20:12:51 GMT+02:00 2022,24-Jun-2022 20:12:52.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-8.58112526,-3.35872984,4.112463,0.08996472,
Fri Jun 24 20:12:52 GMT+02:00 2022,24-Jun-2022 20:12:53.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.03212643,-3.86516094,4.51156664,0.12101644,
Fri Jun 24 20:12:53 GMT+02:00 2022,24-Jun-2022 20:12:54.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-7.90835428,-3.50736189,3.035321,-0.03794434,
Fri Jun 24 20:12:54 GMT+02:00 2022,24-Jun-2022 20:12:55.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.02598763,-1.30905366,3.49756479,0.03580786,
Fri Jun 24 20:12:55 GMT+02:00 2022,24-Jun-2022 20:12:56.563,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-8.28380394,-0.1057471,2.9665308,-0.0895758,
Fri Jun 24 20:12:56 GMT+02:00 2022,24-Jun-2022 20:12:57.563,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-6.01456976,1.0713191,5.05754042,-0.06793392,
Fri Jun 24 20:12:57 GMT+02:00 2022,24-Jun-2022 20:12:58.563,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.59012794,-0.21740308,2.80514264,0.03779,
Fri Jun 24 20:12:58 GMT+02:00 2022,24-Jun-2022 20:12:59.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.85967636,0.44521615,3.26344061,0.07865971,
Fri Jun 24 20:12:59 GMT+02:00 2022,24-Jun-2022 20:13:00.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.56759357,0.6826061,2.71299434,0.03512698,
Fri Jun 24 20:13:00 GMT+02:00 2022,24-Jun-2022 20:13:01.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.4434309,0.56723428,2.84357429,0.02999339,
Fri Jun 24 20:13:01 GMT+02:00 2022,24-Jun-2022 20:13:02.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.49586296,0.59704685,2.53005838,0.03309891,
Fri Jun 24 20:13:02 GMT+02:00 2022,24-Jun-2022 20:13:03.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.75335503,0.8328374,2.4766674,0.04828626,
Fri Jun 24 20:13:03 GMT+02:00 2022,24-Jun-2022 20:13:04.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.67993927,0.47960648,3.04020524,0.05441946,
Fri Jun 24 20:13:04 GMT+02:00 2022,24-Jun-2022 20:13:05.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.59750175,0.79983574,2.31978035,0.03072605,
Fri Jun 24 20:13:05 GMT+02:00 2022,24-Jun-2022 20:13:06.564,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.63009167,0.78712732,2.31417799,0.03082107,
Fri Jun 24 20:13:06 GMT+02:00 2022,24-Jun-2022 20:13:07.563,-5.777738992503046,37.1757065498187,0.0,4.026817321777344,89.30175412632525,189.7669677734375,-9.55249119,0.57960749,2.1751802,0.02410635,
Fri Jun 24 20:13:07 GMT+02:00 2022,24-Jun-2022 20:13:08.563,-5.777734932174331,37.175704703460625,0.4295163154602051,4.028904914855957,89.48682551085949,189.7669677734375,-9.53520489,0.71166211,1.84505796,0.00684973,
Fri Jun 24 20:13:08 GMT+02:00 2022,24-Jun-2022 20:13:09.563,-5.777734932174331,37.175704703460625,0.0,4.028904914855957,89.48682551085949,189.7669677734375,-9.73549461,0.94034666,1.71882617,0.02281854,
Fri Jun 24 20:13:09 GMT+02:00 2022,24-Jun-2022 20:13:10.563,-5.777734932174331,37.175704703460625,0.0,4.028904914855957,89.48682551085949,189.7669677734375,-9.66699123,1.30218709,2.55601144,0.0355492,
Fri Jun 24 20:13:10 GMT+02:00 2022,24-Jun-2022 20:13:11.563,-5.777731673312465,37.17570114111257,0.4495534300804138,4.189541816711426,89.56412299908698,189.7669677734375,-9.44965553,0.76625943,-1.8348875,0.01876845,
Fri Jun 24 20:13:11 GMT+02:00 2022,24-Jun-2022 20:13:12.564,-5.777731673312465,37.17570114111257,0.0,4.189541816711426,89.56412299908698,189.7669677734375,-9.81749153,0.63076681,-1.4272027,0.03134671,
Fri Jun 24 20:13:12 GMT+02:00 2022,24-Jun-2022 20:13:13.564,-5.777731673312465,37.17570114111257,0.0,4.189541816711426,89.56412299908698,189.7669677734375,-7.35830116,-2.82915163,4.26568222,-0.04351778,
Fri Jun 24 20:13:13 GMT+02:00 2022,24-Jun-2022 20:13:14.563,-5.777731673312465,37.17570114111257,0.0,4.189541816711426,89.56412299908698,189.7669677734375,-7.68410397,-5.03170204,3.08197927,0.00658858,
Fri Jun 24 20:13:14 GMT+02:00 2022,24-Jun-2022 20:13:15.563,-5.777731673312465,37.17570114111257,0.0,4.189541816711426,89.56412299908698,189.7669677734375,-7.69210052,-4.82774496,3.55605984,0.0221251,
Fri Jun 24 20:13:15 GMT+02:00 2022,24-Jun-2022 20:13:16.563,-5.777731673312465,37.17570114111257,0.0,4.189541816711426,89.56412299908698,189.7669677734375,-7.81010628,-1.65395284,2.21254873,-0.13653076,
Fri Jun 24 20:13:16 GMT+02:00 2022,24-Jun-2022 20:13:17.563,-5.777736897051945,37.175699191655,0.5874921083450317,4.335662841796875,89.63399955164641,189.7669677734375,-4.99070406,0.83043367,2.57350826,-0.40238237,
Fri Jun 24 20:13:17 GMT+02:00 2022,24-Jun-2022 20:13:18.564,-5.777736897051945,37.175699191655,0.0,4.335662841796875,89.63399955164641,189.7669677734375,-9.9497757,-5.35679626,0.84879237,0.09329218,
Fri Jun 24 20:13:18 GMT+02:00 2022,24-Jun-2022 20:13:19.564,-5.777736897051945,37.175699191655,0.0,4.335662841796875,89.63399955164641,189.7669677734375,-9.58238125,-4.33127356,5.02592707,0.20708591,
Fri Jun 24 20:13:19 GMT+02:00 2022,24-Jun-2022 20:13:20.564,-5.777736897051945,37.175699191655,0.0,4.335662841796875,89.63399955164641,189.7669677734375,-7.18817854,-3.48399448,3.4126184,-0.09553301,
Fri Jun 24 20:13:20 GMT+02:00 2022,24-Jun-2022 20:13:21.563,-5.777736897051945,37.175699191655,0.0,4.335662841796875,89.63399955164641,189.7669677734375,-2.72554946,-7.4608016,2.91200995,-0.11861241,
Fri Jun 24 20:13:21 GMT+02:00 2022,24-Jun-2022 20:13:22.564,-5.777736298453937,37.17569997642434,0.4163987934589386,4.204519271850586,89.75990686286241,189.7669677734375,-6.17976952,-7.40015173,5.77508259,0.12130657,
Fri Jun 24 20:13:22 GMT+02:00 2022,24-Jun-2022 20:13:23.564,-5.777731013190152,37.175701592579365,1.156023383140564,4.0588202476501465,89.77542046830058,189.7669677734375,-6.86693478,3.54771852,-0.31298921,-0.23911576,
Fri Jun 24 20:13:23 GMT+02:00 2022,24-Jun-2022 20:13:24.564,-5.7777168066306634,37.17569933599997,1.1952444314956665,3.820802688598633,89.96625181753188,189.7669677734375,-9.63587666,-1.24448693,-1.30953264,0.01836401,
Fri Jun 24 20:13:24 GMT+02:00 2022,24-Jun-2022 20:13:25.563,-5.777705416527575,37.17569461620601,0.8877779841423035,3.62542986869812,90.14572103880346,115.26728820800781,-2.95514393,-8.89910412,3.69949174,0.0160147,
Fri Jun 24 20:13:25 GMT+02:00 2022,24-Jun-2022 20:13:26.563,-5.777698223818522,37.175691250433474,0.3378714323043823,3.7091472148895264,89.99293538555503,115.26728820800781,-2.19663215,-11.32726479,0.55668062,0.31447491,
Fri Jun 24 20:13:26 GMT+02:00 2022,24-Jun-2022 20:13:27.563,-5.777693958873639,37.17568914149216,0.546725332736969,3.965991973876953,89.93871710728854,115.26728820800781,-3.60286188,-8.8926115,-1.60357881,0.01062351,
Fri Jun 24 20:13:27 GMT+02:00 2022,24-Jun-2022 20:13:28.563,-5.777693855278772,37.17568748034916,0.35750046372413635,4.549264430999756,89.90491742175072,115.26728820800781,-3.05858302,-8.64950371,-2.56366324,-0.01362163,
Fri Jun 24 20:13:28 GMT+02:00 2022,24-Jun-2022 20:13:29.563,-5.777701552522599,37.17568759647508,0.8264928460121155,4.699999809265137,89.87221606168896,115.26728820800781,-2.70407844,-8.76200294,-3.99600887,0.0386371,
Fri Jun 24 20:13:29 GMT+02:00 2022,24-Jun-2022 20:13:30.564,-5.777706743949957,37.17569080584378,0.6115557551383972,4.900000095367432,89.79123602993786,115.26728820800781,-2.3573885,-8.41077328,-4.8666172,0.03368637,
Fri Jun 24 20:13:30 GMT+02:00 2022,24-Jun-2022 20:13:31.564,-5.777695660278286,37.175690306248555,0.3138229250907898,4.900000095367432,89.66513888724148,115.26728820800781,-2.32902193,-8.36259174,-3.10059643,-0.09522606,
Fri Jun 24 20:13:31 GMT+02:00 2022,24-Jun-2022 20:13:32.564,-5.777687954794126,37.175691351454866,0.229198157787323,4.900000095367432,89.6093103857711,115.26728820800781,-2.37902236,-9.04888535,-2.89442706,0.01552521,
Fri Jun 24 20:13:32 GMT+02:00 2022,24-Jun-2022 20:13:33.564,-5.7776819751381385,37.17569679882816,0.26868295669555664,4.699999809265137,89.4992780406028,115.26728820800781,-5.05224466,-8.11624813,1.60449815,0.00717235,
Fri Jun 24 20:13:33 GMT+02:00 2022,24-Jun-2022 20:13:34.564,-5.7776819751381385,37.17569679882816,0.0,4.900000095367432,89.4992780406028,115.26728820800781,-1.28237271,-8.48729229,2.39491987,-0.03531702,
Fri Jun 24 20:13:34 GMT+02:00 2022,24-Jun-2022 20:13:35.564,-5.777676768160176,37.17568463524814,0.9052472710609436,4.699999809265137,89.73328095674515,115.26728820800781,-3.78522348,-8.11412239,3.482759,-0.00168228,
Fri Jun 24 20:13:35 GMT+02:00 2022,24-Jun-2022 20:13:36.563,-5.777676768160176,37.17568463524814,0.0,4.900000095367432,89.73328095674515,115.26728820800781,-0.50522447,-10.03780556,1.42092991,0.01399696,
Fri Jun 24 20:13:36 GMT+02:00 2022,24-Jun-2022 20:13:37.563,-5.777676683252997,37.17568357485374,0.3210318386554718,4.699999809265137,89.84052771050483,115.26728820800781,-2.19605756,-9.65967464,2.84959793,0.0697512,
Fri Jun 24 20:13:37 GMT+02:00 2022,24-Jun-2022 20:13:38.563,-5.777679527580586,37.17568153323593,0.2990396320819855,4.699999809265137,90.13161074742675,115.26728820800781,-1.47225213,-11.1706171,1.4159404,0.17657787,
